study_link_id	de_identification_method_type	license	image_modality	imaging_equipment_manufacturer	imaging_equipment_model	imaging_sofware	imaging_protocol	organ_or_tissue	tumor_tissue_type	tissue_fixative	embedding_medium	staining_method	objective	nominal_magnification	immersion	lens_numerical_aperture	working_distance	imaging_assay_type	pyramid	physical_size_x	physical_size_y	physical_size_z	size_c	size_t	size_x	size_y	size_z	channel_metadata_file_url_in_cds	type	file.file_id
img_1183	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c25de2-7e68-11ee-93ae-830e4b878cfa
img_1184	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c281be-7e68-11ee-baed-2b046c9edb1b
img_1185	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c2a572-7e68-11ee-a517-53e66532adf2
img_1186	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c2c8ea-7e68-11ee-b153-7ffdf90ed3e8
img_1187	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Ascending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c2eeba-7e68-11ee-bba6-4f2e50fe82f8
img_1188	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Ascending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c3135e-7e68-11ee-aab3-830dd34e844a
img_1189	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Ascending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c33726-7e68-11ee-8b8a-1f0b23dc70d4
img_1190	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c35b34-7e68-11ee-946f-df2434b97dd2
img_1191	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c37ef2-7e68-11ee-91e7-530a14b55e38
img_1192	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c3a440-7e68-11ee-a68e-83ef835dc68a
img_1193	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c3c830-7e68-11ee-adef-33fe1ac74770
img_1194	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Descending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c3ec16-7e68-11ee-876f-bf5bf856ec62
img_1195	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Descending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c40fc0-7e68-11ee-b82a-af8d9aaa9055
img_1196	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Descending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c435ae-7e68-11ee-9985-d392d3abfed1
img_1197	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Descending colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c45a3e-7e68-11ee-bf49-23a35d813029
img_1198	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	48.0	1.0	24890.0	25014.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/73-8/73-8-channel-metadata.csv	image	dg.4DFC/62c47d98-7e68-11ee-b2de-0fd9b3071f77
img_1199	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c4a0de-7e68-11ee-ab56-2776dba33dec
img_1200	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c4c8fc-7e68-11ee-8228-ab7974117398
img_1201	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c4ed3c-7e68-11ee-bbdc-5726946242bb
img_1202	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c51136-7e68-11ee-a086-d3e130432b51
img_1203	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	36.0	1.0	24920.0	26094.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c53526-7e68-11ee-b5da-fb87b25edb0e
img_1204	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Rectum NOS	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	52.0	1.0	24888.0	25018.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/73-9/73-9-channel-metadata.csv	image	dg.4DFC/62c5590c-7e68-11ee-beac-735714823eb3
img_1205	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c580f8-7e68-11ee-9aa1-ef321748a4a9
img_1206	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c5a506-7e68-11ee-b0c2-bf423daa4967
img_1207	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c5c8a6-7e68-11ee-a4b4-87eb47160793
img_1208	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c5ec64-7e68-11ee-abe6-4f30ef6ae1d2
img_1209	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c613f6-7e68-11ee-817f-3fdca1936857
img_1210	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c637d2-7e68-11ee-b7fb-03982e170a8f
img_1211	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	52.0	1.0	34824.0	22971.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/73-9/73-9-channel-metadata.csv	image	dg.4DFC/62c65b9a-7e68-11ee-957f-b3a66386bd33
img_1212	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;CF;46	RareCyte;CF;46	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	36.0	1.0	27411.0	22981.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c67fb2-7e68-11ee-89fd-17bccb0028d2
img_1213	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c6a44c-7e68-11ee-aa3b-c7cd94da845d
img_1214	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Transverse colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	48.0	1.0	34830.0	22950.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/73-8/73-8-channel-metadata.csv	image	dg.4DFC/62c6c85a-7e68-11ee-8438-577f469995af
img_1215	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Cecum	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c6eb8c-7e68-11ee-bb4f-d7930a166b36
img_1216	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Cecum	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c70ec8-7e68-11ee-9563-3f842c0b7902
img_1217	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Cecum	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c7336c-7e68-11ee-a61f-33aea3d1ae68
img_1218	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Cecum	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c756da-7e68-11ee-a41e-a324a61ed4d8
img_1219	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Cecum	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c77f0c-7e68-11ee-a07d-8b9f731dd25e
img_1220	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c7a31a-7e68-11ee-915b-bfd0333ea1cb
img_1221	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c7c6b0-7e68-11ee-87e1-37702a388cce
img_1222	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	False	0.649999976	0.649999976	0.649999976	36.0	1.0	1400.0	1400.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/CRC202105HTANchannelmetadata.csv	image	dg.4DFC/62c7eb72-7e68-11ee-9b58-bf6df28e1bb2
img_1223	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	RareCyte;HT;3	RareCyte;HT;3	Ashlar v1.12.0	dx.doi.org/10.17504/protocols.io.bji2kkge, https://dx.doi.org/10.17504/protocols.io.bjiukkew	Sigmoid colon	Primary	Formalin	Unknown		Nikon CFI Plan Apo Lambda 20X	20	Air	0.75		t-CyCIF	True	0.649999976	0.649999976	0.649999976	48.0	1.0	39783.0	16703.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-hms/imaging_level_2/73-8/73-8-channel-metadata.csv	image	dg.4DFC/62c80fe4-7e68-11ee-b823-2b88537f308a
