reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	instrument_model
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed59cf6-c9b2-11ed-b85d-1bb34ca3b9a9	dg.4DFC/9ed59cf6-c9b2-11ed-b85d-1bb34ca3b9a9	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed5e21a-c9b2-11ed-9d54-afa1456b657b	dg.4DFC/9ed5e21a-c9b2-11ed-9d54-afa1456b657b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed620cc-c9b2-11ed-805e-af6e27b49d55	dg.4DFC/9ed620cc-c9b2-11ed-805e-af6e27b49d55	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed65fd8-c9b2-11ed-8995-17e956de51be	dg.4DFC/9ed65fd8-c9b2-11ed-8995-17e956de51be	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed6a2c2-c9b2-11ed-9183-a7bf55615442	dg.4DFC/9ed6a2c2-c9b2-11ed-9183-a7bf55615442	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed6e12e-c9b2-11ed-b799-631a72573d50	dg.4DFC/9ed6e12e-c9b2-11ed-b799-631a72573d50	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed7215c-c9b2-11ed-a1b4-ff21eff30029	dg.4DFC/9ed7215c-c9b2-11ed-a1b4-ff21eff30029	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed7620c-c9b2-11ed-a5d1-af4f1d5841ea	dg.4DFC/9ed7620c-c9b2-11ed-a5d1-af4f1d5841ea	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed7a280-c9b2-11ed-a12e-47183964b978	dg.4DFC/9ed7a280-c9b2-11ed-a12e-47183964b978	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed7e1b4-c9b2-11ed-af65-57cdf41a9068	dg.4DFC/9ed7e1b4-c9b2-11ed-af65-57cdf41a9068	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed8208e-c9b2-11ed-bc8f-1b46ddae645a	dg.4DFC/9ed8208e-c9b2-11ed-bc8f-1b46ddae645a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed86116-c9b2-11ed-ac40-93c6ec725a7c	dg.4DFC/9ed86116-c9b2-11ed-ac40-93c6ec725a7c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed89faa-c9b2-11ed-82d1-97c64e329968	dg.4DFC/9ed89faa-c9b2-11ed-82d1-97c64e329968	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed8e2e4-c9b2-11ed-82fe-9b0d5c3abc55	dg.4DFC/9ed8e2e4-c9b2-11ed-82fe-9b0d5c3abc55	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed921aa-c9b2-11ed-9e1c-c38f6531820d	dg.4DFC/9ed921aa-c9b2-11ed-9e1c-c38f6531820d	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed9602a-c9b2-11ed-830a-8fe0388b457e	dg.4DFC/9ed9602a-c9b2-11ed-830a-8fe0388b457e	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed9a008-c9b2-11ed-a63d-3f4a5f6d0748	dg.4DFC/9ed9a008-c9b2-11ed-a63d-3f4a5f6d0748	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ed9e072-c9b2-11ed-96b2-1728931e936b	dg.4DFC/9ed9e072-c9b2-11ed-96b2-1728931e936b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eda25c8-c9b2-11ed-a27a-fba67000515c	dg.4DFC/9eda25c8-c9b2-11ed-a27a-fba67000515c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eda659c-c9b2-11ed-9fee-631b7b47f547	dg.4DFC/9eda659c-c9b2-11ed-9fee-631b7b47f547	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edaa494-c9b2-11ed-b070-cfd7d800064b	dg.4DFC/9edaa494-c9b2-11ed-b070-cfd7d800064b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edae594-c9b2-11ed-b825-8b5b533c213f	dg.4DFC/9edae594-c9b2-11ed-b825-8b5b533c213f	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edb2536-c9b2-11ed-89f9-3f1670e61cdc	dg.4DFC/9edb2536-c9b2-11ed-89f9-3f1670e61cdc	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edb66c2-c9b2-11ed-b64d-8fec8697cb10	dg.4DFC/9edb66c2-c9b2-11ed-b64d-8fec8697cb10	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edba628-c9b2-11ed-9043-33783f57084d	dg.4DFC/9edba628-c9b2-11ed-9043-33783f57084d	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edbe82c-c9b2-11ed-ab7f-2b07e27548ff	dg.4DFC/9edbe82c-c9b2-11ed-ab7f-2b07e27548ff	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edc2738-c9b2-11ed-a1e4-ef2a4235945a	dg.4DFC/9edc2738-c9b2-11ed-a1e4-ef2a4235945a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edc6658-c9b2-11ed-b0f5-9f2644d2ba09	dg.4DFC/9edc6658-c9b2-11ed-b0f5-9f2644d2ba09	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edcaf64-c9b2-11ed-8b08-9b2f28336cd7	dg.4DFC/9edcaf64-c9b2-11ed-8b08-9b2f28336cd7	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edceeca-c9b2-11ed-a480-e30325d38d2e	dg.4DFC/9edceeca-c9b2-11ed-a480-e30325d38d2e	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edd30d8-c9b2-11ed-bf4c-3b2b6d947792	dg.4DFC/9edd30d8-c9b2-11ed-bf4c-3b2b6d947792	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edd76ba-c9b2-11ed-8649-3b73493d2d51	dg.4DFC/9edd76ba-c9b2-11ed-8649-3b73493d2d51	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eddb580-c9b2-11ed-bb5c-bbf6f6f2b5fa	dg.4DFC/9eddb580-c9b2-11ed-bb5c-bbf6f6f2b5fa	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eddf680-c9b2-11ed-8b27-fb5ef2a7e224	dg.4DFC/9eddf680-c9b2-11ed-8b27-fb5ef2a7e224	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ede365e-c9b2-11ed-9e91-53a287d69f7f	dg.4DFC/9ede365e-c9b2-11ed-9e91-53a287d69f7f	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ede7934-c9b2-11ed-8717-13a78f13573b	dg.4DFC/9ede7934-c9b2-11ed-8717-13a78f13573b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edeb7f0-c9b2-11ed-80f7-eb632b54c290	dg.4DFC/9edeb7f0-c9b2-11ed-80f7-eb632b54c290	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edef972-c9b2-11ed-95de-57d0d2f70f7d	dg.4DFC/9edef972-c9b2-11ed-95de-57d0d2f70f7d	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edf37ca-c9b2-11ed-980a-b7778294f7b7	dg.4DFC/9edf37ca-c9b2-11ed-980a-b7778294f7b7	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edf7686-c9b2-11ed-acc4-bb625a57f0f3	dg.4DFC/9edf7686-c9b2-11ed-acc4-bb625a57f0f3	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edfb6f0-c9b2-11ed-8c22-539f1bb8f82c	dg.4DFC/9edfb6f0-c9b2-11ed-8c22-539f1bb8f82c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9edff69c-c9b2-11ed-a2ef-271f68cf853c	dg.4DFC/9edff69c-c9b2-11ed-a2ef-271f68cf853c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee03774-c9b2-11ed-b847-138a9f7c56fb	dg.4DFC/9ee03774-c9b2-11ed-b847-138a9f7c56fb	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee07626-c9b2-11ed-be91-4bfd8e5e699a	dg.4DFC/9ee07626-c9b2-11ed-be91-4bfd8e5e699a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee0b50a-c9b2-11ed-83ca-1fdeeaa584d5	dg.4DFC/9ee0b50a-c9b2-11ed-83ca-1fdeeaa584d5	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee0fb50-c9b2-11ed-9d34-5fda4d622c7f	dg.4DFC/9ee0fb50-c9b2-11ed-9d34-5fda4d622c7f	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee139c6-c9b2-11ed-b66f-f3a97dda2a4a	dg.4DFC/9ee139c6-c9b2-11ed-b66f-f3a97dda2a4a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee17c42-c9b2-11ed-85a3-2716e7e6b6ba	dg.4DFC/9ee17c42-c9b2-11ed-85a3-2716e7e6b6ba	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee1bb30-c9b2-11ed-bf68-338dd9e288ea	dg.4DFC/9ee1bb30-c9b2-11ed-bf68-338dd9e288ea	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee1fa5a-c9b2-11ed-a362-330a621170f0	dg.4DFC/9ee1fa5a-c9b2-11ed-a362-330a621170f0	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee23ca4-c9b2-11ed-b416-1fa28ea08abf	dg.4DFC/9ee23ca4-c9b2-11ed-b416-1fa28ea08abf	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee27b2e-c9b2-11ed-a6cb-1783f19bf7b8	dg.4DFC/9ee27b2e-c9b2-11ed-a6cb-1783f19bf7b8	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee2bc1a-c9b2-11ed-b0c5-3bd43901ddc8	dg.4DFC/9ee2bc1a-c9b2-11ed-b0c5-3bd43901ddc8	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee2fb3a-c9b2-11ed-983c-1f7edfc103d3	dg.4DFC/9ee2fb3a-c9b2-11ed-983c-1f7edfc103d3	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee33b40-c9b2-11ed-9f0e-8f9ba912831c	dg.4DFC/9ee33b40-c9b2-11ed-9f0e-8f9ba912831c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee37cd6-c9b2-11ed-956f-8bd1eb416e50	dg.4DFC/9ee37cd6-c9b2-11ed-956f-8bd1eb416e50	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee3bc96-c9b2-11ed-99a9-570c1685a09c	dg.4DFC/9ee3bc96-c9b2-11ed-99a9-570c1685a09c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee3fd00-c9b2-11ed-a254-8faf1ce5b4a0	dg.4DFC/9ee3fd00-c9b2-11ed-a254-8faf1ce5b4a0	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee43c16-c9b2-11ed-8ff9-1b84bda757bb	dg.4DFC/9ee43c16-c9b2-11ed-8ff9-1b84bda757bb	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee47d34-c9b2-11ed-a4ed-57fc5134b781	dg.4DFC/9ee47d34-c9b2-11ed-a4ed-57fc5134b781	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee4bc22-c9b2-11ed-a3ac-634835f02c28	dg.4DFC/9ee4bc22-c9b2-11ed-a3ac-634835f02c28	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee4fb2e-c9b2-11ed-a88c-e776adea033a	dg.4DFC/9ee4fb2e-c9b2-11ed-a88c-e776adea033a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee53cba-c9b2-11ed-8b03-3fab07cb8ef8	dg.4DFC/9ee53cba-c9b2-11ed-8b03-3fab07cb8ef8	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee57b76-c9b2-11ed-bdbf-c322ca6632e7	dg.4DFC/9ee57b76-c9b2-11ed-bdbf-c322ca6632e7	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee5bd5c-c9b2-11ed-a2a5-2fbd0b2b475a	dg.4DFC/9ee5bd5c-c9b2-11ed-a2a5-2fbd0b2b475a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee5fc90-c9b2-11ed-aa5b-abce0a3d0e06	dg.4DFC/9ee5fc90-c9b2-11ed-aa5b-abce0a3d0e06	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee63b10-c9b2-11ed-9fa5-c7a52b660227	dg.4DFC/9ee63b10-c9b2-11ed-9fa5-c7a52b660227	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee67ff8-c9b2-11ed-a6b6-1fba3eb0dd19	dg.4DFC/9ee67ff8-c9b2-11ed-a6b6-1fba3eb0dd19	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee6bf90-c9b2-11ed-810b-9b84e7718c19	dg.4DFC/9ee6bf90-c9b2-11ed-810b-9b84e7718c19	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee70d74-c9b2-11ed-9ea3-fb57986f3aa7	dg.4DFC/9ee70d74-c9b2-11ed-9ea3-fb57986f3aa7	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee74c26-c9b2-11ed-a5bf-b33ce0c22a6b	dg.4DFC/9ee74c26-c9b2-11ed-a5bf-b33ce0c22a6b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee78df8-c9b2-11ed-b474-ab3476437993	dg.4DFC/9ee78df8-c9b2-11ed-b474-ab3476437993	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee7cd18-c9b2-11ed-85ee-735f4e515164	dg.4DFC/9ee7cd18-c9b2-11ed-85ee-735f4e515164	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee80c06-c9b2-11ed-9513-87f1fbb398a7	dg.4DFC/9ee80c06-c9b2-11ed-9513-87f1fbb398a7	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee84fa4-c9b2-11ed-b756-83eb467588d0	dg.4DFC/9ee84fa4-c9b2-11ed-b756-83eb467588d0	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee88eba-c9b2-11ed-b3b5-933da1faa27a	dg.4DFC/9ee88eba-c9b2-11ed-b3b5-933da1faa27a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee8cf2e-c9b2-11ed-ba00-ef7c60832d04	dg.4DFC/9ee8cf2e-c9b2-11ed-ba00-ef7c60832d04	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee90f48-c9b2-11ed-8561-d34957c7f765	dg.4DFC/9ee90f48-c9b2-11ed-8561-d34957c7f765	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee94e68-c9b2-11ed-90bb-ffbe55cb78e4	dg.4DFC/9ee94e68-c9b2-11ed-90bb-ffbe55cb78e4	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee98f5e-c9b2-11ed-bbbb-cf7cb053805e	dg.4DFC/9ee98f5e-c9b2-11ed-bbbb-cf7cb053805e	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ee9cffa-c9b2-11ed-95ab-279531017a5d	dg.4DFC/9ee9cffa-c9b2-11ed-95ab-279531017a5d	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eea1050-c9b2-11ed-bd61-93691f0b9a53	dg.4DFC/9eea1050-c9b2-11ed-bd61-93691f0b9a53	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eea56a0-c9b2-11ed-bb4b-5f21bcd8a52b	dg.4DFC/9eea56a0-c9b2-11ed-bb4b-5f21bcd8a52b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eea9980-c9b2-11ed-82ce-ffd98cd87a3c	dg.4DFC/9eea9980-c9b2-11ed-82ce-ffd98cd87a3c	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eead8aa-c9b2-11ed-935a-cf51d8772f72	dg.4DFC/9eead8aa-c9b2-11ed-935a-cf51d8772f72	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eeb1914-c9b2-11ed-a898-cfaddf3b4338	dg.4DFC/9eeb1914-c9b2-11ed-a898-cfaddf3b4338	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eeb5ae6-c9b2-11ed-81a5-738a79d39c7e	dg.4DFC/9eeb5ae6-c9b2-11ed-81a5-738a79d39c7e	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eeb9902-c9b2-11ed-8b99-a394ac13a914	dg.4DFC/9eeb9902-c9b2-11ed-8b99-a394ac13a914	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eebdaf2-c9b2-11ed-970f-5fcce402659b	dg.4DFC/9eebdaf2-c9b2-11ed-970f-5fcce402659b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eec1922-c9b2-11ed-9bd1-2f93f0a34400	dg.4DFC/9eec1922-c9b2-11ed-9bd1-2f93f0a34400	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eec57f2-c9b2-11ed-824b-03d3697b3a30	dg.4DFC/9eec57f2-c9b2-11ed-824b-03d3697b3a30	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eec98f2-c9b2-11ed-88aa-bf1521a94c42	dg.4DFC/9eec98f2-c9b2-11ed-88aa-bf1521a94c42	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eecd786-c9b2-11ed-8ada-8fafe4e6b0ad	dg.4DFC/9eecd786-c9b2-11ed-8ada-8fafe4e6b0ad	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eed1c00-c9b2-11ed-84b4-9753caa0e2f6	dg.4DFC/9eed1c00-c9b2-11ed-84b4-9753caa0e2f6	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eed5b34-c9b2-11ed-acd5-4bce051b2bb8	dg.4DFC/9eed5b34-c9b2-11ed-acd5-4bce051b2bb8	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eed9ec8-c9b2-11ed-8fc4-3f1fc0638455	dg.4DFC/9eed9ec8-c9b2-11ed-8fc4-3f1fc0638455	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eedde1a-c9b2-11ed-912b-f7cf9be2e553	dg.4DFC/9eedde1a-c9b2-11ed-912b-f7cf9be2e553	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eee1cc2-c9b2-11ed-8b8e-cbd6a36e0f31	dg.4DFC/9eee1cc2-c9b2-11ed-8b8e-cbd6a36e0f31	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eee5fa2-c9b2-11ed-bcc2-7fbb5228770a	dg.4DFC/9eee5fa2-c9b2-11ed-bcc2-7fbb5228770a	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eee9f12-c9b2-11ed-a6b4-0b5aaa01fdd1	dg.4DFC/9eee9f12-c9b2-11ed-a6b4-0b5aaa01fdd1	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eeee21a-c9b2-11ed-9c6c-a357d6382677	dg.4DFC/9eeee21a-c9b2-11ed-9c6c-a357d6382677	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eef21d0-c9b2-11ed-a36f-73eff70c5421	dg.4DFC/9eef21d0-c9b2-11ed-a36f-73eff70c5421	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eef60fa-c9b2-11ed-ab13-a39fd458a93b	dg.4DFC/9eef60fa-c9b2-11ed-ab13-a39fd458a93b	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eefa16e-c9b2-11ed-818d-4b71764d8492	dg.4DFC/9eefa16e-c9b2-11ed-818d-4b71764d8492	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9eefe070-c9b2-11ed-a085-639437e6e818	dg.4DFC/9eefe070-c9b2-11ed-a085-639437e6e818	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	Hybrid Selection	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ef020bc-c9b2-11ed-b88a-7fe350d3be95	dg.4DFC/9ef020bc-c9b2-11ed-b88a-7fe350d3be95	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ef05faa-c9b2-11ed-b7d3-3764072df4dc	dg.4DFC/9ef05faa-c9b2-11ed-b7d3-3764072df4dc	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ef0a8e8-c9b2-11ed-9adf-cf7dbb5481db	dg.4DFC/9ef0a8e8-c9b2-11ed-9adf-cf7dbb5481db	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ef0e7e0-c9b2-11ed-8b22-a3688fecf726	dg.4DFC/9ef0e7e0-c9b2-11ed-8b22-a3688fecf726	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ef126a6-c9b2-11ed-a62e-db114e705283	dg.4DFC/9ef126a6-c9b2-11ed-a62e-db114e705283	Not specified in data
Not specified in data	WXS	Paired-End	Genomic	other	Illumina HiSeq 2500	genomic_info	dg.4DFC/9ef167b0-c9b2-11ed-bcc8-3fad123e1a59	dg.4DFC/9ef167b0-c9b2-11ed-bcc8-3fad123e1a59	Not specified in data
