library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
TB-000065-D1WAML-01_scRNA_rep2	1257359610	48359985	26.0	0.405366047	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/20ad9451-948a-4a63-a1f8-c2289843ee81_TB-000065-D1WAML-01_scRNA_rep2	dg.4DFC/20ad9451-948a-4a63-a1f8-c2289843ee81
TB-000065-D1WAML-01_scRNA_rep2	7302357735	48359985	151.0	2.354241275	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/82957786-6277-481a-89c4-00521b5bc6c7_TB-000065-D1WAML-01_scRNA_rep2	dg.4DFC/82957786-6277-481a-89c4-00521b5bc6c7
TB-000065-D1WAML-01_RNAseq	21129097923	159813702	132.2108033	6.811908733	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/08cb98e2-8fd4-4bbf-bffa-7cf07d757651_TB-000065-D1WAML-01_RNAseq	dg.4DFC/08cb98e2-8fd4-4bbf-bffa-7cf07d757651
TB-000065-D1WAML-01_WES	31084818981	232926047	133.4535977	10.02158022	GRCh37	WXS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/cfac3886-4546-4574-a3c9-cd3b1efa6f38_TB-000065-D1WAML-01_WES	dg.4DFC/cfac3886-4546-4574-a3c9-cd3b1efa6f38
TB-000065-D1WAML-01_WGS	132000000000	880762499	150.1858606	42.64574711	GRCh37	WGS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/c6f5d116-4943-45eb-8100-1869bb701ef1_TB-000065-D1WAML-01_WGS	dg.4DFC/c6f5d116-4943-45eb-8100-1869bb701ef1
TB-000065-D1WAML-01_scATAC	11830625634	238839931	49.5337006	3.814130748	GRCh37	ATAC-seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/079105a0-604c-4c81-91a1-613db4c3c473_TB-000065-D1WAML-01_scATAC	dg.4DFC/079105a0-604c-4c81-91a1-613db4c3c473
TB-000065-D1WAML-01_scRNA_rep1	7169117389	48146359	148.9025866	2.311285296	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/2bbaa5a7-5281-4da0-80bc-0d6bbc54eb0a_TB-000065-D1WAML-01_scRNA_rep1	dg.4DFC/2bbaa5a7-5281-4da0-80bc-0d6bbc54eb0a
TB-000065-D1WAML-01_scRNA_rep2	6637289858	44679715	148.5526454	2.13982693	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4f710cb4-6f5b-4353-a7f3-b51b6a7d91a4_TB-000065-D1WAML-01_scRNA_rep2	dg.4DFC/4f710cb4-6f5b-4353-a7f3-b51b6a7d91a4
TB-000065-D1WAML-01_RNAseq	21129097923	159813702	132.2108033	6.811908733	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/29f67e87-6a5b-4fa4-837c-67ba3b8aaff4_TB-000065-D1WAML-01_RNAseq	dg.4DFC/29f67e87-6a5b-4fa4-837c-67ba3b8aaff4
TB-000065-D1WAML-01_WES	31084818981	232926047	133.4535977	10.02158022	GRCh37	WXS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/831d25c6-b500-4df0-8b9e-2a484df27d07_TB-000065-D1WAML-01_WES	dg.4DFC/831d25c6-b500-4df0-8b9e-2a484df27d07
TB-000065-D1WAML-01_WGS	132000000000	880762499	150.1858606	42.64574711	GRCh37	WGS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/482d4108-fdce-4e0e-8b81-ff8069e70780_TB-000065-D1WAML-01_WGS	dg.4DFC/482d4108-fdce-4e0e-8b81-ff8069e70780
TB-000065-D1WAML-01_scATAC	11830625634	238839931	49.5337006	3.814130748	GRCh37	ATAC-seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/1693423f-b9e7-4647-9d9a-a6d1fc215741_TB-000065-D1WAML-01_scATAC	dg.4DFC/1693423f-b9e7-4647-9d9a-a6d1fc215741
TB-000065-D1WAML-01_scRNA_rep1	7169117389	48146359	148.9025866	2.311285296	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/e108af76-1bc3-4a43-a975-798c9ebc24af_TB-000065-D1WAML-01_scRNA_rep1	dg.4DFC/e108af76-1bc3-4a43-a975-798c9ebc24af
TB-000065-D1WAML-01_scRNA_rep2	6637289858	44679715	148.5526454	2.13982693	GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dcda75e9-b4d9-4d6c-a185-d5d0d55da8b5_TB-000065-D1WAML-01_scRNA_rep2	dg.4DFC/dcda75e9-b4d9-4d6c-a185-d5d0d55da8b5
TB-000065-D1WAML-01_WES					GRCh37	WXS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/12d814f6-bbcf-46ad-9ba9-669671151ff5_TB-000065-D1WAML-01_WES	dg.4DFC/12d814f6-bbcf-46ad-9ba9-669671151ff5
TB-000065-D1WAML-01_WGS					GRCh37	WGS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0d0bf7d4-f358-4b32-b63c-f9c86821eb74_TB-000065-D1WAML-01_WGS	dg.4DFC/0d0bf7d4-f358-4b32-b63c-f9c86821eb74
TB-000065-D1WAML-01_WES					GRCh37	WXS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0dd0b09f-cfac-4818-8ce0-9b2233c4b572_TB-000065-D1WAML-01_WES	dg.4DFC/0dd0b09f-cfac-4818-8ce0-9b2233c4b572
TB-000065-D1WAML-01_WGS					GRCh37	WGS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/cf0e432b-57c1-423e-aff7-1b4e5e2909ce_TB-000065-D1WAML-01_WGS	dg.4DFC/cf0e432b-57c1-423e-aff7-1b4e5e2909ce
TB-000065-D1WAML-01_WES					GRCh37	WXS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0f3dde6f-6953-47d2-8fd8-f4fb8f4e6fd6_TB-000065-D1WAML-01_WES	dg.4DFC/0f3dde6f-6953-47d2-8fd8-f4fb8f4e6fd6
TB-000065-D1WAML-01_WGS					GRCh37	WGS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7e519fe3-2a0a-4561-bd95-232076b91c34_TB-000065-D1WAML-01_WGS	dg.4DFC/7e519fe3-2a0a-4561-bd95-232076b91c34
TB-000065-D1WAML-01_WES					GRCh37	WXS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4a492971-45c8-40c4-b8c7-774ae92b60cc_TB-000065-D1WAML-01_WES	dg.4DFC/4a492971-45c8-40c4-b8c7-774ae92b60cc
TB-000065-D1WAML-01_WGS					GRCh37	WGS of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/92fa4284-4086-45bf-a8d5-1095c20ca746_TB-000065-D1WAML-01_WGS	dg.4DFC/92fa4284-4086-45bf-a8d5-1095c20ca746
TB-000065-D1WAML-01_RNAseq					GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/82a7d4e8-1379-4280-828b-b20536eafdfe_TB-000065-D1WAML-01_RNAseq	dg.4DFC/82a7d4e8-1379-4280-828b-b20536eafdfe
TB-000065-D1WAML-01_RNAseq					GRCh37	RNA-Seq of Acute myeloid leukemia, NOS Tumor Sample TB-000065-D1WAML-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ea416585-99cc-4fb7-a73a-5745c90f12d5_TB-000065-D1WAML-01_RNAseq	dg.4DFC/ea416585-99cc-4fb7-a73a-5745c90f12d5
TB-000066-D1TNBL-01_RNAseq	13899488090	92049590	151.0	4.481120995	GRCh37	RNA-Seq of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a04042a9-83a6-41cc-8848-88b5f309d73f_TB-000066-D1TNBL-01_RNAseq	dg.4DFC/a04042a9-83a6-41cc-8848-88b5f309d73f
TB-000066-D1TNBL-01_RNAseq	13899488090	92049590	151.0	4.481120995	GRCh37	RNA-Seq of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dc65cffd-189a-4364-b025-cd15aabfc267_TB-000066-D1TNBL-01_RNAseq	dg.4DFC/dc65cffd-189a-4364-b025-cd15aabfc267
TB-000066-D1TNBL-01_WES	960739784	120092473	8.0	0.309737394	GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5737a000-67dc-45cb-9ae5-536699852b56_TB-000066-D1TNBL-01_WES	dg.4DFC/5737a000-67dc-45cb-9ae5-536699852b56
TB-000066-D1TNBL-01_WES	18133963423	120092473	151.0	5.846293309	GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f19dc932-98eb-4f10-acf4-40b128ad94e6_TB-000066-D1TNBL-01_WES	dg.4DFC/f19dc932-98eb-4f10-acf4-40b128ad94e6
TB-000066-D1TNBL-01_WES	18133963423	120092473	151.0	5.846293309	GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9bc7b1ec-d8b5-40d0-a2fc-adbb4739cad3_TB-000066-D1TNBL-01_WES	dg.4DFC/9bc7b1ec-d8b5-40d0-a2fc-adbb4739cad3
TB-000066-D1TNBL-01_WGS	47345305419	313545069	151.0	15.26387452	GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/2032afe7-13f7-4099-997b-2e6507ca01eb_TB-000066-D1TNBL-01_WGS	dg.4DFC/2032afe7-13f7-4099-997b-2e6507ca01eb
TB-000066-D1TNBL-01_WGS	47345305419	313545069	151.0	15.26387452	GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/317c56a5-89bd-47bc-9b1a-780155b89186_TB-000066-D1TNBL-01_WGS	dg.4DFC/317c56a5-89bd-47bc-9b1a-780155b89186
TB-000066-D1TNBL-01_RNAseq	23582556565	179353034	131.4868003	7.602890743	GRCh37	RNA-Seq of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b6bbee89-a23e-492f-bb86-caf594949809_TB-000066-D1TNBL-01_RNAseq	dg.4DFC/b6bbee89-a23e-492f-bb86-caf594949809
TB-000066-D1TNBL-01_WES	31624113983	238329888	132.6905083	10.19544606	GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/6fc033d5-5f21-4f98-93fc-3714b085f7ca_TB-000066-D1TNBL-01_WES	dg.4DFC/6fc033d5-5f21-4f98-93fc-3714b085f7ca
TB-000066-D1TNBL-01_WGS	90816383827	604715173	150.1804285	29.27871887	GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4aa67ddb-b4dd-4c7c-93e6-583cf540fcd0_TB-000066-D1TNBL-01_WGS	dg.4DFC/4aa67ddb-b4dd-4c7c-93e6-583cf540fcd0
TB-000066-D1TNBL-01_RNAseq	23582556565	179353034	131.4868003	7.602890743	GRCh37	RNA-Seq of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9ad84331-655f-4a1a-9f07-681ef76aa979_TB-000066-D1TNBL-01_RNAseq	dg.4DFC/9ad84331-655f-4a1a-9f07-681ef76aa979
TB-000066-D1TNBL-01_WES	31624113983	238329888	132.6905083	10.19544606	GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5bfa08b5-5df8-4adf-bf94-ebbd4dc55be2_TB-000066-D1TNBL-01_WES	dg.4DFC/5bfa08b5-5df8-4adf-bf94-ebbd4dc55be2
TB-000066-D1TNBL-01_WGS	90816383827	604715173	150.1804285	29.27871887	GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/834d3c71-6496-4598-8105-cd67401ff7ab_TB-000066-D1TNBL-01_WGS	dg.4DFC/834d3c71-6496-4598-8105-cd67401ff7ab
TB-000066-D1TNBL-01_WES					GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/223e8fd1-3cf5-47d7-a4c1-e2adfcfef8a8_TB-000066-D1TNBL-01_WES	dg.4DFC/223e8fd1-3cf5-47d7-a4c1-e2adfcfef8a8
TB-000066-D1TNBL-01_WGS					GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/cd20ebb7-3c3c-42d6-8a94-324be1d3a108_TB-000066-D1TNBL-01_WGS	dg.4DFC/cd20ebb7-3c3c-42d6-8a94-324be1d3a108
TB-000066-D1TNBL-01_WES					GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/78a80e7d-79e7-499a-b3e5-db52c88fafb5_TB-000066-D1TNBL-01_WES	dg.4DFC/78a80e7d-79e7-499a-b3e5-db52c88fafb5
TB-000066-D1TNBL-01_WGS					GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/64caf921-4a27-48a3-9821-7cfcc79619f4_TB-000066-D1TNBL-01_WGS	dg.4DFC/64caf921-4a27-48a3-9821-7cfcc79619f4
TB-000066-D1TNBL-01_WES					GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9154a4a7-8df1-4ac4-a44a-04bb2b770a4a_TB-000066-D1TNBL-01_WES	dg.4DFC/9154a4a7-8df1-4ac4-a44a-04bb2b770a4a
TB-000066-D1TNBL-01_WGS					GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/24d2ae5b-d05a-4680-818a-981b8e839dcc_TB-000066-D1TNBL-01_WGS	dg.4DFC/24d2ae5b-d05a-4680-818a-981b8e839dcc
TB-000066-D1TNBL-01_WES					GRCh37	WXS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d62fa5b6-ce27-4acc-86c3-f4c60948423e_TB-000066-D1TNBL-01_WES	dg.4DFC/d62fa5b6-ce27-4acc-86c3-f4c60948423e
TB-000066-D1TNBL-01_WGS					GRCh37	WGS of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ae0e0c8e-3d60-4ce1-9885-2820981d788c_TB-000066-D1TNBL-01_WGS	dg.4DFC/ae0e0c8e-3d60-4ce1-9885-2820981d788c
TB-000066-D1TNBL-01_RNAseq					GRCh37	RNA-Seq of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b85e9363-91c6-471a-b670-70a1948d3323_TB-000066-D1TNBL-01_RNAseq	dg.4DFC/b85e9363-91c6-471a-b670-70a1948d3323
TB-000066-D1TNBL-01_RNAseq					GRCh37	RNA-Seq of Neuroblastoma, NOS Tumor Sample TB-000066-D1TNBL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/6144bc8e-447b-472f-a253-9416a0a5a853_TB-000066-D1TNBL-01_RNAseq	dg.4DFC/6144bc8e-447b-472f-a253-9416a0a5a853
TB-000066-X1BNBL-01_WES	1119848608	139981076	8.0	0.361033232	GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4a5ce6c3-984f-45f5-8cc0-74baf6d43cd2_TB-000066-X1BNBL-01_WES	dg.4DFC/4a5ce6c3-984f-45f5-8cc0-74baf6d43cd2
TB-000066-X1BNBL-01_WES	21137142476	139981076	151.0	6.814502254	GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9bf23235-185a-4b3b-869a-e358f8351605_TB-000066-X1BNBL-01_WES	dg.4DFC/9bf23235-185a-4b3b-869a-e358f8351605
TB-000066-X1BNBL-01_WES	21137142476	139981076	151.0	6.814502254	GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/873a11e4-6ef2-4abf-9ce0-e868238752f5_TB-000066-X1BNBL-01_WES	dg.4DFC/873a11e4-6ef2-4abf-9ce0-e868238752f5
TB-000066-X1BNBL-01_WGS	30957044842	205013542	151.0	9.980386521	GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/c379152f-b00d-4ae9-b8f5-efbfb5b4f62d_TB-000066-X1BNBL-01_WGS	dg.4DFC/c379152f-b00d-4ae9-b8f5-efbfb5b4f62d
TB-000066-X1BNBL-01_WGS	30957044842	205013542	151.0	9.980386521	GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/98b5a5eb-b7e3-4695-86e0-aa367e1b7f7b_TB-000066-X1BNBL-01_WGS	dg.4DFC/98b5a5eb-b7e3-4695-86e0-aa367e1b7f7b
TB-000066-X1BNBL-01_WGS	39258076562	259987262	151.0	12.65659497	GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/536c02cd-c2c9-48ea-bb20-842cc0a7dc3d_TB-000066-X1BNBL-01_WGS	dg.4DFC/536c02cd-c2c9-48ea-bb20-842cc0a7dc3d
TB-000066-X1BNBL-01_WGS	39258076562	259987262	151.0	12.65659497	GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/789b1ec5-1d34-4db0-b881-9adc147e1a82_TB-000066-X1BNBL-01_WGS	dg.4DFC/789b1ec5-1d34-4db0-b881-9adc147e1a82
TB-000066-X1BNBL-01_WES	37275935171	278264752	133.958523	12.01756314	GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d2e7018e-5def-4ef3-83cf-40e2ca9c44f2_TB-000066-X1BNBL-01_WES	dg.4DFC/d2e7018e-5def-4ef3-83cf-40e2ca9c44f2
TB-000066-X1BNBL-01_WGS	132000000000	876571873	150.1742945	42.43957209	GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3596ca99-dcc4-4d8f-89b2-90e708f166b9_TB-000066-X1BNBL-01_WGS	dg.4DFC/3596ca99-dcc4-4d8f-89b2-90e708f166b9
TB-000066-X1BNBL-01_WES	37275935171	278264752	133.958523	12.01756314	GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d5523508-4233-47d9-941a-54eae60471fe_TB-000066-X1BNBL-01_WES	dg.4DFC/d5523508-4233-47d9-941a-54eae60471fe
TB-000066-X1BNBL-01_WGS	132000000000	876571873	150.1742945	42.43957209	GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d3248d2d-44d2-4410-bcb9-1197bdd2f2f6_TB-000066-X1BNBL-01_WGS	dg.4DFC/d3248d2d-44d2-4410-bcb9-1197bdd2f2f6
TB-000066-X1BNBL-01_WES					GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/be01a9cc-0c4b-4ff1-9bed-2bb8fdd10b25_TB-000066-X1BNBL-01_WES	dg.4DFC/be01a9cc-0c4b-4ff1-9bed-2bb8fdd10b25
TB-000066-X1BNBL-01_WGS					GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/56bc825e-0e0a-4758-9a0c-45f9e5983759_TB-000066-X1BNBL-01_WGS	dg.4DFC/56bc825e-0e0a-4758-9a0c-45f9e5983759
TB-000066-X1BNBL-01_WES					GRCh37	WXS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3a6d5215-7eac-4f60-b01d-f6a50bfc3398_TB-000066-X1BNBL-01_WES	dg.4DFC/3a6d5215-7eac-4f60-b01d-f6a50bfc3398
TB-000066-X1BNBL-01_WGS					GRCh37	WGS of Neuroblastoma, NOS Normal Sample TB-000066-X1BNBL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9ac10fea-ecf3-4c75-b574-627fe4909aa1_TB-000066-X1BNBL-01_WGS	dg.4DFC/9ac10fea-ecf3-4c75-b574-627fe4909aa1
TB-000067-D1TGGL-01_RNAseq	11089824446	73442546	151.0	3.575300387	GRCh37	RNA-Seq of Anaplastic Ganglioglioma Tumor Sample TB-000067-D1TGGL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8128e079-017b-42fc-b173-9ee080fe3cf9_TB-000067-D1TGGL-01_RNAseq	dg.4DFC/8128e079-017b-42fc-b173-9ee080fe3cf9
TB-000067-D1TGGL-01_RNAseq	11089824446	73442546	151.0	3.575300387	GRCh37	RNA-Seq of Anaplastic Ganglioglioma Tumor Sample TB-000067-D1TGGL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/76793800-f2e4-411c-90dc-3b0e9f297654_TB-000067-D1TGGL-01_RNAseq	dg.4DFC/76793800-f2e4-411c-90dc-3b0e9f297654
TB-000067-D1TGGL-01_WES	1028128248	128516031	8.0	0.331463076	GRCh37	WXS of Anaplastic Ganglioglioma Tumor Sample TB-000067-D1TGGL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/86e39733-4d2c-4462-9ed4-8aa818fa76d9_TB-000067-D1TGGL-01_WES	dg.4DFC/86e39733-4d2c-4462-9ed4-8aa818fa76d9
