library_id	bases	avg_read_length	coverage	reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
L171025A_A06_H171101A_A06	8837654350	125	53.757235	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3214e4ac-206d-11ee-bdf1-c37f6166d656_L171025A_A06_H171101A_A06	dg.4DFC/3214e4ac-206d-11ee-bdf1-c37f6166d656
L180409A_A03_H180424A_A02	10930050065	125	69.947762	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32150b12-206d-11ee-bd10-e398efc457d7_L180409A_A03_H180424A_A02	dg.4DFC/32150b12-206d-11ee-bd10-e398efc457d7
L180409A_A03_H180424A_A02	10930050065	125	69.947762	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32152caa-206d-11ee-bacf-43fad658508e_L180409A_A03_H180424A_A02	dg.4DFC/32152caa-206d-11ee-bacf-43fad658508e
L171204A_D09_H171213A_D09	7086272141	125	44.79957	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32154e2e-206d-11ee-a093-4b43d2c54046_L171204A_D09_H171213A_D09	dg.4DFC/32154e2e-206d-11ee-a093-4b43d2c54046
L171204A_D09_H171213A_D09	7086272141	125	44.79957	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32156fd0-206d-11ee-85c6-4b003cdd6349_L171204A_D09_H171213A_D09	dg.4DFC/32156fd0-206d-11ee-85c6-4b003cdd6349
L180221A_H04_H180228A_H04	9232022215	125	60.632507	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3215937a-206d-11ee-ae6d-733e80b36dfc_L180221A_H04_H180228A_H04	dg.4DFC/3215937a-206d-11ee-ae6d-733e80b36dfc
L180221A_H04_H180228A_H04	9232022215	125	60.632507	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3215b508-206d-11ee-b535-cfce05b76472_L180221A_H04_H180228A_H04	dg.4DFC/3215b508-206d-11ee-b535-cfce05b76472
L171205A_F12_H171219A_F12	9757749043	125	60.259459	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3215d72c-206d-11ee-aedd-bfe4958d3be4_L171205A_F12_H171219A_F12	dg.4DFC/3215d72c-206d-11ee-aedd-bfe4958d3be4
L171205A_F12_H171219A_F12	9757749043	125	60.259459	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3215f8a6-206d-11ee-9d3b-f352633d20f9_L171205A_F12_H171219A_F12	dg.4DFC/3215f8a6-206d-11ee-9d3b-f352633d20f9
L180108A_H11_H180124A_H11	13627753822	125	85.653305	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32161a5c-206d-11ee-b929-b7a4dec40bd5_L180108A_H11_H180124A_H11	dg.4DFC/32161a5c-206d-11ee-b929-b7a4dec40bd5
L180108A_H11_H180124A_H11	13627753822	125	85.653305	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32163e6a-206d-11ee-9784-efc781a26da7_L180108A_H11_H180124A_H11	dg.4DFC/32163e6a-206d-11ee-9784-efc781a26da7
L180108A_E10_H180124A_E10	10134033780	125	63.218898	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32165ff8-206d-11ee-8633-5f292c452591_L180108A_E10_H180124A_E10	dg.4DFC/32165ff8-206d-11ee-8633-5f292c452591
L180108A_E10_H180124A_E10	10134033780	125	63.218898	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321681a4-206d-11ee-88a2-33adab771d38_L180108A_E10_H180124A_E10	dg.4DFC/321681a4-206d-11ee-88a2-33adab771d38
L171024A_E08_H171031A_E08	7150368735	125	46.497674	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3216a314-206d-11ee-8cd6-df9dcbab1d16_L171024A_E08_H171031A_E08	dg.4DFC/3216a314-206d-11ee-8cd6-df9dcbab1d16
L171024A_E08_H171031A_E08	7150368735	125	46.497674	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3216c6a0-206d-11ee-9d62-f3ece483daf7_L171024A_E08_H171031A_E08	dg.4DFC/3216c6a0-206d-11ee-9d62-f3ece483daf7
L171204A_E08_H171213A_E08	7564380954	125	48.943545	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3216e90a-206d-11ee-a8cb-1f3904339bb2_L171204A_E08_H171213A_E08	dg.4DFC/3216e90a-206d-11ee-a8cb-1f3904339bb2
L171204A_E08_H171213A_E08	7564380954	125	48.943545	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32170fa2-206d-11ee-904d-ef5e8e580cb7_L171204A_E08_H171213A_E08	dg.4DFC/32170fa2-206d-11ee-904d-ef5e8e580cb7
L170925A_B11_H171002A_C07	8963550065	125	55.255538	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32173126-206d-11ee-867f-17e5c1ceb325_L170925A_B11_H171002A_C07	dg.4DFC/32173126-206d-11ee-867f-17e5c1ceb325
L170925A_B11_H171002A_C07	8963550065	125	55.255538	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32175386-206d-11ee-92c6-e79fe9d0674b_L170925A_B11_H171002A_C07	dg.4DFC/32175386-206d-11ee-92c6-e79fe9d0674b
L170925A_A01_H171002A_A01	9887417580	125	58.790268	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321778f2-206d-11ee-8d2d-075798e44683_L170925A_A01_H171002A_A01	dg.4DFC/321778f2-206d-11ee-8d2d-075798e44683
L170925A_A01_H171002A_A01	9887417580	125	58.790268	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32179b8e-206d-11ee-a72a-c7a3ea8a2feb_L170925A_A01_H171002A_A01	dg.4DFC/32179b8e-206d-11ee-a72a-c7a3ea8a2feb
L180108A_C06_H180124A_C06	9920018150	125	62.919779	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3217bcc2-206d-11ee-9b91-dfecd7f4bbdd_L180108A_C06_H180124A_C06	dg.4DFC/3217bcc2-206d-11ee-9b91-dfecd7f4bbdd
L180108A_C06_H180124A_C06	9920018150	125	62.919779	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3217de1e-206d-11ee-b447-cf859834aa15_L180108A_C06_H180124A_C06	dg.4DFC/3217de1e-206d-11ee-b447-cf859834aa15
L171018A_A09_H171025A_A09	9380755375	125	57.890632	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3218018c-206d-11ee-86fc-333e00cd5adf_L171018A_A09_H171025A_A09	dg.4DFC/3218018c-206d-11ee-86fc-333e00cd5adf
L171018A_A09_H171025A_A09	9380755375	125	57.890632	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321823a6-206d-11ee-ba29-9f394a1735f0_L171018A_A09_H171025A_A09	dg.4DFC/321823a6-206d-11ee-ba29-9f394a1735f0
L171031A_E12_H171107A_E12	8015590585	125	51.948066	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321844ee-206d-11ee-a944-bb16d3da42c2_L171031A_E12_H171107A_E12	dg.4DFC/321844ee-206d-11ee-a944-bb16d3da42c2
L171031A_E12_H171107A_E12	8015590585	125	51.948066	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3218669a-206d-11ee-829c-bbde9d69ece7_L171031A_E12_H171107A_E12	dg.4DFC/3218669a-206d-11ee-829c-bbde9d69ece7
L171129A_A07_H171206A_A07	9238002390	125	55.261867	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3218883c-206d-11ee-bfbf-e715155af3fa_L171129A_A07_H171206A_A07	dg.4DFC/3218883c-206d-11ee-bfbf-e715155af3fa
L171129A_A07_H171206A_A07	9238002390	125	55.261867	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3218ab6e-206d-11ee-8fa2-fbfe28571612_L171129A_A07_H171206A_A07	dg.4DFC/3218ab6e-206d-11ee-8fa2-fbfe28571612
L171019A_C01_H171027A_C01	8104882344	125	51.852845	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3218cd24-206d-11ee-a0c5-7bb313229689_L171019A_C01_H171027A_C01	dg.4DFC/3218cd24-206d-11ee-a0c5-7bb313229689
L171019A_C01_H171027A_C01	8104882344	125	51.852845	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3218ef66-206d-11ee-9c1a-e708bf15ba6d_L171019A_C01_H171027A_C01	dg.4DFC/3218ef66-206d-11ee-9c1a-e708bf15ba6d
L171207A_C11_H180102A_C11	10171632043	125	65.829084	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3219119e-206d-11ee-9151-e3425e3a9303_L171207A_C11_H180102A_C11	dg.4DFC/3219119e-206d-11ee-9151-e3425e3a9303
L171207A_C11_H180102A_C11	10171632043	125	65.829084	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321933ea-206d-11ee-8471-735dcecca49f_L171207A_C11_H180102A_C11	dg.4DFC/321933ea-206d-11ee-8471-735dcecca49f
L170925A_A11_H171002A_B07	8399344767	125	51.793776	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321955b4-206d-11ee-a940-d36c03bd2ca8_L170925A_A11_H171002A_B07	dg.4DFC/321955b4-206d-11ee-a940-d36c03bd2ca8
L170925A_A11_H171002A_B07	8399344767	125	51.793776	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32197756-206d-11ee-8e7a-53f3656a3f82_L170925A_A11_H171002A_B07	dg.4DFC/32197756-206d-11ee-8e7a-53f3656a3f82
L171214A_E09_H180109A_E09	9689358842	125	58.190612	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/32199880-206d-11ee-a61e-7b34b43f93b3_L171214A_E09_H180109A_E09	dg.4DFC/32199880-206d-11ee-a61e-7b34b43f93b3
L171214A_E09_H180109A_E09	9689358842	125	58.190612	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3219ba18-206d-11ee-a65f-8f2c6112ef0d_L171214A_E09_H180109A_E09	dg.4DFC/3219ba18-206d-11ee-a65f-8f2c6112ef0d
L171010A_E12_H171016A_E12	8861596197	125	56.935279	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3219dd0e-206d-11ee-8eb9-b7dcc62187f2_L171010A_E12_H171016A_E12	dg.4DFC/3219dd0e-206d-11ee-8eb9-b7dcc62187f2
L171010A_E12_H171016A_E12	8861596197	125	56.935279	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3219fe6a-206d-11ee-af17-97bf62c427f4_L171010A_E12_H171016A_E12	dg.4DFC/3219fe6a-206d-11ee-af17-97bf62c427f4
L170914A_A10_H170919A_A10	11167250470	125	67.691338	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321a1fda-206d-11ee-ae76-332b2eefe726_L170914A_A10_H170919A_A10	dg.4DFC/321a1fda-206d-11ee-ae76-332b2eefe726
L170914A_A10_H170919A_A10	11167250470	125	67.691338	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321a41ae-206d-11ee-913e-930161a5b29d_L170914A_A10_H170919A_A10	dg.4DFC/321a41ae-206d-11ee-913e-930161a5b29d
L171220A_B03_H180110A_B03	8813025021	125	54.180998	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321a6364-206d-11ee-8a14-a70f2476545d_L171220A_B03_H180110A_B03	dg.4DFC/321a6364-206d-11ee-8a14-a70f2476545d
L171220A_B03_H180110A_B03	8813025021	125	54.180998	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321a88bc-206d-11ee-83d7-3b4f522a5cfb_L171220A_B03_H180110A_B03	dg.4DFC/321a88bc-206d-11ee-83d7-3b4f522a5cfb
L171220A_B06_H180110A_B06	8777362285	125	54.77038	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321aaa90-206d-11ee-a427-dbf2c3c70d17_L171220A_B06_H180110A_B06	dg.4DFC/321aaa90-206d-11ee-a427-dbf2c3c70d17
L171220A_B06_H180110A_B06	8777362285	125	54.77038	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321acc14-206d-11ee-ab26-7b035ab7a009_L171220A_B06_H180110A_B06	dg.4DFC/321acc14-206d-11ee-ab26-7b035ab7a009
L171101A_E04_H171108A_E04	8942332932	125	56.70806	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321aedac-206d-11ee-baa3-7b5b60eb563b_L171101A_E04_H171108A_E04	dg.4DFC/321aedac-206d-11ee-baa3-7b5b60eb563b
L171101A_E04_H171108A_E04	8942332932	125	56.70806	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321b10b6-206d-11ee-a8a3-9beb9b48a089_L171101A_E04_H171108A_E04	dg.4DFC/321b10b6-206d-11ee-a8a3-9beb9b48a089
L171206A_H02_H171220A_H02	10250386542	125	59.142683	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321b3294-206d-11ee-8c6c-4f5b0146699c_L171206A_H02_H171220A_H02	dg.4DFC/321b3294-206d-11ee-8c6c-4f5b0146699c
L171206A_H02_H171220A_H02	10250386542	125	59.142683	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321b54ae-206d-11ee-a00b-47dfbf954687_L171206A_H02_H171220A_H02	dg.4DFC/321b54ae-206d-11ee-a00b-47dfbf954687
L171016A_D03_H171023A_D03	9510645710	125	60.787636	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321b7632-206d-11ee-a45c-e3684d981b51_L171016A_D03_H171023A_D03	dg.4DFC/321b7632-206d-11ee-a45c-e3684d981b51
L171016A_D03_H171023A_D03	9510645710	125	60.787636	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321b977a-206d-11ee-9d25-8763780b7c82_L171016A_D03_H171023A_D03	dg.4DFC/321b977a-206d-11ee-9d25-8763780b7c82
L180220A_E06_H180226A_E06	9914844699	125	62.61313	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321bbc28-206d-11ee-85d8-4b2e8f69e657_L180220A_E06_H180226A_E06	dg.4DFC/321bbc28-206d-11ee-85d8-4b2e8f69e657
L180220A_E06_H180226A_E06	9914844699	125	62.61313	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321bddd4-206d-11ee-b254-9fed30e6cd92_L180220A_E06_H180226A_E06	dg.4DFC/321bddd4-206d-11ee-b254-9fed30e6cd92
L171220A_B12_H180110A_B12	8893060626	125	55.015211	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321bffda-206d-11ee-9c9b-472eda5778fb_L171220A_B12_H180110A_B12	dg.4DFC/321bffda-206d-11ee-9c9b-472eda5778fb
L171220A_B12_H180110A_B12	8893060626	125	55.015211	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321c21f4-206d-11ee-9b4b-3bfe0283e689_L171220A_B12_H180110A_B12	dg.4DFC/321c21f4-206d-11ee-9b4b-3bfe0283e689
L171204A_E12_H171213A_E12	9872941904	125	60.675412	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321c44a4-206d-11ee-b340-9b3b09018691_L171204A_E12_H171213A_E12	dg.4DFC/321c44a4-206d-11ee-b340-9b3b09018691
L171204A_E12_H171213A_E12	9872941904	125	60.675412	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321c660a-206d-11ee-af54-4badae425ce4_L171204A_E12_H171213A_E12	dg.4DFC/321c660a-206d-11ee-af54-4badae425ce4
L171205A_C05_H171219A_C05	7830229393	125	49.044959	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321c87b6-206d-11ee-b190-03a1d7a04825_L171205A_C05_H171219A_C05	dg.4DFC/321c87b6-206d-11ee-b190-03a1d7a04825
L171205A_C05_H171219A_C05	7830229393	125	49.044959	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321ca94e-206d-11ee-935d-5bf19f3fb9b5_L171205A_C05_H171219A_C05	dg.4DFC/321ca94e-206d-11ee-935d-5bf19f3fb9b5
L171026A_G01_H171102A_G01	8601325546	125	53.682125	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321ccad2-206d-11ee-bda5-2b9021a97ab8_L171026A_G01_H171102A_G01	dg.4DFC/321ccad2-206d-11ee-bda5-2b9021a97ab8
L171026A_G01_H171102A_G01	8601325546	125	53.682125	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321cef12-206d-11ee-b00f-67a6fd82669c_L171026A_G01_H171102A_G01	dg.4DFC/321cef12-206d-11ee-b00f-67a6fd82669c
L180410B_F07_H180425A_F04	9112936916	125	57.321033	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321d1096-206d-11ee-ba37-9f40d6b84e1c_L180410B_F07_H180425A_F04	dg.4DFC/321d1096-206d-11ee-ba37-9f40d6b84e1c
L180410B_F07_H180425A_F04	9112936916	125	57.321033	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321d3210-206d-11ee-935f-27039a5c6aa3_L180410B_F07_H180425A_F04	dg.4DFC/321d3210-206d-11ee-935f-27039a5c6aa3
L170925A_C01_H171002A_C01	8806284881	125	54.726604	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321d53e4-206d-11ee-a281-97aec40a23a4_L170925A_C01_H171002A_C01	dg.4DFC/321d53e4-206d-11ee-a281-97aec40a23a4
L170925A_C01_H171002A_C01	8806284881	125	54.726604	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321d7540-206d-11ee-81cd-0bf729e86c70_L170925A_C01_H171002A_C01	dg.4DFC/321d7540-206d-11ee-81cd-0bf729e86c70
L180402A_B10_H180423A_B10	8808937318	125	56.966996	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321d9854-206d-11ee-8382-d350b8c8c8ea_L180402A_B10_H180423A_B10	dg.4DFC/321d9854-206d-11ee-8382-d350b8c8c8ea
L180402A_B10_H180423A_B10	8808937318	125	56.966996	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321dba6e-206d-11ee-af0f-db919381cce6_L180402A_B10_H180423A_B10	dg.4DFC/321dba6e-206d-11ee-af0f-db919381cce6
L170913A_H02_H170915A_H02	8714170888	125	55.077992	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321ddbc0-206d-11ee-a5bc-6b8fcb0cfa78_L170913A_H02_H170915A_H02	dg.4DFC/321ddbc0-206d-11ee-a5bc-6b8fcb0cfa78
L170913A_H02_H170915A_H02	8714170888	125	55.077992	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321dfd1c-206d-11ee-95be-a71400a54860_L170913A_H02_H170915A_H02	dg.4DFC/321dfd1c-206d-11ee-95be-a71400a54860
L171024A_A04_H171031A_A04	7234824926	125	46.614291	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321e24ea-206d-11ee-a0fc-d793f8284ab3_L171024A_A04_H171031A_A04	dg.4DFC/321e24ea-206d-11ee-a0fc-d793f8284ab3
L171024A_A04_H171031A_A04	7234824926	125	46.614291	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321e465a-206d-11ee-90e4-4f205faa0d27_L171024A_A04_H171031A_A04	dg.4DFC/321e465a-206d-11ee-90e4-4f205faa0d27
L171011A_F03_H171017A_F03	10471114864	125	66.18824	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321e67f2-206d-11ee-bb14-2f9f3bb11b00_L171011A_F03_H171017A_F03	dg.4DFC/321e67f2-206d-11ee-bb14-2f9f3bb11b00
L171011A_F03_H171017A_F03	10471114864	125	66.18824	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321e898a-206d-11ee-9ea5-1bf66ab7f8bb_L171011A_F03_H171017A_F03	dg.4DFC/321e898a-206d-11ee-9ea5-1bf66ab7f8bb
L171012A_E05_H171020A_E05	8156097933	125	52.228816	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321eab22-206d-11ee-8a8c-236befe1361e_L171012A_E05_H171020A_E05	dg.4DFC/321eab22-206d-11ee-8a8c-236befe1361e
L171012A_E05_H171020A_E05	8156097933	125	52.228816	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321ece7c-206d-11ee-abc5-0bb3d5f23093_L171012A_E05_H171020A_E05	dg.4DFC/321ece7c-206d-11ee-abc5-0bb3d5f23093
L170928A_B10_H171004A_B10	8469810854	125	53.175927	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321ef01e-206d-11ee-9182-03415ac2380b_L170928A_B10_H171004A_B10	dg.4DFC/321ef01e-206d-11ee-9182-03415ac2380b
L170928A_B10_H171004A_B10	8469810854	125	53.175927	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321f121a-206d-11ee-9915-2f532bb2b580_L170928A_B10_H171004A_B10	dg.4DFC/321f121a-206d-11ee-9915-2f532bb2b580
L170927A_D03_H171003A_D03	7517631330	125	47.133852	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321f33f8-206d-11ee-a651-bfaf62257656_L170927A_D03_H171003A_D03	dg.4DFC/321f33f8-206d-11ee-a651-bfaf62257656
L170927A_D03_H171003A_D03	7517631330	125	47.133852	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321f56c6-206d-11ee-befa-b720da76dcfc_L170927A_D03_H171003A_D03	dg.4DFC/321f56c6-206d-11ee-befa-b720da76dcfc
L171016A_G10_H171023A_G10	8961952702	125	56.503706	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321f7836-206d-11ee-8fbb-9b33417abf5c_L171016A_G10_H171023A_G10	dg.4DFC/321f7836-206d-11ee-8fbb-9b33417abf5c
L171016A_G10_H171023A_G10	8961952702	125	56.503706	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321f9a0a-206d-11ee-a455-c35b03db1680_L171016A_G10_H171023A_G10	dg.4DFC/321f9a0a-206d-11ee-a455-c35b03db1680
L171128A_E05_H171211A_E05	8583372686	125	52.784176	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321fbc10-206d-11ee-aa8f-c3befa3ef97c_L171128A_E05_H171211A_E05	dg.4DFC/321fbc10-206d-11ee-aa8f-c3befa3ef97c
L171128A_E05_H171211A_E05	8583372686	125	52.784176	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/321fdd94-206d-11ee-8ef1-db9d374bad05_L171128A_E05_H171211A_E05	dg.4DFC/321fdd94-206d-11ee-8ef1-db9d374bad05
L171005A_C01_H171010A_C01	9301720450	125	60.68133	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/322000b2-206d-11ee-bb6b-430d1e91b7d9_L171005A_C01_H171010A_C01	dg.4DFC/322000b2-206d-11ee-bb6b-430d1e91b7d9
