id	sample.id	dcf_indexd_guid	deidentification_method	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	fixation_embedding_method	image_modality	license	magnification	md5sum	pathology_file_id	staining_method	updated	type	study
phs002430::HBC-392_453-5_patientH_E	phs002430::453-5	dg.4DFC/efe14d94-3f3f-4ba6-9989-706bc0267467	manual			HBC-392_453-5.czi - Scene #1.tif	233424228	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_453-5.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	4982bc00ec641e0e77f87bc108e1b7ee	HBC-392_453-5_patientH_E	H&E	2024-05-23T14:50:31.224000000+00:00	pathology_file	phs002430
phs002430::HBC-392_456-3_patientH_E	phs002430::456-3	dg.4DFC/c475d014-7664-4377-b63a-261bd140f333	manual			HBC-392_456-3.tif	255900522	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_456-3.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	3a26733a80ff01e30dd4fcde3812120b	HBC-392_456-3_patientH_E	H&E	2024-05-23T14:50:31.226000000+00:00	pathology_file	phs002430
phs002430::HBC-392_456-4_brain_met_patientH_E	phs002430::456-4	dg.4DFC/72d41fb7-f214-4cec-8942-bbc215844a87	manual			HBC-392_456-4 brain met.czi - Scene #3.tif	229394091	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_456-4%20brain%20met.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	f6218152adf09ce8c0bed51f6be74ab9	HBC-392_456-4_brain_met_patientH_E	H&E	2024-05-23T14:50:31.227000000+00:00	pathology_file	phs002430
phs002430::HBC-392_457-21_patientH_E	phs002430::457-21	dg.4DFC/6ac42f28-b034-4c96-b5f0-f716db7dfa4b	manual			HBC-392_457-21.czi - Scene #2.tif	183819519	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_457-21.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	c61c429d1629d3222cee782b54fe8b72	HBC-392_457-21_patientH_E	H&E	2024-05-23T14:50:31.229000000+00:00	pathology_file	phs002430
phs002430::HBC-392_458-3_5_patientH_E	phs002430::458-3	dg.4DFC/4ee29eeb-7959-4e29-ab09-ddc40cd78390	manual			HBC-392_458-3(5).czi - Scene #1.tif	215473128	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_458-3(5).czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0842636571aa166216bee1b06d91a03d	HBC-392_458-3_5_patientH_E	H&E	2024-05-23T14:50:31.231000000+00:00	pathology_file	phs002430
phs002430::HBC-392_463-1_patientH_E	phs002430::463-1	dg.4DFC/44ebec4d-a467-411c-ac41-354478b3290b	manual			HBC-392_463-1.czi - Scene #3.tif	179302539	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_463-1.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	20032d6f20863234b03fe082db480aa1	HBC-392_463-1_patientH_E	H&E	2024-05-23T14:50:31.232000000+00:00	pathology_file	phs002430
phs002430::HBC-392_463-2_patientH_E	phs002430::463-2	dg.4DFC/f07fea63-f795-49ac-9cdb-2ab8ed7ce747	manual			HBC-392_463-2.czi - Scene #2.tif	272519859	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_463-2.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	4f5624d84a4e7477f54d84f395466349	HBC-392_463-2_patientH_E	H&E	2024-05-23T14:50:31.234000000+00:00	pathology_file	phs002430
phs002430::HBC-392_469-3_patientH_E	phs002430::469-3	dg.4DFC/10d26260-983f-4409-b384-dbcb2cdbcad6	manual			HBC-392_469-3.czi - Scene #3.tif	294336984	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_469-3.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	e3e3af9da83ce9b48f7f0339ff2aa003	HBC-392_469-3_patientH_E	H&E	2024-05-23T14:50:31.235000000+00:00	pathology_file	phs002430
phs002430::HBC-392_470-3__2_patientH_E	phs002430::470-3	dg.4DFC/08ee677c-9693-428d-8124-c77cd6c853e5	manual			HBC-392_470-3 (2).czi - Scene #1.tif	266775744	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_470-3%20(2).czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	2c73a8ccd620014a465596a15a0173be	HBC-392_470-3__2_patientH_E	H&E	2024-05-23T14:50:31.239000000+00:00	pathology_file	phs002430
phs002430::HBC-392_470-3_patientH_E	phs002430::470-3	dg.4DFC/f768a1f8-c43b-4e4a-82f7-a9ae489f5f6b	manual			HBC-392_470-3.czi - Scene #4.tif	213815109	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_470-3.czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	98c6beba9ed937d5f314f9cb80228d02	HBC-392_470-3_patientH_E	H&E	2024-05-23T14:50:31.237000000+00:00	pathology_file	phs002430
phs002430::HBC-392_472-3_patientH_E	phs002430::472-3	dg.4DFC/1f559756-b0da-4050-b0eb-028ddf9c3d71	manual			HBC-392_472-3.czi - Scene #2.tif	238667241	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_472-3.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	25561d2d0e72eaa11005aca109f8eabe	HBC-392_472-3_patientH_E	H&E	2024-05-23T14:50:31.240000000+00:00	pathology_file	phs002430
phs002430::HBC-392_482-3_patientH_E	phs002430::482-3	dg.4DFC/0ca137ca-0242-4bec-b357-382065013e0b	manual			HBC-392_482-3.czi - Scene #2.tif	229668051	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_482-3.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	6750f8c41f27ca08e6226d2a1f8798f1	HBC-392_482-3_patientH_E	H&E	2024-05-23T14:50:31.242000000+00:00	pathology_file	phs002430
phs002430::HBC-392_484-1_patientH_E	phs002430::484-1	dg.4DFC/a5582ad9-7c0a-4527-9527-784d7c1f0e8d	manual			HBC-392_484-1.czi - Scene #4.tif	185637153	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_484-1.czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	3823088f96c2098e631bf43f6dad3134	HBC-392_484-1_patientH_E	H&E	2024-05-23T14:50:31.243000000+00:00	pathology_file	phs002430
phs002430::HBC-392_486-4_#1_patientH_E	phs002430::486-4	dg.4DFC/9655723c-649f-4213-8312-1117b01e380e	manual			HBC-392_486-4 #1.czi - Scene #1.tif	258130395	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_486-4%20%231.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	591060ee8829ecf09c22887ef486d25b	HBC-392_486-4_#1_patientH_E	H&E	2024-05-23T14:50:31.245000000+00:00	pathology_file	phs002430
phs002430::HBC-392_486-7_patientH_E	phs002430::486-7	dg.4DFC/8df95797-5c66-4ce2-860d-8cc14cbe8ec0	manual			HBC-392_486-7.czi - Scene #2.tif	274890954	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_486-7.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	551ddd9db7f6da0d280bc644c4110f33	HBC-392_486-7_patientH_E	H&E	2024-05-23T14:50:31.246000000+00:00	pathology_file	phs002430
phs002430::HBC-392_491-1_patientH_E	phs002430::491-1	dg.4DFC/f46527fe-fad1-4f7c-9929-175edf70cc99	manual			HBC-392_491-1.czi - Scene #1.tif	232939626	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_491-1.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5dfd8192cb15355eb80ec012640ae568	HBC-392_491-1_patientH_E	H&E	2024-05-23T14:50:31.248000000+00:00	pathology_file	phs002430
phs002430::HBC-392_492-1_patientH_E	phs002430::492-1	dg.4DFC/5fa5aa4f-1b4d-43e7-881b-f11eb3be10cf	manual			HBC-392_492-1.czi - Scene #1.tif	234475419	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_492-1.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	848be12339c6d3db7aa7dfffad6e7827	HBC-392_492-1_patientH_E	H&E	2024-05-23T14:50:31.249000000+00:00	pathology_file	phs002430
phs002430::HBC-392_495-3_1_R_patientH_E	phs002430::495-3R	dg.4DFC/3537026b-db57-482d-9cb8-981ea9fb1373	manual			HBC-392_495-3(1) R.czi - Scene #1.tif	273592341	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_495-3(1)%20R.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	e9040a493ddeb79b16eb0ae9fcd3427d	HBC-392_495-3_1_R_patientH_E	H&E	2024-05-23T14:50:31.251000000+00:00	pathology_file	phs002430
phs002430::HBC-392_496-3_patientH_E	phs002430::496-3	dg.4DFC/c14915a0-6a15-42de-b598-c7bdb5bcbc4d	manual			HBC-392_496-3.czi - Scene #1.tif	250443399	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_496-3.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	8e6c0e6093cfa9c0acb1e370df568935	HBC-392_496-3_patientH_E	H&E	2024-05-23T14:50:31.254000000+00:00	pathology_file	phs002430
phs002430::HBC-392_497-1_patientH_E	phs002430::497-1	dg.4DFC/be7985a6-e52f-4ba9-ac9f-eb6c88179572	manual			HBC-392_497-1.czi - Scene #3.tif	275315091	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_497-1.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	49ee09754e22ab73143d9f4e5a43b478	HBC-392_497-1_patientH_E	H&E	2024-05-23T14:50:31.256000000+00:00	pathology_file	phs002430
phs002430::HBC-392_499-1_patientH_E	phs002430::499-1	dg.4DFC/b2683a11-8f0d-48c2-a3ea-e27917e70dbe	manual			HBC-392_499-1.czi - Scene #1.tif	212737809	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_499-1.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	994fbbf5526a0df25cd1d64e07c9a9b0	HBC-392_499-1_patientH_E	H&E	2024-05-23T14:50:31.258000000+00:00	pathology_file	phs002430
phs002430::HBC-392_503-4_#1_patientH_E	phs002430::503-4	dg.4DFC/4cca41c0-0144-4318-b081-1f778bb4729a	manual			HBC-392_503-4 #1.czi - Scene #1.tif	263491383	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_503-4%20%231.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b58f84d2bc512437a862775dc2fa24b2	HBC-392_503-4_#1_patientH_E	H&E	2024-05-23T14:50:31.260000000+00:00	pathology_file	phs002430
phs002430::HBC-392_511-4_patientH_E	phs002430::511-4	dg.4DFC/3f33a7b5-748f-4ff0-b214-721768380cbc	manual			HBC-392_511-4.czi - Scene #2.tif	188777364	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_511-4.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	dd0ad0ac8119a432b8918dc087477aa9	HBC-392_511-4_patientH_E	H&E	2024-05-23T14:50:31.262000000+00:00	pathology_file	phs002430
phs002430::HBC-392_515-1_spine_tumor_patientH_E	phs002430::515-1	dg.4DFC/9fd4f169-2214-4366-b5f5-8f5bf1bcefa0	manual			HBC-392_515-1 spine tumor.czi - Scene #3.tif	95838423	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_515-1%20spine%20tumor.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5a471fbd16f4573bb11236975ea31937	HBC-392_515-1_spine_tumor_patientH_E	H&E	2024-05-23T14:50:31.263000000+00:00	pathology_file	phs002430
phs002430::HBC-392_517-1_distal_radius_Bx_patientH_E	phs002430::517-1	dg.4DFC/07d4b540-a13e-4711-a25d-df130a21f0e4	manual			HBC-392_517-1 distal radius Bx.czi - Scene #1.tif	142843467	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_517-1%20distal%20radius%20Bx.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	99e03291d7fb572d8608ba1e30366ca5	HBC-392_517-1_distal_radius_Bx_patientH_E	H&E	2024-05-23T14:50:31.265000000+00:00	pathology_file	phs002430
phs002430::HBC-392_518-5_#1_patientH_E	phs002430::518-5	dg.4DFC/81cd1eac-069e-4f6f-9296-5b76c5d78014	manual			HBC-392_518-5 #1.czi - Scene #2.tif	278806053	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_518-5%20%231.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	cadf4d3a61d4e82a62f67a5b3e6f36b6	HBC-392_518-5_#1_patientH_E	H&E	2024-05-23T14:50:31.267000000+00:00	pathology_file	phs002430
phs002430::HBC-392_520-1_sacral_mass_patientH_E	phs002430::520-1	dg.4DFC/b1457065-d87e-4c73-a0a3-a1dd0a35a056	manual			HBC-392_520-1 sacral mass.czi - Scene #4.tif	189321819	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_520-1%20sacral%20mass.czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	20c394f88d985cda04424879d20422b7	HBC-392_520-1_sacral_mass_patientH_E	H&E	2024-05-23T14:50:31.269000000+00:00	pathology_file	phs002430
phs002430::HBC-392_535-1_Bx_patientH_E	phs002430::535-1	dg.4DFC/651483fd-a94d-4986-8553-ae79f03131a8	manual			HBC-392_535-1 Bx.czi - Scene #2.tif	224674509	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_535-1%20Bx.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	f0fc4cd4cf65b8382fc09b85e6e7044c	HBC-392_535-1_Bx_patientH_E	H&E	2024-05-23T14:50:31.270000000+00:00	pathology_file	phs002430
phs002430::HBC-392_535-5_radial_femur_patientH_E	phs002430::535-5	dg.4DFC/240e0b6a-3887-4177-a879-0b642a320c6f	manual			HBC-392_535-5 radial femur.czi - Scene #2.tif	228430911	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_535-5%20radial%20femur.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7c2f6bb5deb7e72030a2307f2ea9e9c2	HBC-392_535-5_radial_femur_patientH_E	H&E	2024-05-23T14:50:31.272000000+00:00	pathology_file	phs002430
phs002430::HBC-392_545-3_humerus_Bx_patientH_E	phs002430::545-3	dg.4DFC/35598350-2202-4d35-ac41-fce0ceb55d25	manual			HBC-392_545-3 humerus Bx.czi - Scene #2.tif	202703853	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_545-3%20humerus%20Bx.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	58ef927751242362abec227b2b0277f3	HBC-392_545-3_humerus_Bx_patientH_E	H&E	2024-05-23T14:50:31.274000000+00:00	pathology_file	phs002430
phs002430::HBC-392_546-3_liver_tu_patientH_E	phs002430::546-3	dg.4DFC/56a6e368-0b41-44df-b529-1848557603b8	manual			HBC-392_546-3 liver tu.czi - Scene #1.tif	291210621	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_546-3%20liver%20tu.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0c97662862d42f1e5ece977ed49a919b	HBC-392_546-3_liver_tu_patientH_E	H&E	2024-05-23T14:50:31.277000000+00:00	pathology_file	phs002430
phs002430::HBC-392_549-3_liver_tu_patientH_E	phs002430::549-3	dg.4DFC/c74b281c-b633-45c1-9257-bb44f8ce8d8d	manual			HBC-392_549-3 liver tu.czi - Scene #2.tif	281716869	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_549-3%20liver%20tu.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7af61240d35636798e201a61de6d0cbc	HBC-392_549-3_liver_tu_patientH_E	H&E	2024-05-23T14:50:31.279000000+00:00	pathology_file	phs002430
phs002430::HBC-392_550-3_R_nasal_sinus_tu_patientH_E	phs002430::550-3	dg.4DFC/5f4d1d78-b1f6-4097-a40a-6f978511db1a	manual			HBC-392_550-3 R nasal_sinus tu.czi - Scene #1.tif	238672506	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_550-3%20R%20nasal_sinus%20tu.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5072c10d91e1532fdbe334f967b7bb71	HBC-392_550-3_R_nasal_sinus_tu_patientH_E	H&E	2024-05-23T14:50:31.281000000+00:00	pathology_file	phs002430
phs002430::HBC-392_559-1_butt_mass_patientH_E	phs002430::559-1	dg.4DFC/4bb02f42-10fa-445d-b0c7-b0ec7a27d12b	manual			HBC-392_559-1 butt mass.czi - Scene #3.tif	177244860	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_559-1%20butt%20mass.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	ef7833526633f252097433f9d06615bc	HBC-392_559-1_butt_mass_patientH_E	H&E	2024-05-23T14:50:31.283000000+00:00	pathology_file	phs002430
phs002430::HBC-392_560-1_2_LLL_lung_met_patientH_E	phs002430::560-1	dg.4DFC/9db900b5-a00c-4f58-8772-d9860c2ecc15	manual			HBC-392_560-1(2) LLL, lung met.czi - Scene #1.tif	189282879	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_560-1(2)%20LLL%2C%20lung%20met.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7fbbaa9eed07355a504a49ac37543157	HBC-392_560-1_2_LLL_lung_met_patientH_E	H&E	2024-05-23T14:50:31.285000000+00:00	pathology_file	phs002430
phs002430::HBC-392_560-8_patientH_E	phs002430::560-8	dg.4DFC/3afd2d05-5455-43a7-bea1-174250a151e3	manual			HBC-392_560-8.czi - Scene #2.tif	185275155	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_560-8.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	16137b6ef168ec0b9e5e20c665dc91e8	HBC-392_560-8_patientH_E	H&E	2024-05-23T14:50:31.288000000+00:00	pathology_file	phs002430
phs002430::HBC-392_561-1_1_patientH_E	phs002430::561-1	dg.4DFC/cad9241d-aaed-4fd2-bb07-dbd280da3033	manual			HBC-392_561-1(1).czi - Scene #1.tif	232764420	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_561-1(1).czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	42b4bdded3eb6ede9a7eb6bd2863fd62	HBC-392_561-1_1_patientH_E	H&E	2024-05-23T14:50:31.290000000+00:00	pathology_file	phs002430
phs002430::HBC-392_575-9_#1_patientH_E	phs002430::575-9	dg.4DFC/4a13cb44-5ed8-413b-a57f-b50439aea5c5	manual			HBC-392_575-9 #1.czi - Scene #3.tif	218779221	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_575-9%20%231.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	288901d8bbb61bc7dfbf623a3ffecd88	HBC-392_575-9_#1_patientH_E	H&E	2024-05-23T14:50:31.291000000+00:00	pathology_file	phs002430
phs002430::HBC-392_576-3_#1_patientH_E	phs002430::576-3	dg.4DFC/72d55f2a-aa9f-4022-b67d-1b997ceb8e29	manual			HBC-392_576-3 #1.czi - Scene #1.tif	299462547	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_576-3%20%231.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	9df9427c0b8179f2435bf57308657cb6	HBC-392_576-3_#1_patientH_E	H&E	2024-05-23T14:50:31.293000000+00:00	pathology_file	phs002430
phs002430::HBC-392_577-1_1_patientH_E	phs002430::577-1	dg.4DFC/cdcc413a-1e58-4dda-a62c-e4adb14c1a3b	manual			HBC-392_577-1(1).czi - Scene #1.tif	213566079	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_577-1(1).czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	44c3d4a05afa2cb44bf44d776ed8ed63	HBC-392_577-1_1_patientH_E	H&E	2024-05-23T14:50:31.295000000+00:00	pathology_file	phs002430
phs002430::HBC-392_578-7_#4_patientH_E	phs002430::578-7	dg.4DFC/d809f631-f475-4782-833a-d798752a6eb7	manual			HBC-392_578-7 #4.czi - Scene #2.tif	260763645	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_578-7%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0353f81bcf70705adf1afa524ebee78e	HBC-392_578-7_#4_patientH_E	H&E	2024-05-23T14:50:31.296000000+00:00	pathology_file	phs002430
phs002430::HBC-392_579-3_2_patientH_E	phs002430::579-3	dg.4DFC/0872a3e4-8396-4cdc-a4fb-912498db6c15	manual			HBC-392_579-3(2).czi - Scene #2.tif	258241371	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_579-3(2).czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b891a9c51d0fd4b3249637cb32dbfcdf	HBC-392_579-3_2_patientH_E	H&E	2024-05-23T14:50:31.298000000+00:00	pathology_file	phs002430
phs002430::HBC-392_582-3_#1_patientH_E	phs002430::582-3	dg.4DFC/8eeabe00-b305-439d-b2c6-6593ed58f108	manual			HBC-392_582-3 #1.czi - Scene #3.tif	268709727	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_582-3%20%231.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	8ef77fa735610118479e1423b20e2551	HBC-392_582-3_#1_patientH_E	H&E	2024-05-23T14:50:31.300000000+00:00	pathology_file	phs002430
phs002430::HBC-392_587-3_#1_patientH_E	phs002430::587-3	dg.4DFC/d5b89c41-b8b9-4543-abd6-f9aaabe5d95a	manual			HBC-392_587-3 #1.czi - Scene #02.tif	215868123	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_587-3%20%231.czi%20-%20Scene%20%2302.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7ede707139ffaea8615da67e867849f7	HBC-392_587-3_#1_patientH_E	H&E	2024-05-23T14:50:31.301000000+00:00	pathology_file	phs002430
phs002430::HBC-392_595-15_patientH_E	phs002430::595-15	dg.4DFC/7b1329b2-af02-4dbe-8a3b-2d6c21734024	manual			HBC-392_595-15.czi - Scene #1.tif	149737719	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_595-15.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	23d72468b13c02fa7053b68468d14764	HBC-392_595-15_patientH_E	H&E	2024-05-23T14:50:31.307000000+00:00	pathology_file	phs002430
phs002430::HBC-392_595-1_TP#1_patientH_E	phs002430::595-1	dg.4DFC/e7c5ae84-5104-478f-a24c-991dd3946ded	manual			HBC-392_595-1 TP#1.czi - Scene #3.tif	189084195	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_595-1%20TP%231.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	d58c2e0700c9c39b6306ad936ab7a6aa	HBC-392_595-1_TP#1_patientH_E	H&E	2024-05-23T14:50:31.305000000+00:00	pathology_file	phs002430
phs002430::HBC-392_595-2_#1__1_patientH_E	phs002430::595-2	dg.4DFC/1b3d417f-aa9e-4242-b12c-60359d39efdd	manual			HBC-392_595-2 #1 (1).czi - Scene #2.tif	290478747	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_595-2%20%231%20(1).czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	065fc0fd73e6f62743cd94edfc42d974	HBC-392_595-2_#1__1_patientH_E	H&E	2024-05-23T14:50:31.309000000+00:00	pathology_file	phs002430
phs002430::HBC-392_596-10_#1_patientH_E	phs002430::596-10	dg.4DFC/48460e92-724c-40c6-baa9-d61d0b68a5bd	manual			HBC-392_596-10 #1.czi - Scene #1.tif	253314813	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_596-10%20%231.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	bde54f94475cdcbd81ad3b81fc134c02	HBC-392_596-10_#1_patientH_E	H&E	2024-05-23T14:50:31.315000000+00:00	pathology_file	phs002430
phs002430::HBC-392_596-3_TP#1_patientH_E	phs002430::596-3	dg.4DFC/c182b98f-d21b-4bca-8a36-bf50a0ab61bf	manual			HBC-392_596-3 TP#1.czi - Scene #2.tif	279115995	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_596-3%20TP%231.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	bb8ff5c1a963a48222c780816af60642	HBC-392_596-3_TP#1_patientH_E	H&E	2024-05-23T14:50:31.319000000+00:00	pathology_file	phs002430
