library_id	bases	number_of_reads	avg_read_length	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	reference_genome_assembly
S038D.1.2	2084170047	20635347	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/d9e3a474-c7c4-4888-925b-f934a7eb2776_S038D.1.2	dg.4DFC/d9e3a474-c7c4-4888-925b-f934a7eb2776	Not specified in data
S065D.3.3	6849317929	67815029	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/7f454575-dc95-4623-a0e1-7fc9e127c392_S065D.3.3	dg.4DFC/7f454575-dc95-4623-a0e1-7fc9e127c392	Not specified in data
S065R.2.8	7526401426	74518826	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/3f453e0b-2953-4394-99af-72091e2325dd_S065R.2.8	dg.4DFC/3f453e0b-2953-4394-99af-72091e2325dd	Not specified in data
S065R.2.8	7526401426	74518826	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/4898b483-da7c-428c-91c7-d7ae26fb8dc8_S065R.2.8	dg.4DFC/4898b483-da7c-428c-91c7-d7ae26fb8dc8	Not specified in data
S046D.3.4	12849935080	127227080	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/34aa69f2-8f7a-4e18-a3b5-26b5675cb631_S046D.3.4	dg.4DFC/34aa69f2-8f7a-4e18-a3b5-26b5675cb631	Not specified in data
S046R.3.6	7531464000	60251712	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/f27afe7b-c60b-43d9-967a-860a68dbd7f5_S046R.3.6	dg.4DFC/f27afe7b-c60b-43d9-967a-860a68dbd7f5	Not specified in data
S046R.3.6	7531464000	60251712	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/138ce1a7-3281-45ab-b3b2-e270dae8372e_S046R.3.6	dg.4DFC/138ce1a7-3281-45ab-b3b2-e270dae8372e	Not specified in data
S046R.3.5	7545925500	60367404	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/bd7d3708-fee5-4517-8be4-3ae1f647095f_S046R.3.5	dg.4DFC/bd7d3708-fee5-4517-8be4-3ae1f647095f	Not specified in data
S046R.3.5	7545925500	60367404	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/b9ea3b3a-bdae-4438-8e36-05e0729b1226_S046R.3.5	dg.4DFC/b9ea3b3a-bdae-4438-8e36-05e0729b1226	Not specified in data
S098D.3.5	10206298864	101052464	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/ad214a9a-7baf-4de3-b136-20dd139ed991_S098D.3.5	dg.4DFC/ad214a9a-7baf-4de3-b136-20dd139ed991	Not specified in data
S098R.1.6	8155731012	80749812	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/46f5ac6f-a1c4-4a4d-ace3-0c4c5f55b23c_S098R.1.6	dg.4DFC/46f5ac6f-a1c4-4a4d-ace3-0c4c5f55b23c	Not specified in data
S098R.1.6	8155731012	80749812	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/27584f0f-1431-4522-9884-c6a68117b785_S098R.1.6	dg.4DFC/27584f0f-1431-4522-9884-c6a68117b785	Not specified in data
S042D.4.1	4927020077	48782377	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/01f387a4-f819-4cd6-a7dd-a21fe4bb44fa_S042D.4.1	dg.4DFC/01f387a4-f819-4cd6-a7dd-a21fe4bb44fa	Not specified in data
S043D.3.1	15338108157	151862457	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/579238e8-d8c7-42e8-a6f1-09e9abd35517_S043D.3.1	dg.4DFC/579238e8-d8c7-42e8-a6f1-09e9abd35517	Not specified in data
S043R.3.4	7703810750	61630486	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/a4e0f1b8-eed2-4e7e-9d50-c02472f79ee5_S043R.3.4	dg.4DFC/a4e0f1b8-eed2-4e7e-9d50-c02472f79ee5	Not specified in data
S043R.3.4	7703810750	61630486	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/2f282874-fdc7-4c05-bb9e-068511d78003_S043R.3.4	dg.4DFC/2f282874-fdc7-4c05-bb9e-068511d78003	Not specified in data
S043R.3.3	7743577500	61948620	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/13884eb1-6f6c-4f59-841c-ed796748f423_S043R.3.3	dg.4DFC/13884eb1-6f6c-4f59-841c-ed796748f423	Not specified in data
S043R.3.3	7743577500	61948620	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/ff6bfe9b-2bc5-4094-a268-95f770def0fb_S043R.3.3	dg.4DFC/ff6bfe9b-2bc5-4094-a268-95f770def0fb	Not specified in data
S101D.3.1	13296880381	131652281	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/0da276ea-d27e-4061-9fde-7c998239cd24_S101D.3.1	dg.4DFC/0da276ea-d27e-4061-9fde-7c998239cd24	Not specified in data
S101R.3.4	8142689250	65141514	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/5ba19575-59e1-43fd-924a-ecd69eb470f4_S101R.3.4	dg.4DFC/5ba19575-59e1-43fd-924a-ecd69eb470f4	Not specified in data
S101R.3.4	8142689250	65141514	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/9aaa8b54-ed41-4825-b1b2-2a0fe00588bb_S101R.3.4	dg.4DFC/9aaa8b54-ed41-4825-b1b2-2a0fe00588bb	Not specified in data
S061D.3.6	3091807657	30611957	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/925cf222-129e-4d49-9dbb-b0673ca7008d_S061D.3.6	dg.4DFC/925cf222-129e-4d49-9dbb-b0673ca7008d	Not specified in data
S061D.4.7	2028306947	20082247	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/de4e2730-8a08-4a4e-bc8b-7ea6b52e4fb6_S061D.4.7	dg.4DFC/de4e2730-8a08-4a4e-bc8b-7ea6b52e4fb6	Not specified in data
S061R.1.8	13491075500	107928604	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/18e5829d-9f57-422e-87d7-1138d42bca88_S061R.1.8	dg.4DFC/18e5829d-9f57-422e-87d7-1138d42bca88	Not specified in data
S061R.1.8	13491075500	107928604	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/078c9c08-262c-4ede-b724-67b00bec4980_S061R.1.8	dg.4DFC/078c9c08-262c-4ede-b724-67b00bec4980	Not specified in data
S062R.1.4	7937175000	63497400	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/2e77d1e7-c83b-4cbb-8356-c731768fc768_S062R.1.4	dg.4DFC/2e77d1e7-c83b-4cbb-8356-c731768fc768	Not specified in data
S062R.1.4	7937175000	63497400	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/72b4f6e5-75b6-4585-8bed-19ed4c1956f9_S062R.1.4	dg.4DFC/72b4f6e5-75b6-4585-8bed-19ed4c1956f9	Not specified in data
S062R.1.3	7914038500	63312308	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/3e886401-e836-4267-8f9a-dca35e7406d3_S062R.1.3	dg.4DFC/3e886401-e836-4267-8f9a-dca35e7406d3	Not specified in data
S062R.1.3	7914038500	63312308	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/706ed102-7844-415f-972b-1780dd883198_S062R.1.3	dg.4DFC/706ed102-7844-415f-972b-1780dd883198	Not specified in data
S022R.4.2	7510251122	74358922	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/8a7ee791-70cc-452f-b890-eeecdf1d45b7_S022R.4.2	dg.4DFC/8a7ee791-70cc-452f-b890-eeecdf1d45b7	Not specified in data
S022R.4.2	7510251122	74358922	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/ba7ccb45-e451-419e-adb7-fba96fe7de51_S022R.4.2	dg.4DFC/ba7ccb45-e451-419e-adb7-fba96fe7de51	Not specified in data
S094D.1.8	3774362000	37743620	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/a78c8b5b-8e0b-48db-9556-a3dba07f6e4d_S094D.1.8	dg.4DFC/a78c8b5b-8e0b-48db-9556-a3dba07f6e4d	Not specified in data
S094D.1.8	3774362000	37743620	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/22b7e00a-9755-4e3c-b8f9-a5d31f1654df_S094D.1.8	dg.4DFC/22b7e00a-9755-4e3c-b8f9-a5d31f1654df	Not specified in data
S094D.1.7	3768227800	37682278	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/a9bc3d91-6553-4c11-b4bc-2afb976fac5b_S094D.1.7	dg.4DFC/a9bc3d91-6553-4c11-b4bc-2afb976fac5b	Not specified in data
S094D.1.7	3768227800	37682278	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2b54a67f-56c2-4838-a300-056ce8df978d_S094D.1.7	dg.4DFC/2b54a67f-56c2-4838-a300-056ce8df978d	Not specified in data
S094D.1.6	3750923200	37509232	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d2695f5e-a72f-45df-9748-c113fed811cd_S094D.1.6	dg.4DFC/d2695f5e-a72f-45df-9748-c113fed811cd	Not specified in data
S094D.1.6	3750923200	37509232	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/8a330e68-7869-4ad3-8403-0904998a74ea_S094D.1.6	dg.4DFC/8a330e68-7869-4ad3-8403-0904998a74ea	Not specified in data
S094R.1.4	9699491200	96994912	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/291bacb3-5c42-4bc0-9745-a6bc48799e57_S094R.1.4	dg.4DFC/291bacb3-5c42-4bc0-9745-a6bc48799e57	Not specified in data
S094R.1.4	9699491200	96994912	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/9f05fc56-ab27-410b-a603-29e686a6a677_S094R.1.4	dg.4DFC/9f05fc56-ab27-410b-a603-29e686a6a677	Not specified in data
S084D.5.1	9674792222	95790022	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/8659d6df-3d0e-450d-bd68-8bebe4f5683e_S084D.5.1	dg.4DFC/8659d6df-3d0e-450d-bd68-8bebe4f5683e	Not specified in data
S084D.5.1	9674792222	95790022	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/ccf52a21-4304-4d36-8b17-3ef53f456180_S084D.5.1	dg.4DFC/ccf52a21-4304-4d36-8b17-3ef53f456180	Not specified in data
S106D.4.4	3864618247	38263547	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/073a3c22-c13b-446c-88e2-c84fd6f9226c_S106D.4.4	dg.4DFC/073a3c22-c13b-446c-88e2-c84fd6f9226c	Not specified in data
S106R.4.6	6863021508	67950708	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/86804eee-35c3-4d77-a66d-48ea75088aec_S106R.4.6	dg.4DFC/86804eee-35c3-4d77-a66d-48ea75088aec	Not specified in data
S106R.4.6	6863021508	67950708	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/f6602e63-815f-48f6-bca4-f7f45fb13ef1_S106R.4.6	dg.4DFC/f6602e63-815f-48f6-bca4-f7f45fb13ef1	Not specified in data
S019D.2.6	4626500400	46265004	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/6554821e-7731-4059-9146-7de138030987_S019D.2.6	dg.4DFC/6554821e-7731-4059-9146-7de138030987	Not specified in data
S019D.2.6	4626500400	46265004	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/23673878-39fb-4740-a4ab-68c30769e4ad_S019D.2.6	dg.4DFC/23673878-39fb-4740-a4ab-68c30769e4ad	Not specified in data
S019D.2.8	4641920800	46419208	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/15258edb-8888-419d-b4ea-f8e6604002b3_S019D.2.8	dg.4DFC/15258edb-8888-419d-b4ea-f8e6604002b3	Not specified in data
S019D.2.8	4641920800	46419208	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7dd88659-5931-4b38-93cc-f3f6b21782c7_S019D.2.8	dg.4DFC/7dd88659-5931-4b38-93cc-f3f6b21782c7	Not specified in data
S019D.2.7	4620661800	46206618	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/8a617240-55ae-4617-9241-179e92bd287b_S019D.2.7	dg.4DFC/8a617240-55ae-4617-9241-179e92bd287b	Not specified in data
S019D.2.7	4620661800	46206618	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/055b335e-975d-485d-b17a-98bbcfbd3257_S019D.2.7	dg.4DFC/055b335e-975d-485d-b17a-98bbcfbd3257	Not specified in data
S019R.1.6	11608505800	116085058	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/db495cbc-c8ef-45df-bef3-14b04178019a_S019R.1.6	dg.4DFC/db495cbc-c8ef-45df-bef3-14b04178019a	Not specified in data
S019R.1.6	11608505800	116085058	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/e9c321c8-ce4e-49da-93b3-f080be04562e_S019R.1.6	dg.4DFC/e9c321c8-ce4e-49da-93b3-f080be04562e	Not specified in data
S050D.1.5	5778770954	57215554	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/ca5ae57c-aef4-4d0a-80b3-526a50d602fa_S050D.1.5	dg.4DFC/ca5ae57c-aef4-4d0a-80b3-526a50d602fa	Not specified in data
S051D.1.3	2832831941	28047841	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/6965e326-2a3c-4e77-8b1b-c0626835ecec_S051D.1.3	dg.4DFC/6965e326-2a3c-4e77-8b1b-c0626835ecec	Not specified in data
S054D.1.8	3845209200	38452092	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/f9e02a5f-15ac-4cb4-b45a-73eaf1e0909e_S054D.1.8	dg.4DFC/f9e02a5f-15ac-4cb4-b45a-73eaf1e0909e	Not specified in data
S054D.1.8	3845209200	38452092	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/f37e0119-0342-4c21-9ba0-23d7ea861247_S054D.1.8	dg.4DFC/f37e0119-0342-4c21-9ba0-23d7ea861247	Not specified in data
S054D.1.6	3816276800	38162768	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/61893a20-3eae-4b99-ab15-dce6822db5cd_S054D.1.6	dg.4DFC/61893a20-3eae-4b99-ab15-dce6822db5cd	Not specified in data
