type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	case.case_id	sample.sample_id	file_type	file_description
file	STAR_S04-6561-A1-J03u-T1_Aligned.out.bam	0a728c33-704b-56d8-9d8d-b79c2d42fa95	12481541495	8a64649dfd2fc299d6f3c925ea25b315	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-6561-A1-J03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_6561-T1-A1-J03	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample
file	CGP-S04-C3C0-BFF1962A-T1-A1-J02.aln.dup.realn.recal.rp.bam	ab2bbc39-832e-53cd-9115-bc4e128878c4	19043047979	2d7d05475ddf798b37b2970108860c69	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-C3C0-BFF1962A-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_C3C0-T1-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-2C4F-3EE05E68-T1-A1-J05.bam	39501d9b-c460-508d-964b-89373834f231	758845379	830b6d44142e3a23ee8ebbb05c01fafa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-3EE05E68-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_2C4F-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S01-A71E-6FC763AF-T6-A1-J05.bam	f758ab73-bafd-5616-bb6d-ddba976d6363	697237427	84a4ced5fc67e0c26a518085d1f91e3e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-A71E-6FC763AF-T6-A1-J05.bam	bam	['Open']		GLIOMA01-i_A71E-T6-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared matched normal tissue sample
file	CGP-S04-0FF0-79BEB6E6-T1-A1-J01.aln.dup.realn.recal.rp.bam	4e3a93ca-0318-5562-b079-f2a6a6bf4cbf	1.48553E+11	18bc9bc28e395020155bf639255afc78	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-79BEB6E6-T1-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_0FF0-T1-A1-J01	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample
file	CGP-S04-2EC9-2F20E93E-T6-A1-J02.aln.dup.realn.recal.rp.bam	a8886991-c12e-5d59-b181-785f660c006b	20513861329	03f39d3e8378c8fddd4f43adb6ba8f29	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-2EC9-2F20E93E-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_2EC9-T6-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-63FE-9B2854F6-T6-A1-J01.aln.dup.realn.recal.rp.bam	ed9b06e5-9b08-5d43-b637-1f37e5eeab42	1.62511E+11	c875f72bb34356aea6f79346b83aca0c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-63FE-9B2854F6-T6-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_63FE-T6-A1-J01	Whole Genome Sequence File	WGS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-4AAB-C97B513C-T1-A1-J02.aln.dup.realn.recal.rp.bam	f523a7f1-da61-5630-bbc4-770bc14f8632	19768056025	41f4776d1c85fd699b186ec24e783ba0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-4AAB-C97B513C-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_4AAB-T1-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-49E6-6F11EEA6-T1-A2-J01.aln.dup.realn.recal.rp.bam	76935375-001b-5149-881f-4415079cc9b5	1.89162E+11	d0685ff2a02ab15abc3d198c43cf515e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-49E6-6F11EEA6-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_49E6-T1-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample
file	CGP-S03-BD58-A1DC51B1-T1-A1-M01.aln.dup.realn.recal.rp.bam	49dc2de5-cbc6-540a-8d08-c0710a03009a	1.61979E+11	3791de78870d8850d49f0d724834e25f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-BD58-A1DC51B1-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_BD58-T1-A1-M01	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-905D-889A51E3-T1-A2-J02.aln.dup.realn.recal.rp.bam	23352ae5-94e4-58f3-81d0-8b4e422602bb	16444334249	27b329414c340c12dc83bd7aa2609032	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-905D-889A51E3-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_905D-T1-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample
file	CGP-S04-1C36-33E501F0-T1-A1-J05.bam	c1f7adc5-4c96-50cb-a702-7e6312081c2c	1357639809	394a845273a0c2683b19eff2e3f25680	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1C36-33E501F0-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_1C36-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S04-6561-DC902A01-T1-A1-J05.bam	2755546f-1df4-52d6-94b7-ce5334a72da5	1001747774	b7506fb2f9c8d89d05d4036f1738c69b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-6561-DC902A01-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_6561-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-6254-46B8E01D-T6-A2-J02.aln.dup.realn.recal.rp.bam	fa47ca95-93a6-5bec-acb2-04f0372d7956	13407861513	af1e774d17afffbeb6e33e7e2f2e2fc7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-6254-46B8E01D-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_6254-T6-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample
file	CGP-S03-05CA-1EB27E0D-T6-A2-J01.aln.dup.realn.recal.rp.bam	7e8df19c-fc69-5203-81f5-e473cd964c1b	1.47746E+11	1b0c734813c79f4fc87280c44bfd8ebe	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-05CA-1EB27E0D-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_05CA-T6-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample
file	CGP-S03-D732-16ACBD5E-T1-A1-J05.bam	321093af-fe42-544d-af48-5d78db245311	746382824	47bed85187314400b43ea0c77db21e40	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-D732-16ACBD5E-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_D732-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-E2CD-422941DC-T6-A2-J01.aln.dup.realn.recal.rp.bam	2982c085-9706-5b26-baa6-0c9039af57f6	1.51622E+11	309cf848ab1e893d151376a0e0e4c7b6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E2CD-422941DC-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_E2CD-T6-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample
file	CGP-S01-4990-0F57044D-T6-A2-J02.aln.dup.realn.recal.rp.bam	7dd64ce9-87ce-5594-be98-290a6e725a70	11834275726	1ef33c17dc6a007019248f3af8a3c0bb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-4990-0F57044D-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_4990-T6-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample
file	STAR_S03-B70F-A1-M03u-T1_Aligned.out.bam	182663ed-c12e-53e7-ba29-f27b72d1400a	10370618589	9e511b4096bb37fed35fca148b0964b3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S03-B70F-A1-M03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_B70F-T1-A1-M03	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample
file	CGP-S04-B02B-C79E81B1-T1-A1-J05.bam	4f9ef7ff-551c-508e-9d92-70ef255a1cf4	1237819281	bf872e690d6291096344e396715027b3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-B02B-C79E81B1-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_B02B-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-95FC-9C6A0907-T1-A2-J01.aln.dup.realn.recal.rp.bam	d371d133-2e56-54d8-9b86-daa2a07e13f4	1.56648E+11	c9ebad491a5f6f80ca4a6aa6db8acb93	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-95FC-9C6A0907-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_95FC-T1-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample
file	CGP-S03-5E9A-305F1E05-T1-A1-J02.aln.dup.realn.recal.rp.bam	ee802d23-f2f3-59d7-b913-fdda563224fd	16659504520	56d71c63d268dbfe845c6ac7d09513ff	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-5E9A-305F1E05-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_5E9A-T1-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample
file	STAR_S04-BF76-A1-J03u-T1_Aligned.out.bam	0dec9246-4fdf-5b4b-94ed-70f1e5d74fc2	9664063291	9ac84a0fe6c94b7dddeda4c8697d2918	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-BF76-A1-J03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_BF76-T1-A1-J03	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample
file	CGP-S03-63FE-C593177F-T1-A1-J01.aln.dup.realn.recal.rp.bam	1c0f024f-867e-52e0-a8fe-bb802bcc3039	1.61349E+11	e68989da7cb37b957bcc34e89b065756	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-63FE-C593177F-T1-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_63FE-T1-A1-J01	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-6638-239C72AB-T1-A1-J05.bam	4aa207fa-610a-5cb9-88db-1ca9c62ae6ec	784504720	517b12cfb2f702384ab9dbf0abf7174a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-6638-239C72AB-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_6638-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S02-81E2-462117FD-T6-A2-J01.aln.dup.realn.recal.rp.bam	91981541-9bb9-5216-a207-41be6c4efcf4	1.32266E+11	a4e9436a60228dffdb6f303abfe003e0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-81E2-462117FD-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_81E2-T6-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample
file	STAR_S03-B3CE-A1-M03u-T1_Aligned.out.bam	bd477f25-ac13-51b0-8e7a-055d9bb6d82b	8415292903	20f3b54a2937c08dbaf518b6c1aa2caf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S03-B3CE-A1-M03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_B3CE-T1-A1-M03	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample
file	CGP-S03-6254-B2319F0A-T1-A2-J02.aln.dup.realn.recal.rp.bam	09702dc2-4fd6-58e8-a247-d9a3d3996640	14720527112	3315c0031189a2093b170f4c2346b25f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-6254-B2319F0A-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_6254-T1-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample
file	CGP-S03-E952-6EE7A20D-T1-A2-J01.aln.dup.realn.recal.rp.bam	e961c545-14db-5859-9b44-11d0c1c52564	2.00995E+11	05b37f072e00a0250c2009b74c7af0e2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E952-6EE7A20D-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_E952-T1-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample
file	CGP-S01-D7EC-849CAB94-T6-A2-J02.aln.dup.realn.recal.rp.bam	243bfe09-d672-5033-a22a-a447a9187af0	14352988704	0961a71303eca47e3a9309307d7e7ed9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-D7EC-849CAB94-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_D7EC-T6-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample
file	CGP-S03-03A6-D5E53E60-T6-A1-M01.aln.dup.realn.recal.rp.bam	3bc9c36d-f4bd-51cb-b787-3480d316e030	1.4458E+11	decc018aa845b94ce367ae6c14710ec1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-03A6-D5E53E60-T6-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_03A6-T6-A1-M01	Whole Genome Sequence File	WGS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-905D-889A51E3-T1-A2-J01.aln.dup.realn.recal.rp.bam	e5fb7e52-e527-5b71-ac9e-6ba7226848f5	1.55841E+11	6f7c0dfbed8e244d51e7c3228b8f0590	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-905D-889A51E3-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_905D-T1-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample
file	STAR_S04-1166-A1-J03u-T1_Aligned.out.bam	12bcad44-f3a1-5883-84a7-121692c62c84	15573873034	140990ee85afa57525fe1e4f9236253c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-1166-A1-J03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_1166-T1-A1-J03	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample
file	CGP-S04-C3C0-BFF1962A-T1-A1-J05.bam	60b99373-0643-5006-9edd-13c909c2b725	1093161540	02d678f61d4e9a88dc1f61e46b92ae54	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-C3C0-BFF1962A-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_C3C0-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-1793-9A20B6D4-T1-A2-J01.aln.dup.realn.recal.rp.bam	3ba5834c-7381-5077-943b-6b1c3d78f905	1.63025E+11	e3c4b730f098bc61ad2b2002f7452130	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1793-9A20B6D4-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_1793-T1-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample
file	CGP-S01-502F-4A480BBA-T1-A1-J05.bam	44f67285-4c6d-57c2-b5a8-6e5add83b4fc	905071251	15eb009c2f40d704f3bc54402976edc7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-502F-4A480BBA-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_502F-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-49E6-C02E2F44-T6-A2-J01.aln.dup.realn.recal.rp.bam	815b8e40-d393-5e5c-9796-07891e8e5538	1.61355E+11	8c51fdefb10892a367ae6885d473d0a3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-49E6-C02E2F44-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_49E6-T6-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample
file	CGP-S01-FECA-CC0CE147-T6-A2-J01.aln.dup.realn.recal.rp.bam	3c598275-9449-5926-8937-76ee9bf2492e	1.50165E+11	6fa148660e3d0dcbc2822c7dc10ba610	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-FECA-CC0CE147-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_FECA-T6-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample
file	CGP-S03-F5BE-B07AA7DD-T1-A2-J01.aln.dup.realn.recal.rp.bam	774b6356-4a5b-5271-a409-220a05de9ae3	1.8861E+11	cc0a8b2f2a7808c12c5827fe027ef21e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-F5BE-B07AA7DD-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_F5BE-T1-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample
file	STAR_S03-E952-A1-M03u-T1_Aligned.out.bam	3cb1aaf1-286a-5468-a6ce-65bac64e5da0	9123345189	5b2062c3394016c754fece270a4fd42d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S03-E952-A1-M03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_E952-T1-A1-M03	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample
file	CGP-S04-157E-7CE399D6-T6-A1-J02.aln.dup.realn.recal.rp.bam	4b097ef6-24c0-53bd-bfd6-d4491a23818e	22166866928	69dbbe270a2f626afc05d4579b42f51f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-7CE399D6-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_157E-T6-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-C561-D528A916-T6-A2-J01.aln.dup.realn.recal.rp.bam	b2e8c0d7-c12a-54af-b78c-296827e9443a	1.41152E+11	1b8461983a46e63909e3b009a10eb43c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-C561-D528A916-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_C561-T6-A2-J01	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample
file	CGP-S04-22C7-49266C61-T1-A1-J05.bam	75bedd07-e6e0-5743-93d1-4252830e568a	1043222602	ccdad844d756c4e1f7db50c1ce8d71e1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-22C7-49266C61-T1-A1-J05.bam	bam	['Open']		GLIOMA01-i_22C7-T1-A1-J05	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-ED99-1A37BC31-T6-A2-J02.aln.dup.realn.recal.rp.bam	25f20268-b3e3-5854-9013-4237b98046e1	19930315031	83610d3d985f6a72ded5737d66c2961d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-ED99-1A37BC31-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_ED99-T6-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample
file	STAR_S01-DCD0-A2-J03u-T1_Aligned.out.bam	61241149-9fef-5410-97c6-2e014004b0ed	4199529666	3ed2ebca2ef50f6c62839a3001683e0f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S01-DCD0-A2-J03u-T1_Aligned.out.bam	bam	['Open']		GLIOMA01-i_DCD0-T1-A2-J03	RNA Sequence File	RNA-seq: FFPE prepared tumor tissue sample
file	CGP-S03-51A5-73D32C6F-T6-A1-J01.aln.dup.realn.recal.rp.bam	07f02db3-b139-5367-9222-0d7c7a22dde5	1.30793E+11	52ec1bad9f062eefbf7ae4f1a87be69b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-51A5-73D32C6F-T6-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_51A5-T6-A1-J01	Whole Genome Sequence File	WGS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-C04D-93D6D4A0-T6-A1-J02.aln.dup.realn.recal.rp.bam	ff857610-58b1-5772-9819-d69c37c70bde	17948868115	3686f8e5777adee102c74f7eebb32ea7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-C04D-93D6D4A0-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_C04D-T6-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-FC65-30BD854E-T1-A1-M01.aln.dup.realn.recal.rp.bam	4d4f0213-84cc-56d1-9a3c-c802c3bafb82	1.58102E+11	ba59bd141c6add45871ed86c7eeeca44	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-FC65-30BD854E-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_FC65-T1-A1-M01	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample
file	CGP-S01-D7EC-827628B2-T1-A2-J02.aln.dup.realn.recal.rp.bam	b671c86a-b372-55d1-be92-85b22965fa35	13919748086	142ca07e392e423ffcb0ca840b374d10	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-D7EC-827628B2-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_D7EC-T1-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample
file	CGP-S04-5CE5-1654B4F1-T1-A1-J02.aln.dup.realn.recal.rp.bam	19475346-5323-51db-8cf9-59429ed4ab22	20530987984	e84cdf20e6378e640dffa9f6def893fa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-5CE5-1654B4F1-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_5CE5-T1-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample
file	CGP-S04-D026-312A0DCF-T1-A1-J02.aln.dup.realn.recal.rp.bam	a2f7d9c1-8178-5447-b06e-7720822631fa	19310287835	3f0566855e38a124f5c21c5c16843b5f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-D026-312A0DCF-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_D026-T1-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-FC65-83D38397-T6-A1-M01.aln.dup.realn.recal.rp.bam	3c74d7f1-4883-5107-ad0e-f44fd0291f4e	1.60138E+11	e593bacc6361caac61fb52d897f74a9c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-FC65-83D38397-T6-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_FC65-T6-A1-M01	Whole Genome Sequence File	WGS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-63FE-9B2854F6-T6-A1-J02.aln.dup.realn.recal.rp.bam	87c87dcb-863d-5744-ad8b-ddf8eca24bef	21878277216	2e99683350efb88453117b74cc06158e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-63FE-9B2854F6-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_63FE-T6-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample
file	CGP-S03-95FC-9C6A0907-T1-A2-J02.aln.dup.realn.recal.rp.bam	d451e963-9700-5c05-94f1-679c989d9e79	19583057171	0ef78fece545b9e3facbe5902734370c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-95FC-9C6A0907-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_95FC-T1-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample
file	CGP-S03-D0EE-DCA6AF4A-T1-A2-J02.aln.dup.realn.recal.rp.bam	5c18dcac-1a35-590e-a534-af960e18862c	10208091270	da5c577715a9b54692cfd2ec87716af4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-D0EE-DCA6AF4A-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_D0EE-T1-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample
file	CGP-S03-D732-16ACBD5E-T1-A1-J02.aln.dup.realn.recal.rp.bam	af122db8-e043-57be-8195-53d14adbe0d7	18025894592	588888d7c85773a9f8a93f7267cb0b5d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-D732-16ACBD5E-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_D732-T1-A1-J02	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-E952-763D0F6C-T1-A1-M01.aln.dup.realn.recal.rp.bam	1c4fe0f5-8f31-5541-8719-e4712785dd5b	1.80849E+11	e57b0cbd762993a2e17ef5bc91e66918	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E952-763D0F6C-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_E952-T1-A1-M01	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample
file	CGP-S03-E2CD-422941DC-T6-A2-J02.aln.dup.realn.recal.rp.bam	bd1826a2-73a0-5741-8dff-4d062cb02175	68684835025	f95c9cbba120c0e31e1aa4a6473ed9ad	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E2CD-422941DC-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']		GLIOMA01-i_E2CD-T6-A2-J02	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample
