reference_genome_assembly	design_description	library_strategy	library_layout	library_source	type	genomic_info_id	file.file_id	platform	instrument_model	library_selection
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c62eb70-fb35-11ed-b2d2-3b5dd5804480	dg.4DFC/6c62eb70-fb35-11ed-b2d2-3b5dd5804480	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c630d76-fb35-11ed-b72e-87a1e813f895	dg.4DFC/6c630d76-fb35-11ed-b72e-87a1e813f895	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c632f18-fb35-11ed-958b-9bdde6c7f6db	dg.4DFC/6c632f18-fb35-11ed-958b-9bdde6c7f6db	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c635222-fb35-11ed-ae61-1f35a6b5ee95	dg.4DFC/6c635222-fb35-11ed-ae61-1f35a6b5ee95	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6373ce-fb35-11ed-b43f-87873f649d15	dg.4DFC/6c6373ce-fb35-11ed-b43f-87873f649d15	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6395ac-fb35-11ed-b02c-b7c66075f1cd	dg.4DFC/6c6395ac-fb35-11ed-b02c-b7c66075f1cd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c63baf0-fb35-11ed-ace3-0b829cc69ffb	dg.4DFC/6c63baf0-fb35-11ed-ace3-0b829cc69ffb	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c63dcb0-fb35-11ed-adce-c7748b751050	dg.4DFC/6c63dcb0-fb35-11ed-adce-c7748b751050	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6402e4-fb35-11ed-94f7-2b97e4bfa14c	dg.4DFC/6c6402e4-fb35-11ed-94f7-2b97e4bfa14c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c642620-fb35-11ed-9115-bb0fcf4e836b	dg.4DFC/6c642620-fb35-11ed-9115-bb0fcf4e836b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6447d6-fb35-11ed-b0d6-f74a7c75108d	dg.4DFC/6c6447d6-fb35-11ed-b0d6-f74a7c75108d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c64698c-fb35-11ed-a7f2-5333d929ff59	dg.4DFC/6c64698c-fb35-11ed-a7f2-5333d929ff59	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c648c14-fb35-11ed-a7fa-53be28c40f29	dg.4DFC/6c648c14-fb35-11ed-a7fa-53be28c40f29	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c64adb6-fb35-11ed-8ec9-73335d19b8f2	dg.4DFC/6c64adb6-fb35-11ed-8ec9-73335d19b8f2	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c64cf08-fb35-11ed-bcb4-6f8174208576	dg.4DFC/6c64cf08-fb35-11ed-bcb4-6f8174208576	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c64f0f0-fb35-11ed-b84a-776af94ad040	dg.4DFC/6c64f0f0-fb35-11ed-b84a-776af94ad040	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c651300-fb35-11ed-a59c-57c962c2b04a	dg.4DFC/6c651300-fb35-11ed-a59c-57c962c2b04a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c653538-fb35-11ed-a6aa-67e121c4680a	dg.4DFC/6c653538-fb35-11ed-a6aa-67e121c4680a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6556c6-fb35-11ed-9341-bf6fe4f4a29d	dg.4DFC/6c6556c6-fb35-11ed-9341-bf6fe4f4a29d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c657c28-fb35-11ed-9b44-93447c61babc	dg.4DFC/6c657c28-fb35-11ed-9b44-93447c61babc	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c659f0a-fb35-11ed-bd91-f3b6c88bbc2b	dg.4DFC/6c659f0a-fb35-11ed-bd91-f3b6c88bbc2b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c65c638-fb35-11ed-8a6a-f3d4dd582c8f	dg.4DFC/6c65c638-fb35-11ed-8a6a-f3d4dd582c8f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c65e8e8-fb35-11ed-a76d-c3f49780e12b	dg.4DFC/6c65e8e8-fb35-11ed-a76d-c3f49780e12b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c660ad0-fb35-11ed-b892-e3a06089fc2c	dg.4DFC/6c660ad0-fb35-11ed-b892-e3a06089fc2c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c662ca4-fb35-11ed-b82f-c7db6c9696ee	dg.4DFC/6c662ca4-fb35-11ed-b82f-c7db6c9696ee	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c664e82-fb35-11ed-953b-43176003f126	dg.4DFC/6c664e82-fb35-11ed-953b-43176003f126	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c667092-fb35-11ed-8259-178a00f4388e	dg.4DFC/6c667092-fb35-11ed-8259-178a00f4388e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6691ee-fb35-11ed-ac7a-5774df343968	dg.4DFC/6c6691ee-fb35-11ed-ac7a-5774df343968	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c66b764-fb35-11ed-a899-c34c651f069a	dg.4DFC/6c66b764-fb35-11ed-a899-c34c651f069a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c66daa0-fb35-11ed-a410-33217a5b3e5e	dg.4DFC/6c66daa0-fb35-11ed-a410-33217a5b3e5e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c67005c-fb35-11ed-8912-4b270d8c4432	dg.4DFC/6c67005c-fb35-11ed-8912-4b270d8c4432	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6721ea-fb35-11ed-bb7d-dbd534a63249	dg.4DFC/6c6721ea-fb35-11ed-bb7d-dbd534a63249	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c674332-fb35-11ed-804f-27eea2de7f95	dg.4DFC/6c674332-fb35-11ed-804f-27eea2de7f95	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c676538-fb35-11ed-afcd-4344d10bf2b8	dg.4DFC/6c676538-fb35-11ed-afcd-4344d10bf2b8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c67870c-fb35-11ed-9604-9fee63ee0515	dg.4DFC/6c67870c-fb35-11ed-9604-9fee63ee0515	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c67ac46-fb35-11ed-a496-c3a4dfaef949	dg.4DFC/6c67ac46-fb35-11ed-a496-c3a4dfaef949	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c67cdca-fb35-11ed-bdc8-1726c6ee3693	dg.4DFC/6c67cdca-fb35-11ed-bdc8-1726c6ee3693	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c67ef62-fb35-11ed-92bf-b38ecd592bf8	dg.4DFC/6c67ef62-fb35-11ed-92bf-b38ecd592bf8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6810fa-fb35-11ed-b968-039f5893b3dc	dg.4DFC/6c6810fa-fb35-11ed-b968-039f5893b3dc	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c68383c-fb35-11ed-b99f-ef4ed49d1f65	dg.4DFC/6c68383c-fb35-11ed-b99f-ef4ed49d1f65	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c685a60-fb35-11ed-9a25-87d20fe1debd	dg.4DFC/6c685a60-fb35-11ed-9a25-87d20fe1debd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c687bbc-fb35-11ed-9cd6-8f347b3c7c06	dg.4DFC/6c687bbc-fb35-11ed-9cd6-8f347b3c7c06	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c689da4-fb35-11ed-9e2a-5f0a75a9a1f5	dg.4DFC/6c689da4-fb35-11ed-9e2a-5f0a75a9a1f5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c68bee2-fb35-11ed-9709-53361ff366eb	dg.4DFC/6c68bee2-fb35-11ed-9709-53361ff366eb	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c68e098-fb35-11ed-9716-8b20da5d008f	dg.4DFC/6c68e098-fb35-11ed-9716-8b20da5d008f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c690244-fb35-11ed-b0d0-7bbe9de04814	dg.4DFC/6c690244-fb35-11ed-b0d0-7bbe9de04814	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c692404-fb35-11ed-a2e7-8f0d4bcba112	dg.4DFC/6c692404-fb35-11ed-a2e7-8f0d4bcba112	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6944f2-fb35-11ed-86e4-13cd178a6a0b	dg.4DFC/6c6944f2-fb35-11ed-86e4-13cd178a6a0b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c696950-fb35-11ed-a73f-eb84b049e9e4	dg.4DFC/6c696950-fb35-11ed-a73f-eb84b049e9e4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6990ce-fb35-11ed-adbd-932982f1c138	dg.4DFC/6c6990ce-fb35-11ed-adbd-932982f1c138	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c69b270-fb35-11ed-9270-1f6dc0c6555f	dg.4DFC/6c69b270-fb35-11ed-9270-1f6dc0c6555f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c69d3c2-fb35-11ed-83d5-b7b6edab8052	dg.4DFC/6c69d3c2-fb35-11ed-83d5-b7b6edab8052	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c69f4e2-fb35-11ed-abbf-8b243cdc8db1	dg.4DFC/6c69f4e2-fb35-11ed-abbf-8b243cdc8db1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6a16d4-fb35-11ed-8c58-a304b69e0fb9	dg.4DFC/6c6a16d4-fb35-11ed-8c58-a304b69e0fb9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6a3826-fb35-11ed-b670-d79dce4811b3	dg.4DFC/6c6a3826-fb35-11ed-b670-d79dce4811b3	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6a58c4-fb35-11ed-ae63-1bc4265f01f0	dg.4DFC/6c6a58c4-fb35-11ed-ae63-1bc4265f01f0	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6a7a02-fb35-11ed-abd0-af78cb4887a1	dg.4DFC/6c6a7a02-fb35-11ed-abd0-af78cb4887a1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6a9bc2-fb35-11ed-aa93-ff20b3f15b8f	dg.4DFC/6c6a9bc2-fb35-11ed-aa93-ff20b3f15b8f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6abf9e-fb35-11ed-aa7a-17aee2f18d60	dg.4DFC/6c6abf9e-fb35-11ed-aa7a-17aee2f18d60	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ae406-fb35-11ed-81f3-27d7271d5295	dg.4DFC/6c6ae406-fb35-11ed-81f3-27d7271d5295	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6b0594-fb35-11ed-a81a-f3b0f0ba06eb	dg.4DFC/6c6b0594-fb35-11ed-a81a-f3b0f0ba06eb	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6b26e6-fb35-11ed-a256-7bf3b199a176	dg.4DFC/6c6b26e6-fb35-11ed-a256-7bf3b199a176	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6b48a6-fb35-11ed-8f23-b37545acc8e5	dg.4DFC/6c6b48a6-fb35-11ed-8f23-b37545acc8e5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6b69bc-fb35-11ed-9236-831aed8328a3	dg.4DFC/6c6b69bc-fb35-11ed-9236-831aed8328a3	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6b8e60-fb35-11ed-9f34-93e363b3c0cc	dg.4DFC/6c6b8e60-fb35-11ed-9f34-93e363b3c0cc	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6bafda-fb35-11ed-926f-5b90ae18093d	dg.4DFC/6c6bafda-fb35-11ed-926f-5b90ae18093d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6bd140-fb35-11ed-8666-6f2ded1c8b6d	dg.4DFC/6c6bd140-fb35-11ed-8666-6f2ded1c8b6d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6bf7d8-fb35-11ed-8e87-3b422e9f337b	dg.4DFC/6c6bf7d8-fb35-11ed-8e87-3b422e9f337b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6c1d30-fb35-11ed-b738-1fb6f244f105	dg.4DFC/6c6c1d30-fb35-11ed-b738-1fb6f244f105	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6c3ea0-fb35-11ed-be65-cfe0b9933f95	dg.4DFC/6c6c3ea0-fb35-11ed-be65-cfe0b9933f95	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6c5fac-fb35-11ed-8506-3be43c85378e	dg.4DFC/6c6c5fac-fb35-11ed-8506-3be43c85378e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6c82e8-fb35-11ed-8450-5bc57aba8b8e	dg.4DFC/6c6c82e8-fb35-11ed-8450-5bc57aba8b8e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ca732-fb35-11ed-8c6b-3bf158b2e3be	dg.4DFC/6c6ca732-fb35-11ed-8c6b-3bf158b2e3be	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6cca0a-fb35-11ed-aa26-cf6bf2278e9a	dg.4DFC/6c6cca0a-fb35-11ed-aa26-cf6bf2278e9a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ceb20-fb35-11ed-b0de-e3ba37b57a08	dg.4DFC/6c6ceb20-fb35-11ed-b0de-e3ba37b57a08	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6d0c90-fb35-11ed-9593-fb04ab4073cb	dg.4DFC/6c6d0c90-fb35-11ed-9593-fb04ab4073cb	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6d2e6e-fb35-11ed-b32d-43a2ccea4ae4	dg.4DFC/6c6d2e6e-fb35-11ed-b32d-43a2ccea4ae4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6d4fa2-fb35-11ed-ab39-cb6d21a71f18	dg.4DFC/6c6d4fa2-fb35-11ed-ab39-cb6d21a71f18	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6d74c8-fb35-11ed-88dc-574908fd5ce2	dg.4DFC/6c6d74c8-fb35-11ed-88dc-574908fd5ce2	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6d9a16-fb35-11ed-b16a-8bace31ebb49	dg.4DFC/6c6d9a16-fb35-11ed-b16a-8bace31ebb49	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6dbc6c-fb35-11ed-acd8-977322d7decf	dg.4DFC/6c6dbc6c-fb35-11ed-acd8-977322d7decf	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ddd96-fb35-11ed-a0b2-7747f780afd8	dg.4DFC/6c6ddd96-fb35-11ed-a0b2-7747f780afd8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6dff1a-fb35-11ed-95ce-7f1794f8e866	dg.4DFC/6c6dff1a-fb35-11ed-95ce-7f1794f8e866	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6e204e-fb35-11ed-85f1-9b911cfca479	dg.4DFC/6c6e204e-fb35-11ed-85f1-9b911cfca479	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6e413c-fb35-11ed-91ae-eb7bdc891544	dg.4DFC/6c6e413c-fb35-11ed-91ae-eb7bdc891544	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6e634c-fb35-11ed-891a-037559022a82	dg.4DFC/6c6e634c-fb35-11ed-891a-037559022a82	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6e84a8-fb35-11ed-bb5a-37a75ee86aa8	dg.4DFC/6c6e84a8-fb35-11ed-bb5a-37a75ee86aa8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ea636-fb35-11ed-910a-afb6fc58a1ec	dg.4DFC/6c6ea636-fb35-11ed-910a-afb6fc58a1ec	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ecaee-fb35-11ed-8447-bfb55bb68952	dg.4DFC/6c6ecaee-fb35-11ed-8447-bfb55bb68952	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6eecfe-fb35-11ed-949a-e79a284791c0	dg.4DFC/6c6eecfe-fb35-11ed-949a-e79a284791c0	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6f0dc4-fb35-11ed-b8fc-f7822553301c	dg.4DFC/6c6f0dc4-fb35-11ed-b8fc-f7822553301c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6f2f3e-fb35-11ed-a2f3-fba5b3e1eb08	dg.4DFC/6c6f2f3e-fb35-11ed-a2f3-fba5b3e1eb08	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6f543c-fb35-11ed-972d-6f8afd8ba7e0	dg.4DFC/6c6f543c-fb35-11ed-972d-6f8afd8ba7e0	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6f7520-fb35-11ed-aecd-7b72f21f0a8b	dg.4DFC/6c6f7520-fb35-11ed-aecd-7b72f21f0a8b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6f9776-fb35-11ed-8780-d32628b8933f	dg.4DFC/6c6f9776-fb35-11ed-8780-d32628b8933f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6fb896-fb35-11ed-9257-8b029376f71f	dg.4DFC/6c6fb896-fb35-11ed-9257-8b029376f71f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6fd9d4-fb35-11ed-bfa1-a325e920b997	dg.4DFC/6c6fd9d4-fb35-11ed-bfa1-a325e920b997	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c6ffa7c-fb35-11ed-aad5-33060edbb4f5	dg.4DFC/6c6ffa7c-fb35-11ed-aad5-33060edbb4f5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c701bce-fb35-11ed-86ee-ab6c8101306d	dg.4DFC/6c701bce-fb35-11ed-86ee-ab6c8101306d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c7040cc-fb35-11ed-94ba-9fe84e27b1d7	dg.4DFC/6c7040cc-fb35-11ed-94ba-9fe84e27b1d7	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c706192-fb35-11ed-96ec-4b20d8329b3c	dg.4DFC/6c706192-fb35-11ed-96ec-4b20d8329b3c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c7082c6-fb35-11ed-8dd0-337228fb5737	dg.4DFC/6c7082c6-fb35-11ed-8dd0-337228fb5737	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c70a3a0-fb35-11ed-98f4-e382772afff5	dg.4DFC/6c70a3a0-fb35-11ed-98f4-e382772afff5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c70c7d6-fb35-11ed-8239-27c35e59ce58	dg.4DFC/6c70c7d6-fb35-11ed-8239-27c35e59ce58	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c70e8d8-fb35-11ed-82aa-43046e331c31	dg.4DFC/6c70e8d8-fb35-11ed-82aa-43046e331c31	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c7109a8-fb35-11ed-b05c-b34f04232b90	dg.4DFC/6c7109a8-fb35-11ed-b05c-b34f04232b90	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c712e92-fb35-11ed-a8a2-53e2ee86e08c	dg.4DFC/6c712e92-fb35-11ed-a8a2-53e2ee86e08c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c714fe4-fb35-11ed-afe2-b3109c7c819a	dg.4DFC/6c714fe4-fb35-11ed-afe2-b3109c7c819a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c7178b6-fb35-11ed-bff2-e78a87031bfd	dg.4DFC/6c7178b6-fb35-11ed-bff2-e78a87031bfd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c719a26-fb35-11ed-abde-2b2d348a441c	dg.4DFC/6c719a26-fb35-11ed-abde-2b2d348a441c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c71bba0-fb35-11ed-b865-bb3b8ad9b585	dg.4DFC/6c71bba0-fb35-11ed-b865-bb3b8ad9b585	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c71dc5c-fb35-11ed-a186-33d7ef5dee39	dg.4DFC/6c71dc5c-fb35-11ed-a186-33d7ef5dee39	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c71fed0-fb35-11ed-be27-47e625da6eaf	dg.4DFC/6c71fed0-fb35-11ed-be27-47e625da6eaf	Not specified in data	Not specified in data	Not specified in data
