type	file_id	crdc_id	experimental_strategy_and_data_subtypes	experimental_strategy_and_data_subtypes_concept_code	file_description	file_mapping_level	file_mapping_level_concept_code	file_name	file_size	file_type	file_type_concept_code	file_url_in_cds	is_supplementary_file	md5sum	release_datetime	sample.sample_id	study.phs_accession	submission_version
file	dg.4DFC/62158843-e640-40ec-bf5a-1eea1c4aaff8	dg.4DFC/62158843-e640-40ec-bf5a-1eea1c4aaff8	RNA-Seq	C124261	"MultiQC report file aggregating FastQC statistics, used in MultiQC plotting"	Sample	C70699	mqc_fastqc_per_sequence_gc_content_plot_Counts.txt	34195	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_fastqc_per_sequence_gc_content_plot_Counts.txt		37817158ec6397bf777682036ed2ca56	2025-10-03T12:02:01Z	6949-JMM-0089.pdx.samp | 6949-JMM-0107.pdx.samp | 6949-JMM-0106.pdx.samp | 6949-JMM-0083.pdx.samp | 6949-JMM-0075.pdx.samp | 6949-JMM-0093.pdx.samp | 6949-JMM-0091.pdx.samp | 6949-JMM-0074.pdx.samp | 6949-JMM-0097.pdx.samp | 6949-JMM-0100.pdx.samp | 6949-JMM-0105.pdx.samp | 6949-JMM-0085.pdx.samp | 6949-JMM-0078.pdx.samp | 6949-JMM-0101.pdx.samp | 6949-JMM-0094.pdx.samp | 6949-JMM-0098.pdx.samp | 6949-JMM-0090.pdx.samp | 6949-JMM-0099.pdx.samp | 6949-JMM-0088.pdx.samp | 6949-JMM-0095.pdx.samp | 6949-JMM-0092.pdx.samp | 6949-JMM-0082.pdx.samp | 6949-JMM-0084.pdx.samp | 6949-JMM-0087.pdx.samp | 6949-JMM-0104.pdx.samp | 6949-JMM-0079.pdx.samp | 6949-JMM-0103.pdx.samp | 6949-JMM-0108.pdx.samp | 6949-JMM-0080.pdx.samp | 6949-JMM-0102.pdx.samp | 6949-JMM-0077.pdx.samp | 6949-JMM-0081.pdx.samp | 6949-JMM-0073.pdx.samp | 6949-JMM-0096.pdx.samp | 6949-JMM-0086.pdx.samp | 6949-JMM-0076.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/624019f6-1e3f-49d1-9daf-a46aed23bfcd	dg.4DFC/624019f6-1e3f-49d1-9daf-a46aed23bfcd	DNA-Seq	C153598	"Table of selected extracted fields from the final VCF of combined SNP and insertions and deletions following filtering by FilterMutectCalls, depth and quality filters and annoated with dbSNP IDs and SNPeff. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID and snpEFF"	Sample	C70699	6949-JMM-0063_snpsift_finalTable.txt	22654636	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0063/6949-JMM-0063_snpsift_finalTable.txt		bb5bbc8e208d2c5d8064cb494890d0cc	2025-10-03T12:02:01Z	6949-JMM-0063.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/625ff0fd-28f0-4988-a676-b0c9a86a9f24	dg.4DFC/625ff0fd-28f0-4988-a676-b0c9a86a9f24	DNA-Seq	C153598	Microsatellite instability (MSI) detection results from MSIsensor2. Sample is considered MSI-high if the percent of somatic sites is greater than 20 (https://github.com/niu-lab/msisensor2)	Sample	C70699	6949-JMM-0058_msisensor	61	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0058/msi/6949-JMM-0058_msisensor		111b54788d8cbaa5674c07cd9f402e26	2025-10-03T12:02:01Z	6949-JMM-0058.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62669674-bb43-4e0a-853c-7ebcad0119b9	dg.4DFC/62669674-bb43-4e0a-853c-7ebcad0119b9	RNA-Seq	C124261	"Human BAM index file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0089_human.transcript.sorted.bam.bai	13977728	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0089_human/bam/6949-JMM-0089_human.transcript.sorted.bam.bai		3aade580477a5c35ac3b51da76097c67	2025-10-03T12:02:01Z	6949-JMM-0089.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/627b1a7a-ce65-40e7-8350-a778b1892782	dg.4DFC/627b1a7a-ce65-40e7-8350-a778b1892782	DNA-Seq	C153598	"BAM index file for BAM derived from raw reads trimmed with CutAdapt, mapped with BWA to GRCh38,  primer sequence was removed with primerclip, and finally GATK BaseRecalibration and BQSR applicaiton."	Sample	C70699	6949-JMM-0042_FP_realigned_BQSR.bai	1497648	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0042_FP/bam/6949-JMM-0042_FP_realigned_BQSR.bai		d73bc35c21df834209e3076891620716	2025-10-03T12:02:01Z	6949-JMM-0042_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62a01de7-5316-43b2-a2de-42e4531b73d4	dg.4DFC/62a01de7-5316-43b2-a2de-42e4531b73d4	DNA-Seq	C153598	Picard MarkDuplicates QC metrics	Sample	C70699	6949-JMM-0050_dup_metrics.txt	3699	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0050/stats/6949-JMM-0050_dup_metrics.txt		bb662fc9e0b2448576108b00193b9385	2025-10-03T12:02:01Z	6949-JMM-0050.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62a8fe32-14a3-46fa-96f6-ba03eec617dd	dg.4DFC/62a8fe32-14a3-46fa-96f6-ba03eec617dd	DNA-Seq	C153598	ASCAT inferred sample ploidy	Sample	C70699	6949-JMM-0052.ploidy.txt	17	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0052.ploidy.txt		51b3c01564be9e48c06a72d00c648eb1	2025-10-03T12:02:01Z	6949-JMM-0052.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62c29b16-809e-40e6-8b9e-ac3b6b8dc414	dg.4DFC/62c29b16-809e-40e6-8b9e-ac3b6b8dc414	RNA-Seq	C124261	RNA library strandedness report	Sample	C70699	6949-JMM-0093_strandedness.txt	1729	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0093/stats/6949-JMM-0093_strandedness.txt		4f5edc81877f503ae68d1bc363547909	2025-10-03T12:02:01Z	6949-JMM-0093.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62cc1f81-d39c-4d2d-8bf9-39fbb7d7de91	dg.4DFC/62cc1f81-d39c-4d2d-8bf9-39fbb7d7de91	RNA-Seq	C124261	"Human isoform expression quantification from RSEM. Raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations. Mapped reads were quantified with RSEM"	Sample	C70699	6949-JMM-0082_human.isoforms.results	21792744	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0082_human/6949-JMM-0082_human.isoforms.results		2560134a5246d69703327ac083e1ae82	2025-10-03T12:02:01Z	6949-JMM-0082.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62d64f09-a094-44d4-8b10-33b4a947c555	dg.4DFC/62d64f09-a094-44d4-8b10-33b4a947c555	DNA-Seq	C153598	FASTQC collected summarized results for read 1. FASTQ was run post raw read trimmer with CutAdapt	Sample	C70699	6949-JMM-0066_FP_R1_paired_trimmed_fastqc.zip	618143	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0066_FP/stats/6949-JMM-0066_FP_R1_paired_trimmed_fastqc.zip		3e37da5cfcc009c22dac8882ce82efb6	2025-10-03T12:02:01Z	6949-JMM-0066_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62d6ee0b-1b33-4c53-9e2c-1bb4c9656847	dg.4DFC/62d6ee0b-1b33-4c53-9e2c-1bb4c9656847	RNA-Seq	C124261	Mouse sample read group used in mapping	Sample	C70699	6949-JMM-0087_mouse_read_group.txt	132	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0087_mouse/stats/6949-JMM-0087_mouse_read_group.txt		f6d481e593b2a70476147f90788467e4	2025-10-03T12:02:01Z	6949-JMM-0087.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62dfa4b4-6cad-4f1f-9432-922d1b28dc41	dg.4DFC/62dfa4b4-6cad-4f1f-9432-922d1b28dc41	DNA-Seq	C153598	"VCF with combined SNP and insertions and deletions following filtering by FilterMutectCalls, depth and quality filters and annoated with dbSNP IDs and SNPeff. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID and snpEFF"	Sample	C70699	6949-JMM-0045_SNP_INDEL_filtered_annotated_final.vcf	99228500	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0045/6949-JMM-0045_SNP_INDEL_filtered_annotated_final.vcf		88bd294ea4227e25d0cff51650778b72	2025-10-03T12:02:01Z	6949-JMM-0045.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/62fd6bce-a8eb-49b4-80cd-ce441aa61bb5	dg.4DFC/62fd6bce-a8eb-49b4-80cd-ce441aa61bb5	RNA-Seq	C124261	"Human BAM alignment file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0078_human.transcript.sorted.bam	14306419060	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0078_human/bam/6949-JMM-0078_human.transcript.sorted.bam		76f386989b20f7b8aebb7ba512ccf3bd	2025-10-03T12:02:01Z	6949-JMM-0078.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/63071b83-a057-482e-abd1-0a099a36ecc6	dg.4DFC/63071b83-a057-482e-abd1-0a099a36ecc6	DNA-Seq	C153598	FastQC report files for read 2. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0039_R2.fastq.gz_filtered_trimmed_fastqc.zip	968186	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0039/stats/6949-JMM-0039_R2.fastq.gz_filtered_trimmed_fastqc.zip		2180d831d555994115e78e4357aa1b16	2025-10-03T12:02:01Z	6949-JMM-0039.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/631a3826-decf-4237-a15d-1c7d29242747	dg.4DFC/631a3826-decf-4237-a15d-1c7d29242747	DNA-Seq	C153598	On target percentage and coverage uniformity metrics. Calculations per: https://sfvideo.blob.core.windows.net/sitefinity/docs/default-source/application-note/primerclip-a-tool-for-trimming-primer-sequences-application-note.pdf?sfvrsn=cf83e107_14	Sample	C70699	6949-JMM-0070_FP_amplicon_coverage_metrics.txt	54	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0070_FP/stats/6949-JMM-0070_FP_amplicon_coverage_metrics.txt		182a76455bd4bb05f2c10453cd1af4ab	2025-10-03T12:02:01Z	6949-JMM-0070_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/633bd71c-5305-4333-a469-fbc776a73342	dg.4DFC/633bd71c-5305-4333-a469-fbc776a73342	DNA-Seq	C153598	"BAM index file for BAM derived from raw reads trimmed with CutAdapt, mapped with BWA to GRCh38,  primer sequence was removed with primerclip, and finally GATK BaseRecalibration and BQSR applicaiton."	Sample	C70699	6949-JMM-0061_FP_realigned_BQSR.bai	1484784	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0061_FP/bam/6949-JMM-0061_FP_realigned_BQSR.bai		5abf9e4565da735a338fbb56a4efdb78	2025-10-03T12:02:01Z	6949-JMM-0061_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/634d81c3-080d-4471-bc04-ede4827d38d0	dg.4DFC/634d81c3-080d-4471-bc04-ede4827d38d0	DNA-Seq	C153598	Ensembl v102 genes annotated with ASCAT CNV segments	Sample	C70699	6949-JMM-0040.segments_raw.extend.ensgene_cnvbreak.txt	18394493	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0040.segments_raw.extend.ensgene_cnvbreak.txt		34902875b87c98e18a40f37c3627fed6	2025-10-03T12:02:01Z	6949-JMM-0040.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/635604c6-08ca-47ab-9a1e-3cfa03c18369	dg.4DFC/635604c6-08ca-47ab-9a1e-3cfa03c18369	DNA-Seq	C153598	"Plot showing BAF and LogR pre correction for logR of the tumour sample with genomic GC content, replication timing used"	Sample	C70699	Before_correction_6949-JMM-0054.tumour.png	734890	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/Before_correction_6949-JMM-0054.tumour.png		c1b3662c8cebb76becda00415a0fc27e	2025-10-03T12:02:01Z	6949-JMM-0054.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/635de75d-9683-482b-a244-868bd1140f4b	dg.4DFC/635de75d-9683-482b-a244-868bd1140f4b	DNA-Seq	C153598	Plot showing tumor separated BAF	Sample	C70699	tumorSep6949-JMM-0061.png	592125	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/tumorSep6949-JMM-0061.png		bdfa8e4211a8b4034a5cb81368ddb894	2025-10-03T12:02:01Z	6949-JMM-0061.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/63849f14-65c5-478d-b644-5ba948599e1f	dg.4DFC/63849f14-65c5-478d-b644-5ba948599e1f	RNA-Seq	C124261	FastQC html report for read 1. FastQC run on quality and adapter trimmed reads	Sample	C70699	6949-JMM-0083.trimmed.R1_fastqc.html	654416	HTML	C142380	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0083/stats/6949-JMM-0083.trimmed.R1_fastqc.html		651ed38bbaf790df082525f2ed47e535	2025-10-03T12:02:01Z	6949-JMM-0083.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/6385edb9-f646-4eea-b8b0-0bbfee76c190	dg.4DFC/6385edb9-f646-4eea-b8b0-0bbfee76c190	DNA-Seq	C153598	"VCF with filtered insertion and deletion calls with dbSNP IDs. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID"	Sample	C70699	6949-JMM-0041_INDEL_filtered_dbsnpID.vcf	1736211	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0041/6949-JMM-0041_INDEL_filtered_dbsnpID.vcf		aa45edd730d7e5d77ec50df4170533cb	2025-10-03T12:02:01Z	6949-JMM-0041.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/63c2ae62-61cc-40bd-ba84-6727dc655d43	dg.4DFC/63c2ae62-61cc-40bd-ba84-6727dc655d43	DNA-Seq	C153598	FASTQC HTML report for read 1. FASTQ was run post raw read trimmer with CutAdapt	Sample	C70699	6949-JMM-0051_FP_R1_paired_trimmed_fastqc.html	644891	HTML	C142380	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0051_FP/stats/6949-JMM-0051_FP_R1_paired_trimmed_fastqc.html		6345d21d6ee63b10bd3b9f1689dd129d	2025-10-03T12:02:01Z	6949-JMM-0051_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/63cac642-672d-472c-938c-1c104bf90c40	dg.4DFC/63cac642-672d-472c-938c-1c104bf90c40	RNA-Seq	C124261	"Mouse deconvovled reads: read 2. Raw reads were quality and adapter trimmed with FastP, mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0107_sorted_mouse_2.fastq.gz	239162470	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0107/processed_reads/6949-JMM-0107_sorted_mouse_2.fastq.gz		d9543bd62a28e1b688ada44335e49253	2025-10-03T12:02:01Z	6949-JMM-0107.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/63ec49bd-a95c-4d30-be4b-5e5601953f04	dg.4DFC/63ec49bd-a95c-4d30-be4b-5e5601953f04	RNA-Seq	C124261	Human sample read group used in mapping	Sample	C70699	6949-JMM-0073_human_read_group.txt	132	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0073_human/stats/6949-JMM-0073_human_read_group.txt		41cd840038894485e5993e1db5149afd	2025-10-03T12:02:01Z	6949-JMM-0073.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/63fe7b0d-9a02-4b81-b97f-94a00322b65e	dg.4DFC/63fe7b0d-9a02-4b81-b97f-94a00322b65e	DNA-Seq	C153598	FastQC html report for read 1. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0060_R1.fastq.gz_filtered_trimmed_fastqc.html	615926	HTML	C142380	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0060/stats/6949-JMM-0060_R1.fastq.gz_filtered_trimmed_fastqc.html		598d2e66bb2f82ede292938f8b2485a3	2025-10-03T12:02:01Z	6949-JMM-0060.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/64093acd-ec84-4567-95eb-f88931168920	dg.4DFC/64093acd-ec84-4567-95eb-f88931168920	DNA-Seq	C153598	Plot showing raw ASCAT CNV profile	Sample	C70699	6949-JMM-0038.rawprofile.png	67781	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0038.rawprofile.png		3bab090cd83ea38b670fc30aff559a90	2025-10-03T12:02:01Z	6949-JMM-0038.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/64110649-95d9-4556-87b6-521e44c0882d	dg.4DFC/64110649-95d9-4556-87b6-521e44c0882d	DNA-Seq	C153598	FASTQC collected summarized results for read 2. FASTQ was run post raw read trimmer with CutAdapt	Sample	C70699	6949-JMM-0042_FP_R2_paired_trimmed_fastqc.zip	614521	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0042_FP/stats/6949-JMM-0042_FP_R2_paired_trimmed_fastqc.zip		51da9acfa2d6d4b58fd2671bc5516860	2025-10-03T12:02:01Z	6949-JMM-0042_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/64136076-2800-47d1-aee5-6b5c601d5591	dg.4DFC/64136076-2800-47d1-aee5-6b5c601d5591	DNA-Seq	C153598	Plot showing raw ASCAT CNV profile	Sample	C70699	6949-JMM-0042.rawprofile.png	64023	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0042.rawprofile.png		2290e1beed02b8331d8aa4679e30be8e	2025-10-03T12:02:01Z	6949-JMM-0042.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/644300d8-c0ee-4c7a-9cfa-44094eaaedf7	dg.4DFC/644300d8-c0ee-4c7a-9cfa-44094eaaedf7	DNA-Seq	C153598	BAM alignment file for BAM derived from raw reads trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK	Sample	C70699	6949-JMM-0059_realigned_BQSR.bam	33182937932	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0059/bam/6949-JMM-0059_realigned_BQSR.bam		65584b159c289979be3c959a7810e2dc	2025-10-03T12:02:01Z	6949-JMM-0059.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/644c7e6e-1e2c-4554-b118-bf6e4c45b198	dg.4DFC/644c7e6e-1e2c-4554-b118-bf6e4c45b198	DNA-Seq	C153598	Plot showing ASCAT CNV profile showing copy change from ploidy and regions of loss of heterozygosity	Sample	C70699	6949-JMM-0055_segmentsgenomeplot.copydiffploidy.png	45468	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0055_segmentsgenomeplot.copydiffploidy.png		07e3e737cdfe87b3237dac766d9d4558	2025-10-03T12:02:01Z	6949-JMM-0055.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/645dda9a-ba4a-4c19-adec-80978902e6cb	dg.4DFC/645dda9a-ba4a-4c19-adec-80978902e6cb	RNA-Seq	C124261	"Mouse isoform expression quantification from RSEM. Raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and mouse reads were mapped with STAR to GRCm38 with ensembl v102annotations. Mapped reads were quantified with RSEM"	Sample	C70699	6949-JMM-0094_mouse.isoforms.results	12630697	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0094_mouse/6949-JMM-0094_mouse.isoforms.results		d140de533df5b97b8073ecf0687ef5f5	2025-10-03T12:02:01Z	6949-JMM-0094.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/6465a042-229e-45a4-b21a-05573235c94a	dg.4DFC/6465a042-229e-45a4-b21a-05573235c94a	RNA-Seq	C124261	"Mouse gene expression quantification from RSEM. Raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCm38 with ensembl v102 annotations. Mapped reads were quantified with RSEM"	Sample	C70699	6949-JMM-0094_mouse.genes.results	7456376	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0094_mouse/6949-JMM-0094_mouse.genes.results		548d1283df14a2fb84a07d5ae4ba63e8	2025-10-03T12:02:01Z	6949-JMM-0094.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/646ab48d-61a0-42fc-87b3-bedcc0de9ece	dg.4DFC/646ab48d-61a0-42fc-87b3-bedcc0de9ece	DNA-Seq	C153598	"Human deconvovled reads: read 1. Raw reads were quality trimmed with a custom python script, and then mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0066_sorted_human_1.fastq.gz	11004622788	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0066/processed_reads/6949-JMM-0066_sorted_human_1.fastq.gz		cacbd63d6e6391e468c2fcb86876e30f	2025-10-03T12:02:01Z	6949-JMM-0066.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/6479f1b5-c3c8-4262-8bab-05b8c1da81e9	dg.4DFC/6479f1b5-c3c8-4262-8bab-05b8c1da81e9	DNA-Seq	C153598	FASTQC collected summarized results for read 2. FASTQ was run post raw read trimmer with CutAdapt	Sample	C70699	6949-JMM-0066_FP_R2_paired_trimmed_fastqc.zip	609510	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0066_FP/stats/6949-JMM-0066_FP_R2_paired_trimmed_fastqc.zip		eed01932a2bdd073b107df66d2e6dc7f	2025-10-03T12:02:01Z	6949-JMM-0066_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/649440c1-f098-42e0-bebc-73144534408e	dg.4DFC/649440c1-f098-42e0-bebc-73144534408e	RNA-Seq	C124261	"Human BAM alignment file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations."	Sample	C70699	6949-JMM-0076_human.transcript.sorted.bam	14637516184	BAM	C153249	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0076_human/bam/6949-JMM-0076_human.transcript.sorted.bam		9e370b5b41f328ed0f370c48eb4e6734	2025-10-03T12:02:01Z	6949-JMM-0076.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/649d4450-f373-464c-9b32-6892b902c931	dg.4DFC/649d4450-f373-464c-9b32-6892b902c931	DNA-Seq	C153598	Log file from GATK BaseRecalibrator	Sample	C70699	6949-JMM-0042_FP_recal_data.table	219397	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0042_FP/stats/6949-JMM-0042_FP_recal_data.table		2a060583df6f181edf68cc3d9862bb80	2025-10-03T12:02:01Z	6949-JMM-0042_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/64e2f148-4b14-4931-9227-f0e648f0074c	dg.4DFC/64e2f148-4b14-4931-9227-f0e648f0074c	RNA-Seq	C124261	"Human deconvovled reads: read 2. Raw reads were quality and adapter trimmed with FastP, mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0073_sorted_human_2.fastq.gz	4556213612	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0073/processed_reads/6949-JMM-0073_sorted_human_2.fastq.gz		d295dd6d6d4fd3f3cf142109c22441dd	2025-10-03T12:02:01Z	6949-JMM-0073.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/64e37d09-dd0d-449e-8eca-109f56b44d1e	dg.4DFC/64e37d09-dd0d-449e-8eca-109f56b44d1e	DNA-Seq	C153598	"Human deconvovled reads: read 1. Raw reads were quality trimmed with a custom python script, and then mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0053_sorted_human_1.fastq.gz	7938487212	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0053/processed_reads/6949-JMM-0053_sorted_human_1.fastq.gz		1e4c3b5c594bd7145273821c97913457	2025-10-03T12:02:01Z	6949-JMM-0053.pdx.samp	phs003163	phs003163.v1.p1
