reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717964ee-03d2-11ef-a1a9-639b8cb0db50	dg.4DFC/717964ee-03d2-11ef-a1a9-639b8cb0db50
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717989c4-03d2-11ef-a434-0790b26800d7	dg.4DFC/717989c4-03d2-11ef-a434-0790b26800d7
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7179ae68-03d2-11ef-90bb-6fb861ad5149	dg.4DFC/7179ae68-03d2-11ef-90bb-6fb861ad5149
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7179d352-03d2-11ef-a068-27f17d68ea80	dg.4DFC/7179d352-03d2-11ef-a068-27f17d68ea80
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7179f8aa-03d2-11ef-81c1-6b6b084f4199	dg.4DFC/7179f8aa-03d2-11ef-81c1-6b6b084f4199
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717a1db2-03d2-11ef-9f8d-7362d5e4ac84	dg.4DFC/717a1db2-03d2-11ef-9f8d-7362d5e4ac84
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717a4242-03d2-11ef-b556-3f1b2d158900	dg.4DFC/717a4242-03d2-11ef-b556-3f1b2d158900
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717a6768-03d2-11ef-bb48-575d9de82b22	dg.4DFC/717a6768-03d2-11ef-bb48-575d9de82b22
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717a8c2a-03d2-11ef-84e8-ebc232577794	dg.4DFC/717a8c2a-03d2-11ef-84e8-ebc232577794
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717ab1f0-03d2-11ef-a3c5-9bbc31ce9c8b	dg.4DFC/717ab1f0-03d2-11ef-a3c5-9bbc31ce9c8b
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717ad78e-03d2-11ef-85a9-730c99dce832	dg.4DFC/717ad78e-03d2-11ef-85a9-730c99dce832
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717afc3c-03d2-11ef-a8fd-67b0be33aab3	dg.4DFC/717afc3c-03d2-11ef-a8fd-67b0be33aab3
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717b214e-03d2-11ef-bd1a-8f873ca0d1a8	dg.4DFC/717b214e-03d2-11ef-bd1a-8f873ca0d1a8
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717b471e-03d2-11ef-b256-5f0061e21eb9	dg.4DFC/717b471e-03d2-11ef-b256-5f0061e21eb9
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717b6be0-03d2-11ef-ba5b-bb1414026e2d	dg.4DFC/717b6be0-03d2-11ef-ba5b-bb1414026e2d
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717b9084-03d2-11ef-9fca-db34971ef067	dg.4DFC/717b9084-03d2-11ef-9fca-db34971ef067
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717bb5c8-03d2-11ef-bbe7-b748f4a8d3f4	dg.4DFC/717bb5c8-03d2-11ef-bbe7-b748f4a8d3f4
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717bde04-03d2-11ef-84a0-cff31579e0cf	dg.4DFC/717bde04-03d2-11ef-84a0-cff31579e0cf
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717c02da-03d2-11ef-b0a5-8b13216a9c45	dg.4DFC/717c02da-03d2-11ef-b0a5-8b13216a9c45
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717c27a6-03d2-11ef-8a8a-1fb74c3dc33c	dg.4DFC/717c27a6-03d2-11ef-8a8a-1fb74c3dc33c
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717c4d76-03d2-11ef-9e38-43c5028fe54c	dg.4DFC/717c4d76-03d2-11ef-9e38-43c5028fe54c
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717c72e2-03d2-11ef-ad2d-e31296523337	dg.4DFC/717c72e2-03d2-11ef-ad2d-e31296523337
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717c979a-03d2-11ef-b2f4-d32278be6f53	dg.4DFC/717c979a-03d2-11ef-b2f4-d32278be6f53
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717cbcac-03d2-11ef-a62d-53c7caf5ae6d	dg.4DFC/717cbcac-03d2-11ef-a62d-53c7caf5ae6d
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717ce1be-03d2-11ef-9641-d73679d6a6d9	dg.4DFC/717ce1be-03d2-11ef-9641-d73679d6a6d9
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717d0b1c-03d2-11ef-9f3a-97e607dc4a08	dg.4DFC/717d0b1c-03d2-11ef-9f3a-97e607dc4a08
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717d3024-03d2-11ef-b410-03ef918ac45f	dg.4DFC/717d3024-03d2-11ef-b410-03ef918ac45f
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717d54c8-03d2-11ef-b79a-b728728bdc8f	dg.4DFC/717d54c8-03d2-11ef-b79a-b728728bdc8f
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717d79d0-03d2-11ef-9433-5fb184748293	dg.4DFC/717d79d0-03d2-11ef-9433-5fb184748293
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717d9f3c-03d2-11ef-84cb-2f22ecf18bf0	dg.4DFC/717d9f3c-03d2-11ef-84cb-2f22ecf18bf0
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717dc372-03d2-11ef-b337-0340669c79f4	dg.4DFC/717dc372-03d2-11ef-b337-0340669c79f4
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717de88e-03d2-11ef-a366-7b687084e305	dg.4DFC/717de88e-03d2-11ef-a366-7b687084e305
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717e0d5a-03d2-11ef-9693-cb1370678192	dg.4DFC/717e0d5a-03d2-11ef-9693-cb1370678192
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717e323a-03d2-11ef-a7b9-0b4cfec939f3	dg.4DFC/717e323a-03d2-11ef-a7b9-0b4cfec939f3
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717e5a58-03d2-11ef-9043-9391eea26037	dg.4DFC/717e5a58-03d2-11ef-9043-9391eea26037
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717e7ef2-03d2-11ef-a6b5-1faa7fdb0246	dg.4DFC/717e7ef2-03d2-11ef-a6b5-1faa7fdb0246
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717ea382-03d2-11ef-a659-7f0d1055bcb2	dg.4DFC/717ea382-03d2-11ef-a659-7f0d1055bcb2
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717ec8a8-03d2-11ef-b77d-a377f8caf721	dg.4DFC/717ec8a8-03d2-11ef-b77d-a377f8caf721
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717ef030-03d2-11ef-84c0-a73707d8ad22	dg.4DFC/717ef030-03d2-11ef-84c0-a73707d8ad22
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/717f1c86-03d2-11ef-a418-73b7606f558d	dg.4DFC/717f1c86-03d2-11ef-a418-73b7606f558d
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71808d14-03d2-11ef-8ef0-cf4ee6026c71	dg.4DFC/71808d14-03d2-11ef-8ef0-cf4ee6026c71
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7180b46a-03d2-11ef-8a20-3baa52a15b55	dg.4DFC/7180b46a-03d2-11ef-8a20-3baa52a15b55
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7180db98-03d2-11ef-bdf7-0ff57c12806f	dg.4DFC/7180db98-03d2-11ef-bdf7-0ff57c12806f
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7181028a-03d2-11ef-bcf7-7b904d6ff274	dg.4DFC/7181028a-03d2-11ef-bcf7-7b904d6ff274
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71812832-03d2-11ef-92db-03021e36937f	dg.4DFC/71812832-03d2-11ef-92db-03021e36937f
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71814efc-03d2-11ef-a2e8-577ceda80be2	dg.4DFC/71814efc-03d2-11ef-a2e8-577ceda80be2
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718174b8-03d2-11ef-b937-d3d2b015f0b3	dg.4DFC/718174b8-03d2-11ef-b937-d3d2b015f0b3
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71819984-03d2-11ef-bce3-3780bd25c7d8	dg.4DFC/71819984-03d2-11ef-bce3-3780bd25c7d8
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7181bef0-03d2-11ef-b604-3726f749a6d7	dg.4DFC/7181bef0-03d2-11ef-b604-3726f749a6d7
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7181e484-03d2-11ef-bcf0-0700560bfb22	dg.4DFC/7181e484-03d2-11ef-bcf0-0700560bfb22
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71820964-03d2-11ef-8534-573752caf12e	dg.4DFC/71820964-03d2-11ef-8534-573752caf12e
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71822e3a-03d2-11ef-a50b-472c486d3c9b	dg.4DFC/71822e3a-03d2-11ef-a50b-472c486d3c9b
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718252d4-03d2-11ef-8b67-932cefc1d306	dg.4DFC/718252d4-03d2-11ef-8b67-932cefc1d306
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718278b8-03d2-11ef-88e1-db47c1224c44	dg.4DFC/718278b8-03d2-11ef-88e1-db47c1224c44
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71829e6a-03d2-11ef-946f-af7329367e56	dg.4DFC/71829e6a-03d2-11ef-946f-af7329367e56
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7182c2fa-03d2-11ef-bd23-6bcc27effb08	dg.4DFC/7182c2fa-03d2-11ef-bd23-6bcc27effb08
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7182e780-03d2-11ef-b0bc-1b16efd9e818	dg.4DFC/7182e780-03d2-11ef-b0bc-1b16efd9e818
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71830c92-03d2-11ef-bbf3-8bf192300f3a	dg.4DFC/71830c92-03d2-11ef-bbf3-8bf192300f3a
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71833320-03d2-11ef-8207-9b3d1ee47152	dg.4DFC/71833320-03d2-11ef-8207-9b3d1ee47152
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718357ba-03d2-11ef-8cec-fb1416afcb23	dg.4DFC/718357ba-03d2-11ef-8cec-fb1416afcb23
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71837c9a-03d2-11ef-a9d0-2b6a454de6e9	dg.4DFC/71837c9a-03d2-11ef-a9d0-2b6a454de6e9
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7183a166-03d2-11ef-b0d3-ef1a018bc668	dg.4DFC/7183a166-03d2-11ef-b0d3-ef1a018bc668
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7183c916-03d2-11ef-9034-c76ea08e4146	dg.4DFC/7183c916-03d2-11ef-9034-c76ea08e4146
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7183edd8-03d2-11ef-8d88-2b0257c81a1c	dg.4DFC/7183edd8-03d2-11ef-8d88-2b0257c81a1c
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7184125e-03d2-11ef-9509-43b4ddc948e8	dg.4DFC/7184125e-03d2-11ef-9509-43b4ddc948e8
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71843716-03d2-11ef-931d-b78eb00cc244	dg.4DFC/71843716-03d2-11ef-931d-b78eb00cc244
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71845dae-03d2-11ef-8453-47c943f51a4b	dg.4DFC/71845dae-03d2-11ef-8453-47c943f51a4b
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718485c2-03d2-11ef-8089-c743bf5de532	dg.4DFC/718485c2-03d2-11ef-8089-c743bf5de532
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7184aa8e-03d2-11ef-97e1-037c70ef3a59	dg.4DFC/7184aa8e-03d2-11ef-97e1-037c70ef3a59
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7184cf46-03d2-11ef-a908-8b512755701c	dg.4DFC/7184cf46-03d2-11ef-a908-8b512755701c
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7184f4ee-03d2-11ef-aac3-63dc35ccdc6c	dg.4DFC/7184f4ee-03d2-11ef-aac3-63dc35ccdc6c
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718519a6-03d2-11ef-aa2d-ff2a78487d99	dg.4DFC/718519a6-03d2-11ef-aa2d-ff2a78487d99
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71853e54-03d2-11ef-bb54-1ff743de29a9	dg.4DFC/71853e54-03d2-11ef-bb54-1ff743de29a9
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718563f2-03d2-11ef-9a0c-b78199984535	dg.4DFC/718563f2-03d2-11ef-9a0c-b78199984535
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71858968-03d2-11ef-bd5a-279d896af3e0	dg.4DFC/71858968-03d2-11ef-bd5a-279d896af3e0
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7185ae7a-03d2-11ef-aa04-7fe7d676bba3	dg.4DFC/7185ae7a-03d2-11ef-aa04-7fe7d676bba3
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7185d3a0-03d2-11ef-a0b1-bbac04c521df	dg.4DFC/7185d3a0-03d2-11ef-a0b1-bbac04c521df
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7185f826-03d2-11ef-8252-2bd4d9f209c0	dg.4DFC/7185f826-03d2-11ef-8252-2bd4d9f209c0
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71861d42-03d2-11ef-b08f-1744ab9d5aea	dg.4DFC/71861d42-03d2-11ef-b08f-1744ab9d5aea
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718641f0-03d2-11ef-8ac3-1f1bbcb56226	dg.4DFC/718641f0-03d2-11ef-8ac3-1f1bbcb56226
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718666b2-03d2-11ef-832a-d781a3aacbc6	dg.4DFC/718666b2-03d2-11ef-832a-d781a3aacbc6
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71868ad4-03d2-11ef-b94d-370ef49fd6ee	dg.4DFC/71868ad4-03d2-11ef-b94d-370ef49fd6ee
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7186afb4-03d2-11ef-b3ad-93dea9713e02	dg.4DFC/7186afb4-03d2-11ef-b3ad-93dea9713e02
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7186d660-03d2-11ef-83a4-33d9df4e9d5e	dg.4DFC/7186d660-03d2-11ef-83a4-33d9df4e9d5e
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7186fafa-03d2-11ef-bd56-8bce22e44880	dg.4DFC/7186fafa-03d2-11ef-bd56-8bce22e44880
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7187203e-03d2-11ef-9bd4-e39bb08d9bbc	dg.4DFC/7187203e-03d2-11ef-9bd4-e39bb08d9bbc
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7187458c-03d2-11ef-bea8-f3ebb9ccc4e0	dg.4DFC/7187458c-03d2-11ef-bea8-f3ebb9ccc4e0
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71876ac6-03d2-11ef-9c45-ff454ceb5200	dg.4DFC/71876ac6-03d2-11ef-9c45-ff454ceb5200
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71878f60-03d2-11ef-b2c9-77aa64ec1174	dg.4DFC/71878f60-03d2-11ef-b2c9-77aa64ec1174
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7187b3b4-03d2-11ef-a4c3-8f544debecee	dg.4DFC/7187b3b4-03d2-11ef-a4c3-8f544debecee
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7187d89e-03d2-11ef-9f88-13a16cb90d97	dg.4DFC/7187d89e-03d2-11ef-9f88-13a16cb90d97
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718803c8-03d2-11ef-be69-1bb2fb2ebad3	dg.4DFC/718803c8-03d2-11ef-be69-1bb2fb2ebad3
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71882916-03d2-11ef-938f-5f6e2280c73b	dg.4DFC/71882916-03d2-11ef-938f-5f6e2280c73b
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71884f72-03d2-11ef-bacd-271ad2c03484	dg.4DFC/71884f72-03d2-11ef-bacd-271ad2c03484
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71887452-03d2-11ef-88c3-9733ab5eec1b	dg.4DFC/71887452-03d2-11ef-88c3-9733ab5eec1b
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71889e6e-03d2-11ef-a4a2-ff4b8cbdc5f6	dg.4DFC/71889e6e-03d2-11ef-a4a2-ff4b8cbdc5f6
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7188c330-03d2-11ef-9636-570359eb3cac	dg.4DFC/7188c330-03d2-11ef-9636-570359eb3cac
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7188e78e-03d2-11ef-a0cf-1bcc2c0d4ff9	dg.4DFC/7188e78e-03d2-11ef-a0cf-1bcc2c0d4ff9
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71890bc4-03d2-11ef-ad2e-8789fe5ec805	dg.4DFC/71890bc4-03d2-11ef-ad2e-8789fe5ec805
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/718930e0-03d2-11ef-afa8-f3794e85d2ae	dg.4DFC/718930e0-03d2-11ef-afa8-f3794e85d2ae
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71895606-03d2-11ef-ab8a-8731ae69be5d	dg.4DFC/71895606-03d2-11ef-ab8a-8731ae69be5d
Not specified in data	RNA-Seq	Not specified in data	Transcriptomic Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71897a5a-03d2-11ef-bb3c-8b716cdfc51f	dg.4DFC/71897a5a-03d2-11ef-bb3c-8b716cdfc51f
