id	sample.id	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	acl	authz	avg_read_length	cDNA_read	cDNA_read_offset	cDNA_read_size	cell_barcode_offset	cell_barcode_read	cell_barcode_size	checksum_algorithm	checksum_value	coverage	custom_assembly_fasta_file_for_alignment	dcf_indexd_guid	design_description	dissociation_method	end_bias	file_access	file_description	file_mapping_level	file_name	file_size	file_type	file_url	instrument_model	library_construction_method	library_id	library_layout	library_selection	library_source_material	library_source_molecule	library_strand	library_strategy	md5sum	number_of_bp	number_of_reads	platform	protocols_link	reference_genome_assembly	reverse_transcription_primer	sequence_alignment_software	sequencing_file_id	single_cell_entity	spike_in	study	total_number_of_input_cells	updated	type
phs002504::UPN2951_HM5541_Mseq_S10_L001_R2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/b5c52579-05e4-4d60-adf8-5357b6d23eaa	Genomic DNA (300 ng) was bisulfite-converted using the TrueMethyl oxBS module according to the manufacturer's protocol (Tecan). Converted ssDNA was quantified using the Qubit ssDNA Assay (Thermo Fisher Scientific) and 100 ng was used as input for the custom-made Targeted MethylSeq Assay (Tecan). Final libraries were quality checked using the Bioanalyzer High Sensitivity DNA Analysis Kit (Agilent) and quantified using the Qubit HS Assay (Thermo Fisher Scientific) before pooling for next-generation sequencing. Single-index library pools were sequenced on the Illumina HiSeq 4000 with paired-end 150 bp mode.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_Mseq_S10_L001_R2_001.fastq.gz	1353631358	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_Mseq_S10_L001_R2_001.fastq.gz	Illumina HiSeq 4000		HM5541_Mseq	Paired end	Hybrid Selection	Bulk Cells	Genomic		Bisulfite-Seq	5347a895cc6f263e53d9a07402546a38	119	10	Illumina					UPN2951_HM5541_Mseq_S10_L001_R2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_RNAseq_S51_R1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/ce7bf816-4ee8-4fad-8ab5-015b6f4f579b	Briefly, ribosomal RNA was removed from total RNA using QIAseq FastSelect rRNA HMR Kit (Qiagen, Catalog# 334387). After the depletion of rRNA, cDNA library preparation was carried out including RNA fragmentation, cDNA synthesis, ligation of index adaptors, and amplification, following the KAPA RNA Hyper Prep Kit Technical Data Sheet, KR0961 – v3.15 (Roche Corporate, Catalog #KK8541). Each resulting indexed library was quantified and its quality accessed by Agilent TapeStation, and multiple libraries were pooled in equal molarity. The library pool was then sequenced in 100b paired-end read format on a NovaSeq 6000 (Illumina, Inc.).			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_RNAseq_S51_R1_001.fastq.gz	1827277425	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_RNAseq_S51_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_RNAseq	Paired end	rRNA Depletion	Bulk Cells	Transcriptomic		RNA-Seq	ade167d0f78d7076a853dcce81a8c936	119	10	Illumina					UPN2951_HM5541_RNAseq_S51_R1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_RNAseq_S51_R2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/17c55edc-06ae-4bba-85ca-8a9978eae82f	Briefly, ribosomal RNA was removed from total RNA using QIAseq FastSelect rRNA HMR Kit (Qiagen, Catalog# 334387). After the depletion of rRNA, cDNA library preparation was carried out including RNA fragmentation, cDNA synthesis, ligation of index adaptors, and amplification, following the KAPA RNA Hyper Prep Kit Technical Data Sheet, KR0961 – v3.15 (Roche Corporate, Catalog #KK8541). Each resulting indexed library was quantified and its quality accessed by Agilent TapeStation, and multiple libraries were pooled in equal molarity. The library pool was then sequenced in 100b paired-end read format on a NovaSeq 6000 (Illumina, Inc.).			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_RNAseq_S51_R2_001.fastq.gz	1947934425	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_RNAseq_S51_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_RNAseq	Paired end	rRNA Depletion	Bulk Cells	Transcriptomic		RNA-Seq	2c1d4bd6524cd558f8f657c0099fd888	119	10	Illumina					UPN2951_HM5541_RNAseq_S51_R2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L001_I1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/b447222b-d5fb-4e26-aefe-d4bb2c01cb76	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L001_I1_001.fastq.gz	799817499	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L001_I1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	30f376ab2f41aec8be76782c8f82ad26	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L001_I1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L001_I2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/56263528-7291-414d-b5b5-d8a63cfa0de1	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L001_I2_001.fastq.gz	875548019	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L001_I2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	2038c799a103a1f9f679d051d43ddf9a	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L001_I2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L001_R1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/645ca034-a019-4902-aaac-5185a82c7d14	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L001_R1_001.fastq.gz	8746111398	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L001_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	5ac14f2814855ae7f8876ac282839c5b	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L001_R1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L001_R2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/7e716671-eb6e-4abf-93e4-0888d5969a65	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L001_R2_001.fastq.gz	6683746692	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L001_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	bbfe21001982f44d416d36169d3c5f04	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L001_R2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L002_I1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/df4883a2-6273-48b2-8c73-aa2a8fb04075	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L002_I1_001.fastq.gz	793689915	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L002_I1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	96d1cb92fb04ef2a1540f4c59bf9cc2a	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L002_I1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L002_I2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/4a10a06e-6eae-46a8-b764-dcb449b4267b	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L002_I2_001.fastq.gz	872024247	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L002_I2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	f5f1395c2685c2e1d9df74a82f802531	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L002_I2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L002_R1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/34f7b50a-9d1c-48d4-9ed2-649a4d02e5cd	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L002_R1_001.fastq.gz	8755311077	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L002_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	7c8dc6f4620474c615dc523064597151	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L002_R1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L002_R2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/137c1256-6d13-4384-958c-7574a0ead82f	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L002_R2_001.fastq.gz	6705094036	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L002_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	dd40fcd88e6b329a11ab7135c2bdcdd6	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L002_R2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L003_I1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/8e43a3ba-56fb-481e-a5a6-da54d7aa0b1d	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L003_I1_001.fastq.gz	801457729	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L003_I1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	488982bf049ef3ff4fa3ca8f26c4919d	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L003_I1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L003_I2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/825fa89a-35ee-40ce-9546-1129cc6826c8	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L003_I2_001.fastq.gz	876664714	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L003_I2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	2a4fc011a5338bb884218b985014049c	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L003_I2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L003_R1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/8d6fe262-e7b2-4adf-8c4d-f73896022b00	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L003_R1_001.fastq.gz	8815389743	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L003_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	2003609f9eae5a3a0d15a5d5cff290f4	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L003_R1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L003_R2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/18a674fe-8302-4027-8a85-791ca80cc0b1	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L003_R2_001.fastq.gz	6742529058	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L003_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	c9dc4534ca49ca20f08a392390dd9ec5	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L003_R2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L004_I1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/ddb4ee3c-788f-40f2-9be6-8c38b42d2ceb	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L004_I1_001.fastq.gz	782195287	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L004_I1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	4d9c70473d67fe62aeafbd6a1e956477	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L004_I1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L004_I2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/2e8ae61e-872b-4fe7-add6-99bd3f8fd747	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L004_I2_001.fastq.gz	850234036	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L004_I2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	cb6ab302fc339cd43e5252cabb75fa42	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L004_I2_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L004_R1_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/f66ae45a-a3b9-44f7-ae56-262726af5f19	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L004_R1_001.fastq.gz	8646443335	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L004_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	ff35c055130f874cf7cffb21af3fdaf3	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L004_R1_001			phs002504			sequencing_file
phs002504::UPN2951_HM5541_scRNA_S22_L004_R2_001	phs002504::HM5541				['phs002504']	['/programs/phs002504']												dg.4DFC/755778a3-963b-4d82-a227-fb362533c629	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc).	Sample	UPN2951_HM5541_scRNA_S22_L004_R2_001.fastq.gz	6520714390	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L004_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	ec14db648ceaac3e6a1391d9751c9473	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L004_R2_001			phs002504			sequencing_file
phs002504::UPN2955_HM4968_Dx_na_Mseq_R1_001.fastq.gz	phs002504::HM4968				['phs002504']	['/programs/phs002504']												dg.4DFC/d8cf9fab-c9d8-482a-b41e-938dbf6f2d43	DNA samples (32 from the technical cohort and 47 from the independent validation cohort) were sequenced using a custom amplicon panel (Paragon Genomics, Hayward, CA, USA), targeting 26 genes that are recurrently mutated in JMML (Supplementary Methods Table 1). Ten nanograms of genomic DNA were used for each library and were processed according to the manufacturer’s protocol. Library quality was assessed using the Bioanalyzer High Sensitivity DNA Analysis kit (Agilent, Santa Clara, CA, USA) and quantified using the Qubit HS assay (Thermo Fisher Scientific, Waltham, MA, USA). Dual-index libraries were sequenced on an Illumina MiSeq instrument using the 150 bp PE mode. Mean on-target sequencing depth was 1519x (median = 1297x). :: PMID: 33139265			Controlled		Sample	UPN2955_HM4968_Dx_na_Mseq_R1_001.fastq.gz	1033729862	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2955_HM4968_Dx_na_Mseq_R1_001.fastq.gz	Illumina NovaSeq 6000		HM4968.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	58195757d5a42cc9737a5b6f7ab8d8f5	150		Illumina					UPN2955_HM4968_Dx_na_Mseq_R1_001.fastq.gz			phs002504			sequencing_file
