library_id	bases	number_of_reads	avg_read_length	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
20020598_20022371_HCI011_pdxo_P5_285_RNA_18587X6	2741456500	21931652	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Library Prep Gold kit (20020598) with TruSeq RNA UD Indexes (20022371).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 1.30 nM in preparation for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7c8d90d8-c78e-11ee-8d6e-ff86d2eea66a_20020598_20022371_HCI011_pdxo_P5_285_RNA_18587X6	dg.4DFC/7c8d90d8-c78e-11ee-8d6e-ff86d2eea66a
20020598_20022371_HCI011_pdxo_P5_285_RNA_18587X6	2741456500	21931652	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Library Prep Gold kit (20020598) with TruSeq RNA UD Indexes (20022371).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 1.30 nM in preparation for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7c8db9aa-c78e-11ee-9015-0f2c1b8b6964_20020598_20022371_HCI011_pdxo_P5_285_RNA_18587X6	dg.4DFC/7c8db9aa-c78e-11ee-9015-0f2c1b8b6964
RS-122-2201_RS-122-2202_HCI013EI_pdx_PX_XXX_RNA_14967X11	316198000	2529584	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Single-indexed	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c8f4bf8-c78e-11ee-a9c4-7712d9f5e972_RS-122-2201_RS-122-2202_HCI013EI_pdx_PX_XXX_RNA_14967X11	dg.4DFC/7c8f4bf8-c78e-11ee-a9c4-7712d9f5e972
RS-122-2201_RS-122-2202_HCI014_pdx_P0_XXX_RNA_15301X1	379076000	3032608	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Single-indexed	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c8f79f2-c78e-11ee-8a70-4f3f804ff741_RS-122-2201_RS-122-2202_HCI014_pdx_P0_XXX_RNA_15301X1	dg.4DFC/7c8f79f2-c78e-11ee-8a70-4f3f804ff741
20020598_20022371_HCI017_pdxo_P3_190_RNA_18587X8	2849265750	22794126	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Library Prep Gold kit (20020598) with TruSeq RNA UD Indexes (20022371).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 1.30 nM in preparation for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7c909ada-c78e-11ee-8f4c-a3ea6f804caf_20020598_20022371_HCI017_pdxo_P3_190_RNA_18587X8	dg.4DFC/7c909ada-c78e-11ee-8f4c-a3ea6f804caf
20020598_20022371_HCI017_pdxo_P3_61_RNA_18587X7	3383400125	27067201	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Library Prep Gold kit (20020598) with TruSeq RNA UD Indexes (20022371).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 1.30 nM in preparation for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7c90c046-c78e-11ee-8d34-7f577936ce86_20020598_20022371_HCI017_pdxo_P3_61_RNA_18587X7	dg.4DFC/7c90c046-c78e-11ee-8d34-7f577936ce86
20020598_20022371_HCI017_pdxo_P3_61_RNA_18587X7	3383400125	27067201	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Library Prep Gold kit (20020598) with TruSeq RNA UD Indexes (20022371).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 1.30 nM in preparation for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7c90e86e-c78e-11ee-bc67-3770cd659eff_20020598_20022371_HCI017_pdxo_P3_61_RNA_18587X7	dg.4DFC/7c90e86e-c78e-11ee-bc67-3770cd659eff
RS-122-2201_RS-122-2202_HCI019_pdxo_P2_142_RNA_17679X4	448937375	3591499	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c91ae8e-c78e-11ee-998c-87575da6be00_RS-122-2201_RS-122-2202_HCI019_pdxo_P2_142_RNA_17679X4	dg.4DFC/7c91ae8e-c78e-11ee-998c-87575da6be00
RS-122-2201_RS-122-2202_HCI019_pdxo_P2_67_RNA_17679X3	588213500	4705708	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c91d33c-c78e-11ee-aeee-5f421839144d_RS-122-2201_RS-122-2202_HCI019_pdxo_P2_67_RNA_17679X3	dg.4DFC/7c91d33c-c78e-11ee-aeee-5f421839144d
RS-122-2201_RS-122-2202_HCI023_pdx_P0_XXX_RNA_14967X9	461498250	3691986	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Single-indexed	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c92222e-c78e-11ee-845d-733d0155c67c_RS-122-2201_RS-122-2202_HCI023_pdx_P0_XXX_RNA_14967X9	dg.4DFC/7c92222e-c78e-11ee-845d-733d0155c67c
RS-122-2201_RS-122-2202_HCI023_pdxo_P1_336_RNA_17679X6	579792750	4638342	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c92465a-c78e-11ee-bbde-77368d53e93d_RS-122-2201_RS-122-2202_HCI023_pdxo_P1_336_RNA_17679X6	dg.4DFC/7c92465a-c78e-11ee-bbde-77368d53e93d
RS-122-2201_RS-122-2202_HCI023_pdxo_P1_68_RNA_17679X5	409860250	3278882	125	GRCh37	Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Kit with Ribo-Zero Gold (RS-122-2301 and RS-122-2302).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 10 nM and equal volumes were pooled in preparation for Illumina sequence analysis. Additional details of the library preparation process are described below: Library construction is performed using the Illumina TruSeq Stranded Total RNA Sample Preparation Kit with Ribo-Zero Human/Mouse/Rat (cat# RS-122-2201, RS-122-2202) as described below.  Briefly, Ribosomal RNA is removed from total RNA samples (100 ng to 4 ug) using biotinylated Ribo-Zero oligos attached to magnetic beads that are complimentary to cytoplasmic rRNA. Following purification, the rRNA-depleted sample is fragmented with divalent cations under elevated temperatures and primed with random hexamers in preparation for cDNA synthesis.  First strand reverse transcription is accomplished using Superscript II Reverse Transcriptase (Invitrogen cat#18064-014).  Second strand cDNA synthesis is accomplished using DNA polymerase I and Rnase H under conditions in which dUTP is substituted for dTTP, yielding blunt-ended cDNA fragments in which the second strand with dUTP.  An A-base is added to the blunt ends as a means to prepare the cDNA fragments for adapter ligation and block concatamer formation during the ligation step.  Adapters containing a T-base overhang  are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (12-15 cycles) under conditions in which the pcr reaction enables amplification of the first strand cDNA product, whereas attempted amplifciation of the second strand product stalls at dUTP bases and therefore is not represented in the amplified library.  The PCR-amplified library is purified using Agencourt AMPure XP beads (Beckman Coulter Genomics cat#A63881).  Follwoing amplification, the library is purified by bead based methodologies.  The concentration of the amplified library is measured with a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 10 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c926a18-c78e-11ee-b431-9714c214ad66_RS-122-2201_RS-122-2202_HCI023_pdxo_P1_68_RNA_17679X5	dg.4DFC/7c926a18-c78e-11ee-b431-9714c214ad66
