reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3f12de-d257-11ee-bc83-97761e60f0a7	dg.4DFC/5b3f12de-d257-11ee-bc83-97761e60f0a7
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3f3700-d257-11ee-b54a-279365fa5012	dg.4DFC/5b3f3700-d257-11ee-b54a-279365fa5012
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3f5e06-d257-11ee-b846-2f2881d8b5e8	dg.4DFC/5b3f5e06-d257-11ee-b846-2f2881d8b5e8
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3f821e-d257-11ee-9132-4b7537b7b20d	dg.4DFC/5b3f821e-d257-11ee-9132-4b7537b7b20d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3fa744-d257-11ee-8e3a-c31cfb35c673	dg.4DFC/5b3fa744-d257-11ee-8e3a-c31cfb35c673
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3fcb5c-d257-11ee-8896-47a852448487	dg.4DFC/5b3fcb5c-d257-11ee-8896-47a852448487
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b3ff0aa-d257-11ee-912f-8b2b117a4e7d	dg.4DFC/5b3ff0aa-d257-11ee-912f-8b2b117a4e7d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b40153a-d257-11ee-b842-1f105d4eac35	dg.4DFC/5b40153a-d257-11ee-b842-1f105d4eac35
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b40392a-d257-11ee-88e9-ef02149262e6	dg.4DFC/5b40392a-d257-11ee-88e9-ef02149262e6
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b405d9c-d257-11ee-985b-ab4b6085af24	dg.4DFC/5b405d9c-d257-11ee-985b-ab4b6085af24
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b408254-d257-11ee-9540-332c9947a3d5	dg.4DFC/5b408254-d257-11ee-9540-332c9947a3d5
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b40a626-d257-11ee-bef6-c3ebffb32b24	dg.4DFC/5b40a626-d257-11ee-bef6-c3ebffb32b24
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b40ca16-d257-11ee-8359-e737e918e451	dg.4DFC/5b40ca16-d257-11ee-8359-e737e918e451
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b40eeba-d257-11ee-9ba8-eba7d2a5f23c	dg.4DFC/5b40eeba-d257-11ee-9ba8-eba7d2a5f23c
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b41128c-d257-11ee-870e-37c96b378d92	dg.4DFC/5b41128c-d257-11ee-870e-37c96b378d92
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4136a4-d257-11ee-a7aa-27821041788f	dg.4DFC/5b4136a4-d257-11ee-a7aa-27821041788f
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b415a4e-d257-11ee-8fa4-6fcfc9e20f60	dg.4DFC/5b415a4e-d257-11ee-8fa4-6fcfc9e20f60
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b417fb0-d257-11ee-93e1-977cecb6880b	dg.4DFC/5b417fb0-d257-11ee-93e1-977cecb6880b
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b41a3dc-d257-11ee-82ba-17ac37488dad	dg.4DFC/5b41a3dc-d257-11ee-82ba-17ac37488dad
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b41cc22-d257-11ee-8bd1-5fc9d259cf6a	dg.4DFC/5b41cc22-d257-11ee-8bd1-5fc9d259cf6a
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b41f198-d257-11ee-95a1-6b0869141155	dg.4DFC/5b41f198-d257-11ee-95a1-6b0869141155
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4216a0-d257-11ee-a6cd-0be5820b8fe6	dg.4DFC/5b4216a0-d257-11ee-a6cd-0be5820b8fe6
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b423a5e-d257-11ee-9978-b3f1b83c3972	dg.4DFC/5b423a5e-d257-11ee-9978-b3f1b83c3972
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b425f0c-d257-11ee-af35-5f1223f1a91e	dg.4DFC/5b425f0c-d257-11ee-af35-5f1223f1a91e
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4283c4-d257-11ee-93a9-07a94e9a10c8	dg.4DFC/5b4283c4-d257-11ee-93a9-07a94e9a10c8
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b42a85e-d257-11ee-94ea-aba40ff76002	dg.4DFC/5b42a85e-d257-11ee-94ea-aba40ff76002
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b42ce92-d257-11ee-ac0d-67ed2e620a61	dg.4DFC/5b42ce92-d257-11ee-ac0d-67ed2e620a61
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b42f6c4-d257-11ee-959e-3343a693ceaf	dg.4DFC/5b42f6c4-d257-11ee-959e-3343a693ceaf
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b431b36-d257-11ee-b4a7-dffaa0c06c2d	dg.4DFC/5b431b36-d257-11ee-b4a7-dffaa0c06c2d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b433f94-d257-11ee-8acd-b73ed717fb1b	dg.4DFC/5b433f94-d257-11ee-8acd-b73ed717fb1b
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4364ec-d257-11ee-b14b-e3ac40cb1646	dg.4DFC/5b4364ec-d257-11ee-b14b-e3ac40cb1646
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4389f4-d257-11ee-a58b-3b129cc3c5cc	dg.4DFC/5b4389f4-d257-11ee-a58b-3b129cc3c5cc
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b43b2b2-d257-11ee-af13-17e9ba1f3a3a	dg.4DFC/5b43b2b2-d257-11ee-af13-17e9ba1f3a3a
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b43d7ec-d257-11ee-8c75-f784e2803799	dg.4DFC/5b43d7ec-d257-11ee-8c75-f784e2803799
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b43fce0-d257-11ee-a579-b70f68580496	dg.4DFC/5b43fce0-d257-11ee-a579-b70f68580496
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4420c6-d257-11ee-8ed6-dbd88c6e4a8d	dg.4DFC/5b4420c6-d257-11ee-8ed6-dbd88c6e4a8d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4445d8-d257-11ee-bd97-9b923285803f	dg.4DFC/5b4445d8-d257-11ee-bd97-9b923285803f
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b446ab8-d257-11ee-9118-bb6c58d45f30	dg.4DFC/5b446ab8-d257-11ee-9118-bb6c58d45f30
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b448f52-d257-11ee-8fc5-db8b011d7b07	dg.4DFC/5b448f52-d257-11ee-8fc5-db8b011d7b07
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b44b338-d257-11ee-9fd6-8f4bb3357486	dg.4DFC/5b44b338-d257-11ee-9fd6-8f4bb3357486
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b44dfc0-d257-11ee-8dc1-6b6bf43fd406	dg.4DFC/5b44dfc0-d257-11ee-8dc1-6b6bf43fd406
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b450428-d257-11ee-a49d-af9ee7a2ea3d	dg.4DFC/5b450428-d257-11ee-a49d-af9ee7a2ea3d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b452890-d257-11ee-83de-5721ce362ceb	dg.4DFC/5b452890-d257-11ee-83de-5721ce362ceb
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b454c76-d257-11ee-b8ff-8b04b05d1eff	dg.4DFC/5b454c76-d257-11ee-b8ff-8b04b05d1eff
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b457124-d257-11ee-ab98-83b839894a5c	dg.4DFC/5b457124-d257-11ee-ab98-83b839894a5c
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b45955a-d257-11ee-8b0e-9fb3a9b48661	dg.4DFC/5b45955a-d257-11ee-8b0e-9fb3a9b48661
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b45b9ae-d257-11ee-823d-6f8bc849a62d	dg.4DFC/5b45b9ae-d257-11ee-823d-6f8bc849a62d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b45de52-d257-11ee-abb1-270169293bce	dg.4DFC/5b45de52-d257-11ee-abb1-270169293bce
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b460300-d257-11ee-a49a-93ea885b43d5	dg.4DFC/5b460300-d257-11ee-a49a-93ea885b43d5
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4626c8-d257-11ee-a86e-f34ecfc40a46	dg.4DFC/5b4626c8-d257-11ee-a86e-f34ecfc40a46
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b464afe-d257-11ee-a855-df1e698ae011	dg.4DFC/5b464afe-d257-11ee-a855-df1e698ae011
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b467038-d257-11ee-b5ea-47fbb4a30bf2	dg.4DFC/5b467038-d257-11ee-b5ea-47fbb4a30bf2
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4693ec-d257-11ee-92ce-f753d8b8707f	dg.4DFC/5b4693ec-d257-11ee-92ce-f753d8b8707f
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b46b872-d257-11ee-9730-0356d98eef90	dg.4DFC/5b46b872-d257-11ee-9730-0356d98eef90
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b46dc9e-d257-11ee-911e-5bab079436d8	dg.4DFC/5b46dc9e-d257-11ee-911e-5bab079436d8
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b47019c-d257-11ee-b992-a3f16578b76e	dg.4DFC/5b47019c-d257-11ee-b992-a3f16578b76e
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b47256e-d257-11ee-a328-db1bbe5d40eb	dg.4DFC/5b47256e-d257-11ee-a328-db1bbe5d40eb
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b474b2a-d257-11ee-ad55-6339d8447633	dg.4DFC/5b474b2a-d257-11ee-ad55-6339d8447633
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b476f42-d257-11ee-89da-df0a005ee37c	dg.4DFC/5b476f42-d257-11ee-89da-df0a005ee37c
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b47933c-d257-11ee-b69e-4fb3b6709d66	dg.4DFC/5b47933c-d257-11ee-b69e-4fb3b6709d66
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b47b7c2-d257-11ee-b517-17a3b4686084	dg.4DFC/5b47b7c2-d257-11ee-b517-17a3b4686084
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b47e33c-d257-11ee-bd85-03307b51c46a	dg.4DFC/5b47e33c-d257-11ee-bd85-03307b51c46a
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b480768-d257-11ee-b23d-cb88e67607a1	dg.4DFC/5b480768-d257-11ee-b23d-cb88e67607a1
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b482b62-d257-11ee-94f7-2355e35d34a1	dg.4DFC/5b482b62-d257-11ee-94f7-2355e35d34a1
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b484fa2-d257-11ee-b781-83e8b3624beb	dg.4DFC/5b484fa2-d257-11ee-b781-83e8b3624beb
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4878ec-d257-11ee-afc1-bbc44f9f6dca	dg.4DFC/5b4878ec-d257-11ee-afc1-bbc44f9f6dca
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b489d0e-d257-11ee-9527-8bd1acc518fc	dg.4DFC/5b489d0e-d257-11ee-9527-8bd1acc518fc
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b48c108-d257-11ee-89c1-af7987af925b	dg.4DFC/5b48c108-d257-11ee-89c1-af7987af925b
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b48e598-d257-11ee-9c62-1b1e6135a1c7	dg.4DFC/5b48e598-d257-11ee-9c62-1b1e6135a1c7
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b490a64-d257-11ee-8ab1-7775dff9cb5d	dg.4DFC/5b490a64-d257-11ee-8ab1-7775dff9cb5d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4930ca-d257-11ee-a671-fb2de12bd100	dg.4DFC/5b4930ca-d257-11ee-a671-fb2de12bd100
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b49551e-d257-11ee-b5da-975e78a25a63	dg.4DFC/5b49551e-d257-11ee-b5da-975e78a25a63
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b497972-d257-11ee-8e06-53882cf16bc3	dg.4DFC/5b497972-d257-11ee-8e06-53882cf16bc3
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b499d94-d257-11ee-b785-2b0565de51d5	dg.4DFC/5b499d94-d257-11ee-b785-2b0565de51d5
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b49c2ec-d257-11ee-a699-4b50c685f652	dg.4DFC/5b49c2ec-d257-11ee-a699-4b50c685f652
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b49e6be-d257-11ee-9c5a-c3f7fbe182b3	dg.4DFC/5b49e6be-d257-11ee-9c5a-c3f7fbe182b3
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4a0b1c-d257-11ee-8016-c33549760a79	dg.4DFC/5b4a0b1c-d257-11ee-8016-c33549760a79
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4a2ff2-d257-11ee-a286-bf7bc23eb668	dg.4DFC/5b4a2ff2-d257-11ee-a286-bf7bc23eb668
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4a5540-d257-11ee-bb9f-1b9d3609b7b4	dg.4DFC/5b4a5540-d257-11ee-bb9f-1b9d3609b7b4
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4a796c-d257-11ee-b02f-5fb8da343150	dg.4DFC/5b4a796c-d257-11ee-b02f-5fb8da343150
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4a9dd4-d257-11ee-8161-573abd591b05	dg.4DFC/5b4a9dd4-d257-11ee-8161-573abd591b05
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4ac23c-d257-11ee-833f-ff252ebca295	dg.4DFC/5b4ac23c-d257-11ee-833f-ff252ebca295
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4ae78a-d257-11ee-9e8d-b7322056178f	dg.4DFC/5b4ae78a-d257-11ee-9e8d-b7322056178f
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4b0b66-d257-11ee-a170-632929c39f3e	dg.4DFC/5b4b0b66-d257-11ee-a170-632929c39f3e
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4b2f24-d257-11ee-b546-03f6cbf920fa	dg.4DFC/5b4b2f24-d257-11ee-b546-03f6cbf920fa
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4b53c8-d257-11ee-a8fa-938a61c55b03	dg.4DFC/5b4b53c8-d257-11ee-a8fa-938a61c55b03
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4b7826-d257-11ee-b075-b34f4c1d2434	dg.4DFC/5b4b7826-d257-11ee-b075-b34f4c1d2434
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4b9e1e-d257-11ee-b994-0f4f5f4f0033	dg.4DFC/5b4b9e1e-d257-11ee-b994-0f4f5f4f0033
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4bc25e-d257-11ee-ab04-ab537f5480f4	dg.4DFC/5b4bc25e-d257-11ee-ab04-ab537f5480f4
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4be70c-d257-11ee-b8d0-07eddaf44157	dg.4DFC/5b4be70c-d257-11ee-b8d0-07eddaf44157
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4c0b10-d257-11ee-b9d1-570da7d517e9	dg.4DFC/5b4c0b10-d257-11ee-b9d1-570da7d517e9
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4c3072-d257-11ee-ba96-c751aea46dc9	dg.4DFC/5b4c3072-d257-11ee-ba96-c751aea46dc9
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4c5462-d257-11ee-b8e3-07de18ec3914	dg.4DFC/5b4c5462-d257-11ee-b8e3-07de18ec3914
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4c7898-d257-11ee-8639-2ff14f940065	dg.4DFC/5b4c7898-d257-11ee-8639-2ff14f940065
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4c9c9c-d257-11ee-b77a-dbdda4a3061b	dg.4DFC/5b4c9c9c-d257-11ee-b77a-dbdda4a3061b
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4cc1f4-d257-11ee-b98c-a35164c49738	dg.4DFC/5b4cc1f4-d257-11ee-b98c-a35164c49738
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4ce5ee-d257-11ee-bad3-1f350d4a380f	dg.4DFC/5b4ce5ee-d257-11ee-bad3-1f350d4a380f
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4d0a38-d257-11ee-9b7a-33021cdb5283	dg.4DFC/5b4d0a38-d257-11ee-9b7a-33021cdb5283
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4d2efa-d257-11ee-9e27-b7983e72a0e7	dg.4DFC/5b4d2efa-d257-11ee-9e27-b7983e72a0e7
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4d58b2-d257-11ee-8db9-5fd7c8236139	dg.4DFC/5b4d58b2-d257-11ee-8db9-5fd7c8236139
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4d7cde-d257-11ee-9cf2-0b1a941d5c5d	dg.4DFC/5b4d7cde-d257-11ee-9cf2-0b1a941d5c5d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4da0a6-d257-11ee-956f-935c395821fe	dg.4DFC/5b4da0a6-d257-11ee-956f-935c395821fe
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4dc522-d257-11ee-80c2-e3335464ddb2	dg.4DFC/5b4dc522-d257-11ee-80c2-e3335464ddb2
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4de908-d257-11ee-ab64-0f23f8e1b4d8	dg.4DFC/5b4de908-d257-11ee-ab64-0f23f8e1b4d8
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4e1342-d257-11ee-a5af-3f58080ffc34	dg.4DFC/5b4e1342-d257-11ee-a5af-3f58080ffc34
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4e371e-d257-11ee-a113-4f52951327b7	dg.4DFC/5b4e371e-d257-11ee-a113-4f52951327b7
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4e5b72-d257-11ee-9f63-1f15f6a1c944	dg.4DFC/5b4e5b72-d257-11ee-9f63-1f15f6a1c944
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4f36e6-d257-11ee-9a04-83c2badb7c02	dg.4DFC/5b4f36e6-d257-11ee-9a04-83c2badb7c02
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4f5f18-d257-11ee-84c5-47d913133c37	dg.4DFC/5b4f5f18-d257-11ee-84c5-47d913133c37
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4f84ac-d257-11ee-b02d-17c074d2bab0	dg.4DFC/5b4f84ac-d257-11ee-b02d-17c074d2bab0
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4fa8ce-d257-11ee-9e50-3f1c95c91544	dg.4DFC/5b4fa8ce-d257-11ee-9e50-3f1c95c91544
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4fcdc2-d257-11ee-be93-6fd8ce0cb213	dg.4DFC/5b4fcdc2-d257-11ee-be93-6fd8ce0cb213
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b4ff234-d257-11ee-a014-3b8483464c4d	dg.4DFC/5b4ff234-d257-11ee-a014-3b8483464c4d
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b50164c-d257-11ee-8c25-87724a9d0f84	dg.4DFC/5b50164c-d257-11ee-8c25-87724a9d0f84
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b503b36-d257-11ee-96b9-e76cc32b6ac9	dg.4DFC/5b503b36-d257-11ee-96b9-e76cc32b6ac9
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b505f6c-d257-11ee-aed0-7b1aab4f1176	dg.4DFC/5b505f6c-d257-11ee-aed0-7b1aab4f1176
Not specified in data	WXS	Paired-End	Genomic	other	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5b5083d4-d257-11ee-b37c-af010a9fdf60	dg.4DFC/5b5083d4-d257-11ee-b37c-af010a9fdf60
