library_id	bases	number_of_reads	avg_read_length	coverage	design_description	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	reference_genome_assembly	instrument_model
10296X4_756_3	3108504674	30777274	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/952e3ac7-0144-455b-908d-f29932d0de83_10296X4_756_3	dg.4DFC/952e3ac7-0144-455b-908d-f29932d0de83	Not specified in data	Not specified in data
10296X4_756_3	3108504674	30777274	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/83f52615-2325-4622-821f-fcaa4f895d8f_10296X4_756_3	dg.4DFC/83f52615-2325-4622-821f-fcaa4f895d8f	Not specified in data	Not specified in data
10296X11	2491709794	24670394	101	76.6505267956962	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/92295301-6012-41fe-b8f6-8675c3d7ba6c_10296X11	dg.4DFC/92295301-6012-41fe-b8f6-8675c3d7ba6c	Not specified in data	Not specified in data
10296X11	2491709794	24670394	101	76.6505267956962	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e854da09-9681-44d1-8472-808f5837eb45_10296X11	dg.4DFC/e854da09-9681-44d1-8472-808f5837eb45	Not specified in data	Not specified in data
10296X11_442_4	2511819904	24869504	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/69306d72-ecc1-4bf3-8a4c-53c5c9ef698d_10296X11_442_4	dg.4DFC/69306d72-ecc1-4bf3-8a4c-53c5c9ef698d	Not specified in data	Not specified in data
10296X11_442_4	2511819904	24869504	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/56242029-0291-4848-824e-be2b66b3ce69_10296X11_442_4	dg.4DFC/56242029-0291-4848-824e-be2b66b3ce69	Not specified in data	Not specified in data
10296X11_756_4	2491709794	24670394	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8bf0dbe3-b643-4b47-995b-7fabac84d616_10296X11_756_4	dg.4DFC/8bf0dbe3-b643-4b47-995b-7fabac84d616	Not specified in data	Not specified in data
10296X11_756_4	2491709794	24670394	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b75e9bcd-8f63-4c29-b570-44485e06aeb3_10296X11_756_4	dg.4DFC/b75e9bcd-8f63-4c29-b570-44485e06aeb3	Not specified in data	Not specified in data
10296X6	3358831457	33255757	101	99.5591140968927	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/2a775b47-f570-48ed-a9a8-f5b4bae5e022_10296X6	dg.4DFC/2a775b47-f570-48ed-a9a8-f5b4bae5e022	Not specified in data	Not specified in data
10296X6	3358831457	33255757	101	99.5591140968927	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d0ba67d4-6b5b-43e9-98b7-65be123e9b81_10296X6	dg.4DFC/d0ba67d4-6b5b-43e9-98b7-65be123e9b81	Not specified in data	Not specified in data
10296X6_442_3	3413622341	33798241	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e191d5dd-5d6b-4bb2-b3d4-a81487d6ebc0_10296X6_442_3	dg.4DFC/e191d5dd-5d6b-4bb2-b3d4-a81487d6ebc0	Not specified in data	Not specified in data
10296X6_442_3	3413622341	33798241	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/2400cba9-3726-4d61-804f-959010c72131_10296X6_442_3	dg.4DFC/2400cba9-3726-4d61-804f-959010c72131	Not specified in data	Not specified in data
10296X6_756_3	3358831457	33255757	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1c2deb5e-f287-4dfc-9959-6f614e316c0c_10296X6_756_3	dg.4DFC/1c2deb5e-f287-4dfc-9959-6f614e316c0c	Not specified in data	Not specified in data
10296X6_756_3	3358831457	33255757	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/26352578-3c3b-420e-851c-4f876c52df80_10296X6_756_3	dg.4DFC/26352578-3c3b-420e-851c-4f876c52df80	Not specified in data	Not specified in data
10297X6	1449006398	14346598	101	155.558687289452	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/931d23ac-0f1a-47e9-ae58-8747bd8a4053_10297X6	dg.4DFC/931d23ac-0f1a-47e9-ae58-8747bd8a4053	Not specified in data	Not specified in data
10297X6	1449006398	14346598	101	155.558687289452	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/303fd2c2-36a8-453e-beff-6d6ceefff516_10297X6	dg.4DFC/303fd2c2-36a8-453e-beff-6d6ceefff516	Not specified in data	Not specified in data
10297X6_204_2	6432110361	63684261	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b78f6048-52dd-4a9f-80e0-432309d44f27_10297X6_204_2	dg.4DFC/b78f6048-52dd-4a9f-80e0-432309d44f27	Not specified in data	Not specified in data
10297X6_204_2	6432110361	63684261	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b1e5a418-d677-425d-9755-8b1f942b7ee1_10297X6_204_2	dg.4DFC/b1e5a418-d677-425d-9755-8b1f942b7ee1	Not specified in data	Not specified in data
10297X6_442_5	1553205169	15378269	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8feea6bf-1ca5-4a17-8f59-979c579734d6_10297X6_442_5	dg.4DFC/8feea6bf-1ca5-4a17-8f59-979c579734d6	Not specified in data	Not specified in data
10297X6_442_5	1553205169	15378269	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/db26e2d6-d9eb-41a6-be2f-148bcc2072bd_10297X6_442_5	dg.4DFC/db26e2d6-d9eb-41a6-be2f-148bcc2072bd	Not specified in data	Not specified in data
10297X6_746_8	1449006398	14346598	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/05a85361-4739-47fe-b255-f62818f2c91b_10297X6_746_8	dg.4DFC/05a85361-4739-47fe-b255-f62818f2c91b	Not specified in data	Not specified in data
10297X6_746_8	1449006398	14346598	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a9f8a300-66f7-4d1c-8772-dda397a84a06_10297X6_746_8	dg.4DFC/a9f8a300-66f7-4d1c-8772-dda397a84a06	Not specified in data	Not specified in data
11217X4	3904903000	31239224	125	115.201929112995	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/43a8fc9f-0ac5-451a-9ce9-0045e63f0592_11217X4	dg.4DFC/43a8fc9f-0ac5-451a-9ce9-0045e63f0592	Not specified in data	Not specified in data
11217X4	3904903000	31239224	125	115.201929112995	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1af89ba9-1ad9-4757-bba4-8ca5d585a705_11217X4	dg.4DFC/1af89ba9-1ad9-4757-bba4-8ca5d585a705	Not specified in data	Not specified in data
11217X4_156_1	4045447875	32363583	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9f3b99b4-8460-4a97-9e9a-198c27cc0288_11217X4_156_1	dg.4DFC/9f3b99b4-8460-4a97-9e9a-198c27cc0288	Not specified in data	Not specified in data
11217X4_156_1	4045447875	32363583	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c3d88267-ec09-4b17-88f8-e314186821c7_11217X4_156_1	dg.4DFC/c3d88267-ec09-4b17-88f8-e314186821c7	Not specified in data	Not specified in data
11217X4_208_1	3904903000	31239224	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/da95f09f-8c72-4638-a306-8097e2f8bfb4_11217X4_208_1	dg.4DFC/da95f09f-8c72-4638-a306-8097e2f8bfb4	Not specified in data	Not specified in data
11217X4_208_1	3904903000	31239224	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7a702207-a4b5-471f-8686-5a2311db76be_11217X4_208_1	dg.4DFC/7a702207-a4b5-471f-8686-5a2311db76be	Not specified in data	Not specified in data
11125X14	4015643625	32125149	125	123.700987989217	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/95ebaca7-0f33-4a37-8a88-26dc7a26f8be_11125X14	dg.4DFC/95ebaca7-0f33-4a37-8a88-26dc7a26f8be	Not specified in data	Not specified in data
11125X14	4015643625	32125149	125	123.700987989217	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9d34736a-f1c9-4c1e-b58a-847bbe2307a0_11125X14	dg.4DFC/9d34736a-f1c9-4c1e-b58a-847bbe2307a0	Not specified in data	Not specified in data
11125X14_195_4	4015643625	32125149	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a8bacc4d-93b4-4b65-b8d5-a1429c70e656_11125X14_195_4	dg.4DFC/a8bacc4d-93b4-4b65-b8d5-a1429c70e656	Not specified in data	Not specified in data
11125X14_195_4	4015643625	32125149	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/65232229-6bae-490d-a322-a5584252893c_11125X14_195_4	dg.4DFC/65232229-6bae-490d-a322-a5584252893c	Not specified in data	Not specified in data
11419X4_171_1	4052797750	32422382	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/74fcb47f-7017-4751-8130-5673762c147c_11419X4_171_1	dg.4DFC/74fcb47f-7017-4751-8130-5673762c147c	Not specified in data	Not specified in data
11419X4_171_1	4052797750	32422382	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ff8c1976-3ea3-474d-b93d-da6f14e815d4_11419X4_171_1	dg.4DFC/ff8c1976-3ea3-474d-b93d-da6f14e815d4	Not specified in data	Not specified in data
11125X4	5255678500	42045428	125	82.089319187071	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/22e8048b-644a-45e9-836b-1ffdd150794a_11125X4	dg.4DFC/22e8048b-644a-45e9-836b-1ffdd150794a	Not specified in data	Not specified in data
11125X4	5255678500	42045428	125	82.089319187071	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9b780ee9-b2ec-46bf-8b6b-c163bd74d8a9_11125X4	dg.4DFC/9b780ee9-b2ec-46bf-8b6b-c163bd74d8a9	Not specified in data	Not specified in data
11125X4_195_2	5255678500	42045428	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c051fa97-9ee4-4061-a10b-83bfe0687235_11125X4_195_2	dg.4DFC/c051fa97-9ee4-4061-a10b-83bfe0687235	Not specified in data	Not specified in data
11125X4_195_2	5255678500	42045428	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/2248242c-0f8d-44db-87e5-015b3547c9b0_11125X4_195_2	dg.4DFC/2248242c-0f8d-44db-87e5-015b3547c9b0	Not specified in data	Not specified in data
11217X5	4748047125	37984377	125	106.023018088659	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a84dd870-be09-40e7-af98-e298f84d1913_11217X5	dg.4DFC/a84dd870-be09-40e7-af98-e298f84d1913	Not specified in data	Not specified in data
11217X5	4748047125	37984377	125	106.023018088659	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/5bd8aae4-4e96-4b73-a911-e6ea219c7c55_11217X5	dg.4DFC/5bd8aae4-4e96-4b73-a911-e6ea219c7c55	Not specified in data	Not specified in data
11217X5_156_1	4895943375	39167547	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/de454e42-e484-4504-baea-20cf70681b03_11217X5_156_1	dg.4DFC/de454e42-e484-4504-baea-20cf70681b03	Not specified in data	Not specified in data
11217X5_156_1	4895943375	39167547	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/12da32dc-1cfa-420c-a845-fc3067a398f0_11217X5_156_1	dg.4DFC/12da32dc-1cfa-420c-a845-fc3067a398f0	Not specified in data	Not specified in data
11217X5_208_1	4748047125	37984377	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c13007b7-8717-4cd9-8d98-98c32ae1779d_11217X5_208_1	dg.4DFC/c13007b7-8717-4cd9-8d98-98c32ae1779d	Not specified in data	Not specified in data
11217X5_208_1	4748047125	37984377	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/eefd3f59-bac3-4332-9c68-54ebffb27720_11217X5_208_1	dg.4DFC/eefd3f59-bac3-4332-9c68-54ebffb27720	Not specified in data	Not specified in data
11125X16	3928210500	31425684	125	109.446795054476	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/bbcb438f-5878-457d-954a-3003cc32cf11_11125X16	dg.4DFC/bbcb438f-5878-457d-954a-3003cc32cf11	Not specified in data	Not specified in data
11125X16	3928210500	31425684	125	109.446795054476	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1e0ee9ba-3f98-4dd6-88f7-0e62d8e90046_11125X16	dg.4DFC/1e0ee9ba-3f98-4dd6-88f7-0e62d8e90046	Not specified in data	Not specified in data
11125X16_195_4	3928210500	31425684	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1464c8ad-f434-44ad-8def-9ab2dc74b043_11125X16_195_4	dg.4DFC/1464c8ad-f434-44ad-8def-9ab2dc74b043	Not specified in data	Not specified in data
11125X16_195_4	3928210500	31425684	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f6b66733-f8fc-4de5-92dc-089aad7ab83e_11125X16_195_4	dg.4DFC/f6b66733-f8fc-4de5-92dc-089aad7ab83e	Not specified in data	Not specified in data
11419X6_171_1	3613628000	28909024	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/14970ff6-d6db-4840-9ad8-1df795b485a6_11419X6_171_1	dg.4DFC/14970ff6-d6db-4840-9ad8-1df795b485a6	Not specified in data	Not specified in data
11419X6_171_1	3613628000	28909024	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7bdc4bc0-6775-41c1-ba9e-2941370dd0fe_11419X6_171_1	dg.4DFC/7bdc4bc0-6775-41c1-ba9e-2941370dd0fe	Not specified in data	Not specified in data
11125X8	5306359625	42450877	125	72.3187692937454	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/da7f09f4-11d4-49cc-89bd-af233973534f_11125X8	dg.4DFC/da7f09f4-11d4-49cc-89bd-af233973534f	Not specified in data	Not specified in data
11125X8	5306359625	42450877	125	72.3187692937454	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ff2bf0f2-c931-4b21-b7d2-adbee253782f_11125X8	dg.4DFC/ff2bf0f2-c931-4b21-b7d2-adbee253782f	Not specified in data	Not specified in data
11125X8_195_2	5306359625	42450877	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/17b69425-6725-4540-bb93-c281c3701a24_11125X8_195_2	dg.4DFC/17b69425-6725-4540-bb93-c281c3701a24	Not specified in data	Not specified in data
11125X8_195_2	5306359625	42450877	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/66ce3405-1d60-42e9-b28e-74b00945dfeb_11125X8_195_2	dg.4DFC/66ce3405-1d60-42e9-b28e-74b00945dfeb	Not specified in data	Not specified in data
11125X18	5255678500	42045428	125	71.0144830253584	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d1de8125-d1c2-4f5e-8f84-57e894703d01_11125X18	dg.4DFC/d1de8125-d1c2-4f5e-8f84-57e894703d01	Not specified in data	Not specified in data
11125X18	5255678500	42045428	125	71.0144830253584	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7462e41c-5bca-48d8-9b93-0630ab418204_11125X18	dg.4DFC/7462e41c-5bca-48d8-9b93-0630ab418204	Not specified in data	Not specified in data
11125X18_195_4	5255678500	42045428	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/58423a06-25ed-44e6-b3b2-c74f691b628a_11125X18_195_4	dg.4DFC/58423a06-25ed-44e6-b3b2-c74f691b628a	Not specified in data	Not specified in data
11125X18_195_4	5255678500	42045428	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/fa898d32-a737-458c-bccb-79733204e667_11125X18_195_4	dg.4DFC/fa898d32-a737-458c-bccb-79733204e667	Not specified in data	Not specified in data
11125X13	7543098625	60344789	125	202.100951239413	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/6aad6012-969a-403f-a900-ecd4bb86425a_11125X13	dg.4DFC/6aad6012-969a-403f-a900-ecd4bb86425a	Not specified in data	Not specified in data
11125X13	7543098625	60344789	125	202.100951239413	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1dec2e5d-d11e-4ebe-8766-aae5ab8578e4_11125X13	dg.4DFC/1dec2e5d-d11e-4ebe-8766-aae5ab8578e4	Not specified in data	Not specified in data
11125X13_195_3	7543098625	60344789	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/50844b26-e87b-4443-adcd-d0ddf88e3569_11125X13_195_3	dg.4DFC/50844b26-e87b-4443-adcd-d0ddf88e3569	Not specified in data	Not specified in data
11125X13_195_3	7543098625	60344789	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/fbe98db8-c498-48d6-a780-6fcb3be2e8cd_11125X13_195_3	dg.4DFC/fbe98db8-c498-48d6-a780-6fcb3be2e8cd	Not specified in data	Not specified in data
11217X3_156_1	3963047500	31704380	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a3b7dfaa-7057-442c-a387-ee0876b1850b_11217X3_156_1	dg.4DFC/a3b7dfaa-7057-442c-a387-ee0876b1850b	Not specified in data	Not specified in data
11217X3_156_1	3963047500	31704380	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/fe3f5ece-d135-46ed-8617-494c82e9bf13_11217X3_156_1	dg.4DFC/fe3f5ece-d135-46ed-8617-494c82e9bf13	Not specified in data	Not specified in data
11217X3_208_1	3804057250	30432458	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/97722374-33f6-4948-853d-476c744b1680_11217X3_208_1	dg.4DFC/97722374-33f6-4948-853d-476c744b1680	Not specified in data	Not specified in data
11217X3_208_1	3804057250	30432458	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/58ff8fd1-8e2f-4c4c-92b4-d4e2aa5a40a1_11217X3_208_1	dg.4DFC/58ff8fd1-8e2f-4c4c-92b4-d4e2aa5a40a1	Not specified in data	Not specified in data
11076X21	4469461000	35755688	125	223.677816498444	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/4a110d1c-d605-48df-b40f-83fb1665daf9_11076X21	dg.4DFC/4a110d1c-d605-48df-b40f-83fb1665daf9	Not specified in data	Not specified in data
11076X21	4469461000	35755688	125	223.677816498444	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/5b61ccd2-0645-4210-8c21-7176d1ecde67_11076X21	dg.4DFC/5b61ccd2-0645-4210-8c21-7176d1ecde67	Not specified in data	Not specified in data
11076X21_189_6	4469461000	35755688	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/211bc7ff-1f32-47ab-8865-baa9a20aa408_11076X21_189_6	dg.4DFC/211bc7ff-1f32-47ab-8865-baa9a20aa408	Not specified in data	Not specified in data
11076X21_189_6	4469461000	35755688	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/57f88db9-ce86-4ffb-a97a-bc52bb04c647_11076X21_189_6	dg.4DFC/57f88db9-ce86-4ffb-a97a-bc52bb04c647	Not specified in data	Not specified in data
11217X6_156_1	5782825250	46262602	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/98fea807-88a0-4fbe-b533-2f3d525c953d_11217X6_156_1	dg.4DFC/98fea807-88a0-4fbe-b533-2f3d525c953d	Not specified in data	Not specified in data
11217X6_156_1	5782825250	46262602	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/81a407c9-9c80-4435-9e09-6ef7978d7f49_11217X6_156_1	dg.4DFC/81a407c9-9c80-4435-9e09-6ef7978d7f49	Not specified in data	Not specified in data
11217X6_208_1	5590559125	44724473	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/af3afa10-6dfd-413d-b05b-48f689b241be_11217X6_208_1	dg.4DFC/af3afa10-6dfd-413d-b05b-48f689b241be	Not specified in data	Not specified in data
11217X6_208_1	5590559125	44724473	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/dcdf6582-35fd-4029-9e5e-65c1d38c229e_11217X6_208_1	dg.4DFC/dcdf6582-35fd-4029-9e5e-65c1d38c229e	Not specified in data	Not specified in data
11125X10	4293333625	34346669	125	111.402694534639	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/036cc9ec-640e-44a0-85e2-d95ad44ca0c7_11125X10	dg.4DFC/036cc9ec-640e-44a0-85e2-d95ad44ca0c7	Not specified in data	Not specified in data
11125X10	4293333625	34346669	125	111.402694534639	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ee257773-d03f-4fdf-b74e-253ff9b8fb87_11125X10	dg.4DFC/ee257773-d03f-4fdf-b74e-253ff9b8fb87	Not specified in data	Not specified in data
11125X10_195_3	4293333625	34346669	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/96e9329d-4a2f-4423-b8b6-98f8efe75e0d_11125X10_195_3	dg.4DFC/96e9329d-4a2f-4423-b8b6-98f8efe75e0d	Not specified in data	Not specified in data
11125X10_195_3	4293333625	34346669	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/cde7c819-7e60-4f9f-beb9-367492cfde91_11125X10_195_3	dg.4DFC/cde7c819-7e60-4f9f-beb9-367492cfde91	Not specified in data	Not specified in data
10294X6	2759157390	27318390	125	88.0678177514924	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1c01565a-5848-4e64-bd2f-686a467dd58d_10294X6	dg.4DFC/1c01565a-5848-4e64-bd2f-686a467dd58d	Not specified in data	Not specified in data
10294X6	2759157390	27318390	125	88.0678177514924	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/494956e0-6154-4f40-b7c9-dac123343acd_10294X6	dg.4DFC/494956e0-6154-4f40-b7c9-dac123343acd	Not specified in data	Not specified in data
10294X6_436_2	2934126053	29050753	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/46dcb8bf-08b2-467f-9cc4-1899c64ee258_10294X6_436_2	dg.4DFC/46dcb8bf-08b2-467f-9cc4-1899c64ee258	Not specified in data	Not specified in data
10294X6_436_2	2934126053	29050753	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/52cd95da-e610-4933-92c1-56b6e1980eb1_10294X6_436_2	dg.4DFC/52cd95da-e610-4933-92c1-56b6e1980eb1	Not specified in data	Not specified in data
10294X6_746_4	2759157390	27318390	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f29b4200-1b10-4a99-a7a5-f935e3cd9b3a_10294X6_746_4	dg.4DFC/f29b4200-1b10-4a99-a7a5-f935e3cd9b3a	Not specified in data	Not specified in data
10294X6_746_4	2759157390	27318390	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a9f4b081-3e4d-4422-86ac-eeb981ea8126_10294X6_746_4	dg.4DFC/a9f4b081-3e4d-4422-86ac-eeb981ea8126	Not specified in data	Not specified in data
11356X3	12265074125	98120593	125	429.229583843866	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/94822232-46a5-4608-8383-0a1160865cb6_11356X3	dg.4DFC/94822232-46a5-4608-8383-0a1160865cb6	Not specified in data	Not specified in data
